MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70912","731951",ПАНКОВО,PANKOVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,54.49,28.27,22.76,34.51
"70360","708844",ОСЛАДИЋ,OSLADIĆ,ВАЉЕВО,VALJEVO,15.25,1.50,8.78,48.38
"70939","732516",ОРЉА,ORLJA,ПИРОТ,PIROT,24.77,1.34,7.27,25.49
"70823","728047",ПАДИНА,PADINA,МЕРОШИНА,MEROŠINA,43.79,13.93,16.03,25.32
"71072","739189",БАЧИЈА,BAČIJA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,12.10
"70645","718807",ДОЊЕ ГРБИЦЕ,DONJE GRBICE,КРАГУЈЕВАЦ,KRAGUJEVAC,26.91,16.74,26.43,96.16
"71048","738204",ЛОВЦИ,LOVCI,ЈАГОДИНА,JAGODINA,52.31,27.57,39.65,83.52
"70840","728853",ЦРНОМАСНИЦА,CRNOMASNICA,НЕГОТИН,NEGOTIN,45.47,21.48,10.91,34.17
"70629","718343",СТОЈИЋИ,STOJIĆI,КОСЈЕРИЋ,KOSJERIĆ,25.78,21.84,20.20,38.66
"70408","709948",КУЈАВИЦА,KUJAVICA,ВЛАДИМИРЦИ,VLADIMIRCI,16.95,19.07,3.89,23.45
"70475","713058",ПОНИКВЕ,PONIKVE,ГОЛУБАЦ,GOLUBAC,34.75,21.13,3.15,11.71
"70955","733172",ВИСИБАБА,VISIBABA,ПОЖЕГА,POŽEGA,43.18,85.01,78.88,139.56
"70904","731668",ШАВАЦ,ŠAVAC,ПАРАЋИН,PARAĆIN,59.88,44.74,32.26,54.45
"70343","707490",РАДМАНОВО,RADMANOVO,БРУС,BRUS,34.90,13.24,9.49,26.61
"71056","738638",РОАНДА,ROANDA,СВИЛАЈНАЦ,SVILAJNAC,45.94,28.77,42.78,80.71
"71153","742198",ПЛАСКОВАЦ,PLASKOVAC,ТОПОЛА,TOPOLA,23.07,44.96,14.18,50.81
"70777","726621",ЉУБОВИЈА,LJUBOVIJA,ЉУБОВИЈА,LJUBOVIJA,100.00,96.83,264.17,227.89
"70645","719269",ЦВЕТОЈЕВАЦ,CVETOJEVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,86.83,85.91,94.51,128.49
"80047","800210",СВИЛОЈЕВО,SVILOJEVO,АПАТИН,APATIN,26.00,18.45,95.20,210.66
"70025","701092",ЛИПОВАЦ,LIPOVAC,АЛЕКСИНАЦ,ALEKSINAC,22.60,0.76,16.48,53.41
"70670","721085",КОШЕВИ,KOŠEVI,КРУШЕВАЦ,KRUŠEVAC,100.00,100.00,71.08,55.57
"70521","714941",СИБНИЦА,SIBNICA,ЖАБАРИ,ŽABARI,28.23,12.26,15.77,42.54
"71102","740624",ГЛИБОВАЦ,GLIBOVAC,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,69.68,47.08,184.95,253.75
"70262","705233",БРЕЖАНИ,BREŽANI,БЛАЦЕ,BLACE,0.00,0.00,0.00,9.69
"71021","736864",БАДАЊ,BADANJ,РАШКА,RAŠKA,2.76,0.12,2.23,59.45
"71315","792039",НИШ (ЦРВЕНИ КРСТ),NIŠ (CRVENI KRST),ЦРВЕНИ КРСТ,CRVENI KRST,100.00,100.00,1711.68,1571.46
"71072","739774",КРСТАЦ,KRSTAC,СЈЕНИЦА,SJENICA,13.10,0.00,2.81,17.64
"70998","735833",ЗДРАВИЊЕ,ZDRAVINJE,ПРОКУПЉЕ,PROKUPLJE,16.99,0.00,3.96,24.45
"70483","713694",СВРАЧКОВЦИ,SVRAČKOVCI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,24.37,11.87,32.50,61.87
"70645","719099",НОВИ МИЛАНОВАЦ,NOVI MILANOVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,42.02,43.91,17.54,50.12
"70645","719129",ПАЈАЗИТОВО,PAJAZITOVO,КРАГУЈЕВАЦ,KRAGUJEVAC,55.02,35.09,27.66,55.61
"70190","704806",СКЕЛА,SKELA,ОБРЕНОВАЦ,OBRENOVAC,51.41,48.80,119.04,229.09
"70408","710083",ТРБУШАЦ,TRBUŠAC,ВЛАДИМИРЦИ,VLADIMIRCI,52.85,42.72,27.51,50.61
"70254","705195",УМКА,UMKA,ЧУКАРИЦА,ČUKARICA,73.50,100.00,405.58,445.17
"70394","709514",ДЕСИНЕ,DESINE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,30.89,14.57,32.17,78.35
"70254","705128",ВЕЛИКА МОШТАНИЦА,VELIKA MOŠTANICA,ЧУКАРИЦА,ČUKARICA,74.07,100.00,390.00,506.28
"71099","740551",ШАЛИНАЦ,ŠALINAC,СМЕДЕРЕВО,SMEDEREVO,45.89,74.67,33.78,81.69
"71218","744743",ПАЉУВИ,PALJUVI,УБ,UB,52.75,31.76,55.49,99.26
"70882","731161",КОМИРИЋ,KOMIRIĆ,ОСЕЧИНА,OSEČINA,11.77,2.60,9.91,61.00
"70882","731099",БЕЛОТИЋ,BELOTIĆ,ОСЕЧИНА,OSEČINA,19.87,0.20,8.11,38.85
"70521","714950",СИМИЋЕВО,SIMIĆEVO,ЖАБАРИ,ŽABARI,25.64,12.36,60.03,127.06
"70343","707392",ЛЕПЕНАЦ,LEPENAC,БРУС,BRUS,67.33,51.12,57.59,106.21
"70343","707465",ПАЉЕВШТИЦА,PALJEVŠTICA,БРУС,BRUS,5.49,1.08,1.21,14.47
"71072","740004",СКРАДНИК,SKRADNIK,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,3.26
"70688","722634",ТРН,TRN,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,20.67
"70815","727628",РУЈКОВАЦ,RUJKOVAC,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,21.56
"70050","701998",ВУЧИ ДЕЛ,VUČI DEL,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,12.26
"70343","707040",БРЂАНИ,BRĐANI,БРУС,BRUS,15.17,3.49,2.39,17.50
"71323","729264",ЛАЛИНАЦ,LALINAC,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),65.37,69.10,68.29,118.26
"71072","740136",УШАК,UŠAK,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,5.32
"70939","732052",БАЗОВИК,BAZOVIK,ПИРОТ,PIROT,10.86,2.81,5.88,43.72
"71170","742813",ДОЊИ РИБНИК,DONJI RIBNIK,ТРСТЕНИК,TRSTENIK,55.55,46.71,17.34,17.12
"70726","725064",ТУПАЛОВЦЕ,TUPALOVCE,ЛЕСКОВАЦ,LESKOVAC,61.01,38.26,9.86,19.22
"71226","744964",ВУС,VUS,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,4.64
"70815","727415",ДОЊИ БУЧУМЕТ,DONJI BUČUMET,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,12.48
"71188","743275",БОВАЊ,BOVANJ,ТУТИН,TUTIN,7.58,0.51,1.92,15.60
"70424","710784",ГРАДИШТЕ,GRADIŠTE,ВЛАСОТИНЦЕ,VLASOTINCE,1.46,0.00,0.00,13.50
"70505","714607",СКРВЕНИЦА,SKRVENICA,ДИМИТРОВГРАД,DIMITROVGRAD,10.19,0.00,1.74,12.94
"71188","743224",БАТРАГЕ,BATRAGE,ТУТИН,TUTIN,92.71,37.34,1.87,2.94
"70998","735531",ГОЈИНОВАЦ,GOJINOVAC,ПРОКУПЉЕ,PROKUPLJE,30.16,0.00,1.20,4.85
"70343","707376",КОЧИНЕ,KOČINE,БРУС,BRUS,0.00,0.00,0.00,12.40
"70980","735183",ХИСАРЏИК,HISARDŽIK,ПРИЈЕПОЉЕ,PRIJEPOLJE,1.73,0.00,0.78,20.13
"70084","703354",ПАЈЕЖ,PAJEŽ,БЕЛА ПАЛАНКА,BELA PALANKA,9.94,0.00,3.74,30.43
"70998","735574",ГОРЊА РЕЧИЦА,GORNJA REČICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,33.83
"70173","704423",МАЛА ВРБИЦА,MALA VRBICA,МЛАДЕНОВАЦ,MLADENOVAC,74.58,100.00,28.91,69.43
"70050","702064",ДОЊИ СТРИЖЕВАЦ,DONJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,28.57,0.00,2.86,7.88
"70432","711560",ДУПЕЉЕВО,DUPELJEVO,ВРАЊЕ,VRANJE,0.00,0.00,0.00,5.32
"70718","723533",ТОГОЧЕВЦЕ,TOGOČEVCE,ЛЕБАНЕ,LEBANE,34.64,18.81,18.16,40.16
"70718","723371",ЛУГАРЕ,LUGARE,ЛЕБАНЕ,LEBANE,65.10,31.95,12.75,19.11
"70343","707325",ИРИЧИЋИ,IRIČIĆI,БРУС,BRUS,0.00,0.00,0.00,6.64
"70980","734918",МИЛАКОВИЋИ,MILAKOVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.46,0.00,0.21,44.83
"71226","745090",ПАВЛИЧИНА,PAVLIČINA,ЦРНА ТРАВА,CRNA TRAVA,9.34,0.00,1.31,9.58
"70084","703044",ВРАНДОЛ,VRANDOL,БЕЛА ПАЛАНКА,BELA PALANKA,26.90,4.57,8.55,23.99
"70262","705314",ДОЊА ЈОШАНИЦА,DONJA JOŠANICA,БЛАЦЕ,BLACE,0.71,0.00,0.00,8.97
"71285","729353",НИКОЛА ТЕСЛА,NIKOLA TESLA,НИШКА БАЊА,NIŠKA BANJA,100.00,100.00,284.63,276.07
"70670","720640",БОЉЕВАЦ,BOLJEVAC,КРУШЕВАЦ,KRUŠEVAC,30.11,6.04,14.41,30.88
"71137","741353",ПАЉА,PALJA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,16.78
"70432","711349",ГОЛЕМО СЕЛО,GOLEMO SELO,ВРАЊЕ,VRANJE,14.41,0.63,10.78,44.83
"70416","710091",БАЛИНОВЦЕ,BALINOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,32.85,10.59,3.85,12.65
"71218","744859",ТРЛИЋ,TRLIĆ,УБ,UB,52.03,17.53,78.97,114.87
"70734","725404",ЗАЈАЧА,ZAJAČA,ЛОЗНИЦА,LOZNICA,59.66,23.24,41.87,64.64
"70815","727504",МАЋЕДОНЦЕ,MAĆEDONCE,МЕДВЕЂА,MEDVEĐA,17.68,5.44,6.34,25.17
"70815","727393",ГУРГУТОВО,GURGUTOVO,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,4.29
"70726","723851",ВИЉЕ КОЛО,VILJE KOLO,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,2.19
"71021","736872",БАЉЕВАЦ,BALJEVAC,РАШКА,RAŠKA,35.18,17.74,35.75,73.31
"71021","737097",ЖЕРАЂЕ,ŽERAĐE,РАШКА,RAŠKA,2.76,0.00,0.00,9.81
"70670","721433",РИБАРСКА БАЊА,RIBARSKA BANJA,КРУШЕВАЦ,KRUŠEVAC,88.88,99.24,12.89,21.12
"80144","801348",БАНАТСКИ ДВОР,BANATSKI DVOR,ЖИТИШТЕ,ŽITIŠTE,31.46,19.15,92.30,182.06
"70025","700738",ВИТКОВАЦ,VITKOVAC,АЛЕКСИНАЦ,ALEKSINAC,34.72,20.39,14.39,39.18
"70718","723509",СВИЊАРИЦА,SVINJARICA,ЛЕБАНЕ,LEBANE,37.46,0.00,4.14,11.25
"70718","723185",БАЧЕВИНА,BAČEVINA,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,9.51
"70424","711136",ТЕГОШНИЦА,TEGOŠNICA,ВЛАСОТИНЦЕ,VLASOTINCE,45.12,0.00,0.67,1.52
"70939","732290",ДОЈКИНЦИ,DOJKINCI,ПИРОТ,PIROT,3.33,0.62,6.23,112.98
"71021","736961",БОРОВИЋЕ,BOROVIĆE,РАШКА,RAŠKA,1.10,0.00,0.59,40.87
"70025","701041",КОПРИВНИЦА,KOPRIVNICA,АЛЕКСИНАЦ,ALEKSINAC,34.85,15.32,6.17,19.16
"70564","716090",ДАЈИЋИ,DAJIĆI,ИВАЊИЦА,IVANJICA,3.50,0.00,5.92,71.76
"70670","721182",МАЈДЕВО,MAJDEVO,КРУШЕВАЦ,KRUŠEVAC,59.69,38.14,13.84,18.63
"71064","738972",ОКОЛИШТЕ,OKOLIŠTE,СВРЉИГ,SVRLJIG,17.38,0.00,2.41,12.51
"70866","729914",РАДОИЊА,RADOINJA,НОВА ВАРОШ,NOVA VAROŠ,18.53,7.39,30.81,66.43
"80063","800392",ПАРАГЕ,PARAGE,БАЧКА ПАЛАНКА,BAČKA PALANKA,26.70,14.92,53.48,107.20
"70025","701262",РУТЕВАЦ,RUTEVAC,АЛЕКСИНАЦ,ALEKSINAC,61.50,30.29,50.79,81.39
"70025","701238",ПРУГОВАЦ,PRUGOVAC,АЛЕКСИНАЦ,ALEKSINAC,13.59,0.08,8.21,47.95
"70564","746720",БУКОВИЦА,BUKOVICA,ИВАЊИЦА,IVANJICA,88.83,69.54,195.89,172.04
"70564","716430",СВЕШТИЦА,SVEŠTICA,ИВАЊИЦА,IVANJICA,44.36,36.16,134.90,186.61
"70971","734004",БАЊА,BANJA,ПРИБОЈ,PRIBOJ,25.89,22.53,129.30,231.35
"70882","731188",КОЊУША,KONJUŠA,ОСЕЧИНА,OSEČINA,1.15,0.00,0.26,25.61
"70726","724475",КОВАЧЕВА БАРА,KOVAČEVA BARA,ЛЕСКОВАЦ,LESKOVAC,30.21,5.54,5.21,17.16
"70050","702331",РАКИТА,RAKITA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,30.07
"70343","707171",ГРАШЕВЦИ,GRAŠEVCI,БРУС,BRUS,17.08,10.62,8.22,51.64
"70980","735094",РАТАЈСКА,RATAJSKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,93.77,70.14,88.41,69.12
"71072","739529",ДРУЖИНИЋЕ,DRUŽINIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,10.80
"80063","800414",СИЛБАШ,SILBAŠ,БАЧКА ПАЛАНКА,BAČKA PALANKA,24.84,14.76,159.39,263.04
"80152","801496",БАНАТСКИ ДЕСПОТОВАЦ,BANATSKI DESPOTOVAC,ЗРЕЊАНИН,ZRENJANIN,16.38,10.52,85.37,179.18
"80438","804487",БАЧКО ДУШАНОВО,BAČKO DUŠANOVO,СУБОТИЦА,SUBOTICA,26.38,20.62,104.26,170.32
"70785","726885",МОСНА,MOSNA,МАЈДАНПЕК,MAJDANPEK,9.95,8.24,24.49,103.03
"70874","730998",ТРНАВА,TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,63.31,47.02,61.72,113.92
"71137","741116",ВЛАСИНА СТОЈКОВИЋЕВА,VLASINA STOJKOVIĆEVA,СУРДУЛИЦА,SURDULICA,12.84,0.00,6.65,38.24
"70505","714402",ДРАГОВИТА,DRAGOVITA,ДИМИТРОВГРАД,DIMITROVGRAD,7.04,0.00,2.34,26.26
"70718","723312",КОЊИНО,KONJINO,ЛЕБАНЕ,LEBANE,35.25,21.92,23.76,43.40
"71072","739839",МАШОВИЋЕ,MAŠOVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,15.04
"70998","735353",БЕЛОГОШ,BELOGOŠ,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,7.06
"70343","707058",БРЗЕЋЕ,BRZEĆE,БРУС,BRUS,42.35,31.63,161.32,216.01
"80381","803952",СВЕТОЗАР МИЛЕТИЋ,SVETOZAR MILETIĆ,СОМБОР,SOMBOR,13.79,13.76,172.49,345.95
"80365","803715",ТОРЊОШ,TORNJOŠ,СЕНТА,SENTA,19.10,10.65,118.12,252.60
"80365","803677",БОГАРАШ,BOGARAŠ,СЕНТА,SENTA,17.54,0.00,22.10,96.07
"70432","711799",МИЈАКОВЦЕ,MIJAKOVCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,6.91
"70432","712132",СТРЕШАК,STREŠAK,ВРАЊЕ,VRANJE,0.00,0.00,0.00,12.47
"70416","710598",СРНЕЋИ ДОЛ,SRNEĆI DOL,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,5.69
"70416","710237",ДОЊЕ ЈАБУКОВО,DONJE JABUKOVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,14.61,5.16,4.97,26.74
"71137","741167",ДАЊИНО СЕЛО,DANJINO SELO,СУРДУЛИЦА,SURDULICA,22.94,4.11,3.67,12.26
"70661","720356",БРЕЗОВИЦЕ,BREZOVICE,КРУПАЊ,KRUPANJ,28.89,6.85,21.67,60.76
"71218","744808",СОВЉАК,SOVLJAK,УБ,UB,54.80,41.84,153.98,196.50
"70343","707201",ДОЊИ ЛИПОВАЦ,DONJI LIPOVAC,БРУС,BRUS,0.00,0.00,0.00,23.91
"70343","707295",ЖУЊЕ,ŽUNJE,БРУС,BRUS,6.90,13.40,4.47,82.98
"70254","705144",ПЕЋАНИ,PEĆANI,ЧУКАРИЦА,ČUKARICA,96.48,100.00,101.11,118.45
"80144","801429",НОВИ ИТЕБЕЈ,NOVI ITEBEJ,ЖИТИШТЕ,ŽITIŠTE,15.71,14.13,63.52,115.61
"80390","804053",ТУРИЈА,TURIJA,СРБОБРАН,SRBOBRAN,19.42,19.20,328.84,426.95
"80462","804789",КУЦУРА,KUCURA,ВРБАС,VRBAS,18.02,14.84,263.98,392.83
"80110","800988",БАЧКО ГРАДИШТЕ,BAČKO GRADIŠTE,БЕЧЕЈ,BEČEJ,17.05,11.76,201.87,354.13
"70718","723282",ЖДЕГЛОВО,ŽDEGLOVO,ЛЕБАНЕ,LEBANE,63.61,38.37,22.59,31.84
"70718","723452",ПРЕКОПЧЕЛИЦА,PREKOPČELICA,ЛЕБАНЕ,LEBANE,39.50,12.10,16.31,30.87
"70980","734764",КАЋЕВО,KAĆEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,4.13,0.00,0.94,18.13
"71021","736996",БРВЕНИК НАСЕЉЕ,BRVENIK NASELJE,РАШКА,RAŠKA,90.47,81.32,14.71,27.37
"71315","729469",ПОПОВАЦ,POPOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,100.00,100.00,266.30,282.84
"70254","705136",ОСТРУЖНИЦА,OSTRUŽNICA,ЧУКАРИЦА,ČUKARICA,72.95,100.00,408.52,504.43
"70122","703729",ВРЧИН,VRČIN,ГРОЦКА,GROCKA,74.57,97.38,1107.71,1543.72
"70173","704547",ШЕПШИН,ŠEPŠIN,МЛАДЕНОВАЦ,MLADENOVAC,41.36,53.14,48.10,134.72
"70238","705004",МАЛИ ПОЖАРЕВАЦ,MALI POŽAREVAC,СОПОТ,SOPOT,60.10,67.95,281.55,385.10
"71170","742767",ГОРЊИ РИБНИК,GORNJI RIBNIK,ТРСТЕНИК,TRSTENIK,29.44,28.66,11.46,21.92
"70564","716138",ДУБРАВА,DUBRAVA,ИВАЊИЦА,IVANJICA,24.96,14.39,84.50,135.42
"70025","700908",ДЕЛИГРАД,DELIGRAD,АЛЕКСИНАЦ,ALEKSINAC,79.62,50.82,35.98,42.96
"70424","711012",ОСТРЦ,OSTRC,ВЛАСОТИНЦЕ,VLASOTINCE,29.94,0.00,2.25,7.65
"71188","743305",БРЕГОВИ,BREGOVI,ТУТИН,TUTIN,49.37,24.13,3.31,6.04
"70688","721743",ВАСИЉЕВАЦ,VASILJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,20.40
"70726","724122",ДОБРОТИН,DOBROTIN,ЛЕСКОВАЦ,LESKOVAC,66.69,62.69,11.10,26.85
"70823","727954",КРАЈКОВАЦ,KRAJKOVAC,МЕРОШИНА,MEROŠINA,25.28,2.60,10.30,30.10
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,9.59,0.00,1.42,13.46
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,7.16
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,22.57,14.94,115.54,233.65
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,14.87
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,71.32,8.03,9.64,10.14
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,1.28,0.00,0.00,16.92
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,0.56,0.00,0.00,14.41
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,33.60,24.18,86.23,164.42
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,12.92,11.83,13.09,31.30
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,13.92,8.77,70.81,191.11
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,37.97,8.44,18.20,31.85
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,59.17,47.48,74.32,84.26
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,1.28,0.00,0.28,19.57
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,0.00,0.00,0.00,7.48
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,0.38,0.00,0.00,2.00
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,0.00,0.00,0.00,19.81
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,39.56,11.03,21.61,56.41
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,36.89,28.09,700.90,768.91
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,20.68,17.05,154.37,266.73
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,22.09,13.65,1255.68,1623.95
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,22.29,11.32,17.80,45.18
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,13.27,0.00,7.96,43.77
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,39.68,27.47,9.13,21.31
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,81.38,92.83,259.24,230.51
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,48.23,29.12,49.25,81.13
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,0.82,0.00,0.00,6.50
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,54.20,21.31,19.23,41.17
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,20.40,6.41,3.64,17.77
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,100.00,88.14,5.87,6.88
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,12.81
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,16.80
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,12.61
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,24.59,17.46,30.69,66.44
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,27.91,14.80,60.77,102.10
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,100.00,94.43,1.19,1.36
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,36.81,26.99,135.56,206.19
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,9.82
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,40.49,15.37,9.45,17.86
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,28.67,0.00,2.47,6.67
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,7.08
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,93.12,78.58,519.05,519.93
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,59.96,55.07,30.26,49.30
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,4.50,0.00,0.83,20.24
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,13.89,10.98,133.01,274.94
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,19.54,15.14,188.19,302.96
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,28.73,23.02,14.58,40.13
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,28.52
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,13.73,0.05,9.33,64.29
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,54.86,22.56,62.52,96.88
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,38.21,17.60,61.95,134.04
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,7.70,0.22,6.10,54.22
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,56.22,39.63,110.60,190.74
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,86.08,87.79,155.67,206.69
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,75.79,67.38,130.84,191.99
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,74.34,45.25,19.54,35.56
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,8.47,3.24,1.40,10.56
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,8.06,6.72,1.89,34.19
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,43.46,23.81,47.55,93.04
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,20.69,0.02,4.13,23.07
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,6.73
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,43.63,33.36,43.78,82.73
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,1.55,0.00,0.24,19.54
