MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70700","723045",МАЛИ БОРАК,MALI BORAK,ЛАЈКОВАЦ,LAJKOVAC,89.12,98.73,292.71,410.94
"70912","731820",КАМЕНОВО,KAMENOVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,46.24,26.13,56.76,90.37
"70882","731242",ПЛУЖАЦ,PLUŽAC,ОСЕЧИНА,OSEČINA,27.98,12.56,18.07,48.25
"70734","725307",ГОРЊА СИПУЉА,GORNJA SIPULJA,ЛОЗНИЦА,LOZNICA,0.00,0.00,0.00,24.77
"71218","744646",КАЛИНОВАЦ,KALINOVAC,УБ,UB,55.29,0.00,22.63,29.54
"70734","725200",БАШЧЕЛУЦИ,BAŠČELUCI,ЛОЗНИЦА,LOZNICA,99.86,100.00,61.29,70.77
"70734","725617",ПЛОЧА,PLOČA,ЛОЗНИЦА,LOZNICA,100.00,100.00,69.96,83.57
"70637","718483",ДРУЖЕТИЋ,DRUŽETIĆ,КОЦЕЉЕВА,KOCELJEVA,2.03,0.00,0.78,40.92
"70360","708658",ЈОВАЊА,JOVANJA,ВАЉЕВО,VALJEVO,29.01,1.51,8.36,29.86
"70840","728632",МИЛОШЕВО,MILOŠEVO,НЕГОТИН,NEGOTIN,79.94,71.93,63.38,118.80
"70831","728187",ДОЊИ МУШИЋ,DONJI MUŠIĆ,МИОНИЦА,MIONICA,3.59,0.00,0.50,18.96
"70386","709441",РАДОВАЊЕ,RADOVANJE,ВЕЛИКА ПЛАНА,VELIKA PLANA,39.15,8.14,22.75,64.21
"70360","708623",ЗЛАТАРИЋ,ZLATARIĆ,ВАЉЕВО,VALJEVO,48.32,21.72,25.46,53.53
"71218","744719",МИЛОРЦИ,MILORCI,УБ,UB,68.18,57.14,24.84,33.76
"70904","731447",ИЗВОР,IZVOR,ПАРАЋИН,PARAĆIN,18.57,11.68,37.13,113.71
"70653","720305",ЧУКОЈЕВАЦ,ČUKOJEVAC,КРАЉЕВО,KRALJEVO,75.38,57.26,165.61,190.28
"70041","701793",РАДОБУЂА,RADOBUĐA,АРИЉЕ,ARILJE,5.81,4.80,2.60,42.04
"71048","738069",ДОЊЕ ШТИПЉЕ,DONJE ŠTIPLJE,ЈАГОДИНА,JAGODINA,62.74,34.77,30.32,56.34
"71048","738018",ГОРЊЕ ШТИПЉЕ,GORNJE ŠTIPLJE,ЈАГОДИНА,JAGODINA,42.40,13.48,14.80,38.61
"70955","733334",ЛОПАШ,LOPAŠ,ПОЖЕГА,POŽEGA,3.74,0.61,1.04,35.20
"70653","719595",ДРЛУПА,DRLUPA,КРАЉЕВО,KRALJEVO,7.23,0.00,1.31,20.93
"71030","737755",МОТРИЋ,MOTRIĆ,РЕКОВАЦ,REKOVAC,70.89,23.72,11.85,19.91
"70645","718653",ВЕЛИКЕ ПЧЕЛИЦЕ,VELIKE PČELICE,КРАГУЈЕВАЦ,KRAGUJEVAC,35.62,16.46,70.54,159.79
"71242","745774",МЕЂУВРШЈЕ,MEĐUVRŠJE,ЧАЧАК,ČAČAK,56.95,24.18,15.42,27.74
"70599","716847",БУМБАРЕВО БРДО,BUMBAREVO BRDO,КНИЋ,KNIĆ,32.23,17.93,12.50,29.96
"70556","715743",ЛАСОВО,LASOVO,ЗАЈЕЧАР,ZAJEČAR,5.17,1.94,10.03,82.14
"70742","725889",ГУЧА (ВАРОШИЦА),GUČA (VAROŠICA),ЛУЧАНИ,LUČANI,100.00,100.00,87.74,90.13
"70319","706370",РТАЊ,RTANJ,БОЉЕВАЦ,BOLJEVAC,0.00,0.00,0.00,10.52
"71170","742848",КАМЕЊАЧА,KAMENJAČA,ТРСТЕНИК,TRSTENIK,36.81,0.00,5.51,8.80
"70068","702684",ОВЧИЊА,OVČINJA,БАЈИНА БАШТА,BAJINA BAŠTA,11.54,2.76,9.22,43.11
"70068","702633",КОСТОЈЕВИЋИ,KOSTOJEVIĆI,БАЈИНА БАШТА,BAJINA BAŠTA,23.26,7.63,12.23,33.32
"71048","738140",КАЛЕНОВАЦ,KALENOVAC,ЈАГОДИНА,JAGODINA,12.42,0.00,0.37,8.98
"70599","716936",ДУБРАВА,DUBRAVA,КНИЋ,KNIĆ,15.75,0.00,0.89,8.30
"70955","733342",ЛОРЕТ,LORET,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,34.13
"70955","733598",ТУЧКОВО,TUČKOVO,ПОЖЕГА,POŽEGA,30.06,19.09,7.71,19.07
"71048","738085",ДРАГОЦВЕТ,DRAGOCVET,ЈАГОДИНА,JAGODINA,61.97,62.13,63.63,115.96
"70955","733326",КАЛЕНИЋИ,KALENIĆI,ПОЖЕГА,POŽEGA,14.92,10.00,3.15,26.96
"70904","731358",ГОРЊА МУТНИЦА,GORNJA MUTNICA,ПАРАЋИН,PARAĆIN,6.98,4.11,25.41,169.40
"70955","733377",МАЂЕР,MAĐER,ПОЖЕГА,POŽEGA,14.16,1.42,1.92,10.72
"71145","741655",КАРАН,KARAN,УЖИЦЕ,UŽICE,26.08,20.46,46.70,75.49
"71242","745804",МИОКОВЦИ,MIOKOVCI,ЧАЧАК,ČAČAK,20.60,2.20,14.72,68.13
"70599","716766",БАЛОСАВЕ,BALOSAVE,КНИЋ,KNIĆ,32.79,30.15,15.93,53.65
"71170","743160",ТОБОЛАЦ,TOBOLAC,ТРСТЕНИК,TRSTENIK,56.93,17.26,30.01,30.16
"70653","719919",МЛАНЧА,MLANČA,КРАЉЕВО,KRALJEVO,4.04,0.00,1.95,44.24
"70866","729949",СЕНИШТА,SENIŠTA,НОВА ВАРОШ,NOVA VAROŠ,7.43,0.94,4.20,41.91
"70629","718378",ЦИКОТЕ,CIKOTE,КОСЈЕРИЋ,KOSJERIĆ,11.03,1.75,1.91,21.74
"70599","717002",КОЊУША,KONJUŠA,КНИЋ,KNIĆ,34.07,12.87,7.00,25.59
"70599","717096",ПРЕТОКЕ,PRETOKE,КНИЋ,KNIĆ,12.30,6.90,9.76,48.54
"70068","702706",ПЕПЕЉ,PEPELJ,БАЈИНА БАШТА,BAJINA BAŠTA,1.81,0.00,0.00,9.41
"71048","737925",БРЕСЈЕ,BRESJE,ЈАГОДИНА,JAGODINA,71.67,66.04,40.65,67.13
"71048","737984",ВРБА,VRBA,ЈАГОДИНА,JAGODINA,32.71,28.87,11.25,41.79
"70459","712361",ВРЊЦИ,VRNJCI,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,91.84,96.74,191.01,233.09
"71129","740918",ПОРУЖНИЦА,PORUŽNICA,СОКОБАЊА,SOKOBANJA,11.76,0.95,7.20,36.15
"71005","736538",ПОСЛОН,POSLON,РАЖАЊ,RAŽANJ,50.61,16.87,33.93,44.50
"71196","744239",БРАЉИНА,BRALJINA,ЋИЋЕВАЦ,ĆIĆEVAC,0.02,0.00,0.00,16.84
"70564","716383",ПРИЛИКЕ,PRILIKE,ИВАЊИЦА,IVANJICA,35.24,21.21,50.24,86.15
"70670","721093",КРВАВИЦА,KRVAVICA,КРУШЕВАЦ,KRUŠEVAC,60.77,34.37,35.47,41.39
"71234","745227",ДРЕНОВА,DRENOVA,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,0.00,9.56
"71234","745235",ЖЕЉИНЕ,ŽELJINE,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,0.00,9.77
"70068","702471",БЕСЕРОВИНА,BESEROVINA,БАЈИНА БАШТА,BAJINA BAŠTA,7.49,0.00,4.36,38.60
"70068","702579",ЗАУГЛИНЕ,ZAUGLINE,БАЈИНА БАШТА,BAJINA BAŠTA,25.63,19.86,96.56,90.35
"70602","717746",НОВО КОРИТО,NOVO KORITO,КЊАЖЕВАЦ,KNJAŽEVAC,16.72,3.70,21.30,71.80
"70483","713139",БЕЛО ПОЉЕ,BELO POLJE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,9.44,0.06,2.14,29.47
"70483","713244",ВРАЋЕВШНИЦА,VRAĆEVŠNICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,100.00,0.00,0.29,0.39
"70068","702781",СИЈЕРАЧ,SIJERAČ,БАЈИНА БАШТА,BAJINA BAŠTA,4.57,0.00,0.59,14.64
"71200","744492",ЋУПРИЈА,ĆUPRIJA,ЋУПРИЈА,ĆUPRIJA,59.44,66.87,1487.44,1531.38
"70955","733385",МАЛА ЈЕЖЕВИЦА,MALA JEŽEVICA,ПОЖЕГА,POŽEGA,0.29,0.00,0.00,14.81
"71048","738379",СИОКОВАЦ,SIOKOVAC,ЈАГОДИНА,JAGODINA,63.36,37.64,24.01,43.26
"71005","736660",ШЕТКА,ŠETKA,РАЖАЊ,RAŽANJ,3.40,0.00,0.74,24.23
"71196","744280",ПЛОЧНИК,PLOČNIK,ЋИЋЕВАЦ,ĆIĆEVAC,28.22,0.00,6.88,22.39
"70653","719714",КРАЉЕВО,KRALJEVO,КРАЉЕВО,KRALJEVO,100.00,100.00,3378.00,2732.37
"70041","701777",МИРОСАЉЦИ,MIROSALJCI,АРИЉЕ,ARILJE,30.50,13.37,47.25,97.81
"71196","744328",ЋИЋЕВАЦ,ĆIĆEVAC,ЋИЋЕВАЦ,ĆIĆEVAC,43.70,21.67,169.43,228.06
"71170","743089",РИЉАЦ,RILJAC,ТРСТЕНИК,TRSTENIK,22.33,0.00,8.46,24.71
"71234","745316",РОЖАНСТВО,ROŽANSTVO,ЧАЈЕТИНА,ČAJETINA,40.08,14.35,33.37,69.00
"71234","745324",РУДИНЕ,RUDINE,ЧАЈЕТИНА,ČAJETINA,41.10,22.73,34.37,67.20
"71145","741825",РАВНИ,RAVNI,УЖИЦЕ,UŽICE,0.68,0.00,0.38,37.73
"71234","745294",ЗЛАТИБОР,ZLATIBOR,ЧАЈЕТИНА,ČAJETINA,48.10,37.03,921.71,930.52
"71030","737895",ШЉИВИЦА,ŠLJIVICA,РЕКОВАЦ,REKOVAC,26.23,5.91,5.91,17.96
"70041","701661",ВИГОШТЕ,VIGOŠTE,АРИЉЕ,ARILJE,38.75,30.16,138.69,135.20
"71234","745405",ЧАЈЕТИНА,ČAJETINA,ЧАЈЕТИНА,ČAJETINA,99.74,92.85,250.69,208.33
"71005","736503",НОВИ БРАЧИН,NOVI BRAČIN,РАЖАЊ,RAŽANJ,29.20,0.00,9.50,29.97
"71048","738344",РИБНИК,RIBNIK,ЈАГОДИНА,JAGODINA,47.78,33.99,22.67,45.98
"70645","719056",МАРШИЋ,MARŠIĆ,КРАГУЈЕВАЦ,KRAGUJEVAC,78.16,100.00,66.13,98.40
"71200","744433",КРУШАР,KRUŠAR,ЋУПРИЈА,ĆUPRIJA,54.03,47.96,84.79,155.76
"70599","717061",ЉУЉАЦИ,LJULJACI,КНИЋ,KNIĆ,18.87,0.03,5.91,30.50
"70483","713791",ШАРАНИ,ŠARANI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,44.01,33.90,79.64,91.05
"71145","741698",КРВАВЦИ,KRVAVCI,УЖИЦЕ,UŽICE,69.51,48.39,28.52,43.42
"70742","726028",ЛИС,LIS,ЛУЧАНИ,LUČANI,9.68,0.00,1.47,19.26
"70742","725820",ГОРАЧИЋИ,GORAČIĆI,ЛУЧАНИ,LUČANI,14.82,3.59,15.68,86.04
"71030","737763",НАДРЉЕ,NADRLJE,РЕКОВАЦ,REKOVAC,17.31,0.00,7.46,33.42
"71242","746053",ТРНАВА,TRNAVA,ЧАЧАК,ČAČAK,42.19,62.83,133.04,241.55
"70742","726052",ЛУЧАНИ (СЕЛО),LUČANI (SELO),ЛУЧАНИ,LUČANI,41.87,54.93,12.40,32.82
"71145","741752",НИКОЈЕВИЋИ,NIKOJEVIĆI,УЖИЦЕ,UŽICE,25.75,0.90,10.07,33.97
"71005","736554",ПРЕТРКОВАЦ,PRETRKOVAC,РАЖАЊ,RAŽANJ,6.45,0.00,0.66,11.10
"71242","745910",ПРЕМЕЋА,PREMEĆA,ЧАЧАК,ČAČAK,0.00,0.02,0.00,25.39
"70653","720151",САМАИЛА,SAMAILA,КРАЉЕВО,KRALJEVO,57.86,42.92,139.15,189.63
"70670","721026",КАОНИК,KAONIK,КРУШЕВАЦ,KRUŠEVAC,52.77,27.28,114.07,139.88
"70599","717053",ЉУБИЋ,LJUBIĆ,КНИЋ,KNIĆ,54.31,75.63,72.02,97.52
"70955","733423",ПАПРАТИШТЕ,PAPRATIŠTE,ПОЖЕГА,POŽEGA,7.06,2.08,2.51,26.11
"71200","744450",ОСТРИКОВАЦ,OSTRIKOVAC,ЋУПРИЈА,ĆUPRIJA,61.16,79.10,93.26,118.30
"71048","738387",СЛАТИНА,SLATINA,ЈАГОДИНА,JAGODINA,34.34,10.86,15.99,45.71
"70319","706337",МАЛИ ИЗВОР,MALI IZVOR,БОЉЕВАЦ,BOLJEVAC,8.58,2.88,23.03,115.67
"71145","741540",ГОСТИНИЦА,GOSTINICA,УЖИЦЕ,UŽICE,15.59,12.03,14.33,90.14
"70068","702790",СОЛОТУША,SOLOTUŠA,БАЈИНА БАШТА,BAJINA BAŠTA,19.50,3.79,18.01,73.07
"71030","737828",СЕКУРИЧ,SEKURIČ,РЕКОВАЦ,REKOVAC,17.38,6.15,27.51,114.49
"71030","737640",ЖУПАЊЕВАЦ,ŽUPANJEVAC,РЕКОВАЦ,REKOVAC,14.05,3.67,10.38,41.94
"71145","741485",БЈЕЛОТИЋИ,BJELOTIĆI,УЖИЦЕ,UŽICE,11.88,6.70,3.63,19.93
"70319","706302",КРИВИ ВИР,KRIVI VIR,БОЉЕВАЦ,BOLJEVAC,2.14,0.00,6.25,196.05
"71200","744417",ЈОВАЦ,JOVAC,ЋУПРИЈА,ĆUPRIJA,36.73,39.60,56.14,127.22
"70319","706353",ОСНИЋ,OSNIĆ,БОЉЕВАЦ,BOLJEVAC,23.12,4.60,33.78,96.72
"70645","718572",АЏИНЕ ЛИВАДЕ,ADŽINE LIVADE,КРАГУЈЕВАЦ,KRAGUJEVAC,11.58,4.22,3.98,32.86
"70602","717819",ПОДВИС,PODVIS,КЊАЖЕВАЦ,KNJAŽEVAC,39.76,30.18,23.11,40.58
"70564","716332",МОЧИОЦИ,MOČIOCI,ИВАЊИЦА,IVANJICA,6.78,0.00,1.60,7.79
"70670","721263",МАЛО ГОЛОВОДЕ,MALO GOLOVODE,КРУШЕВАЦ,KRUŠEVAC,100.00,100.00,103.39,102.10
"71170","742961",ОКРУГЛИЦА,OKRUGLICA,ТРСТЕНИК,TRSTENIK,43.29,1.36,4.20,8.71
"70866","729841",КУЋАНИ,KUĆANI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,21.88
"70564","715999",БРЕЗОВА,BREZOVA,ИВАЊИЦА,IVANJICA,4.74,1.46,2.65,37.35
"70742","725897",ГУЧА (СЕЛО),GUČA (SELO),ЛУЧАНИ,LUČANI,37.60,40.96,230.85,364.98
"71234","745251",КРИВА РЕКА,KRIVA REKA,ЧАЈЕТИНА,ČAJETINA,40.52,26.77,70.79,149.88
"70319","706191",БАЧЕВИЦА,BAČEVICA,БОЉЕВАЦ,BOLJEVAC,8.17,0.00,3.23,33.98
"70068","702765",РАЧА,RAČA,БАЈИНА БАШТА,BAJINA BAŠTA,24.23,9.60,28.61,55.81
"70068","702455",БАЈИНА БАШТА,BAJINA BAŠTA,БАЈИНА БАШТА,BAJINA BAŠTA,100.00,100.00,399.08,291.46
"70742","726133",РТАРИ,RTARI,ЛУЧАНИ,LUČANI,2.84,0.00,0.84,29.52
"71145","741906",ТРНАВА,TRNAVA,УЖИЦЕ,UŽICE,25.39,11.83,11.02,48.83
"70645","718670",ВИЊИШТЕ,VINJIŠTE,КРАГУЈЕВАЦ,KRAGUJEVAC,77.39,82.48,64.93,87.78
"70645","718874",ЕРДЕЧ,ERDEČ,КРАГУЈЕВАЦ,KRAGUJEVAC,64.29,61.42,38.99,64.35
"70645","718599",БАЉКОВАЦ,BALJKOVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,62.80,61.00,77.95,115.37
"71242","746029",СОКОЛИЋИ,SOKOLIĆI,ЧАЧАК,ČAČAK,27.65,77.69,11.36,54.21
"71242","745979",РАКОВА,RAKOVA,ЧАЧАК,ČAČAK,28.71,79.06,14.97,96.04
"70955","733296",ЗАСЕЉЕ,ZASELJE,ПОЖЕГА,POŽEGA,2.35,5.46,0.65,36.29
"71242","745553",ВРАНИЋИ,VRANIĆI,ЧАЧАК,ČAČAK,61.36,66.04,30.08,51.95
"71170","742643",БОГДАЊЕ,BOGDANJE,ТРСТЕНИК,TRSTENIK,60.78,14.42,34.26,45.91
"71170","743143",СТРАГАРИ,STRAGARI,ТРСТЕНИК,TRSTENIK,26.72,0.00,4.89,16.89
"71170","742937",МЕДВЕЂА,MEDVEĐA,ТРСТЕНИК,TRSTENIK,37.22,8.09,58.29,96.83
"71234","745375",СТУБЛО,STUBLO,ЧАЈЕТИНА,ČAJETINA,0.47,0.03,0.29,66.52
"70459","712388",ГОЧ,GOČ,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,17.59,6.12,36.30,85.54
"70025","700649",АЛЕКСИНАЧКИ РУДНИК,ALEKSINAČKI RUDNIK,АЛЕКСИНАЦ,ALEKSINAC,100.00,100.00,21.33,28.44
"71170","742783",ДОЊА ОМАШНИЦА,DONJA OMAŠNICA,ТРСТЕНИК,TRSTENIK,39.79,0.00,17.51,32.37
"71242","745928",ПРИДВОРИЦА,PRIDVORICA,ЧАЧАК,ČAČAK,25.37,37.50,9.52,36.23
"70955","733458",ПРИЈАНОВИЋИ,PRIJANOVIĆI,ПОЖЕГА,POŽEGA,37.46,39.53,42.26,74.46
"71030","737801",РАТКОВИЋ,RATKOVIĆ,РЕКОВАЦ,REKOVAC,21.35,7.96,13.50,61.45
"71242","746002",СЛАТИНА,SLATINA,ЧАЧАК,ČAČAK,28.62,14.81,21.02,44.58
"71242","745588",ГОРИЧАНИ,GORIČANI,ЧАЧАК,ČAČAK,17.19,29.70,10.86,60.05
"70068","702528",ДУБ,DUB,БАЈИНА БАШТА,BAJINA BAŠTA,29.85,10.82,23.87,39.36
"70645","718823",ДРАГОБРАЋА,DRAGOBRAĆA,КРАГУЈЕВАЦ,KRAGUJEVAC,60.86,82.14,81.89,113.53
"70742","725803",ВЛАСТЕЉИЦЕ,VLASTELJICE,ЛУЧАНИ,LUČANI,6.67,1.87,1.76,18.05
"71005","736520",ПОДГОРАЦ,PODGORAC,РАЖАЊ,RAŽANJ,0.89,0.00,0.27,27.44
"70653","719765",ЛЕШЕВО,LEŠEVO,КРАЉЕВО,KRALJEVO,53.00,33.40,40.74,58.51
"71048","738450",ШАНТАРОВАЦ,ŠANTAROVAC,ЈАГОДИНА,JAGODINA,53.99,41.23,36.66,74.73
"71145","741515",ВОЛУЈАЦ,VOLUJAC,УЖИЦЕ,UŽICE,62.04,38.73,94.74,136.48
"71048","738468",ШУЉКОВАЦ,ŠULJKOVAC,ЈАГОДИНА,JAGODINA,62.75,51.44,39.32,69.69
"71048","738093",ДРАГОШЕВАЦ,DRAGOŠEVAC,ЈАГОДИНА,JAGODINA,27.49,12.90,24.67,68.22
"71145","741566",ДОБРОДО,DOBRODO,УЖИЦЕ,UŽICE,10.12,2.25,2.53,21.17
"70068","702498",ГВОЗДАЦ,GVOZDAC,БАЈИНА БАШТА,BAJINA BAŠTA,9.08,0.00,4.18,37.82
"71030","737739",ЛОЋИКА,LOĆIKA,РЕКОВАЦ,REKOVAC,31.42,18.42,20.10,57.42
"71030","737844",СИЉЕВИЦА,SILJEVICA,РЕКОВАЦ,REKOVAC,1.87,0.00,0.71,31.06
"70904","731412",ДРЕНОВАЦ,DRENOVAC,ПАРАЋИН,PARAĆIN,51.14,41.75,101.14,172.10
"70742","725838",ГОРЊА КРАВАРИЦА,GORNJA KRAVARICA,ЛУЧАНИ,LUČANI,0.19,0.00,0.00,43.40
"70653","719994",ПЕЧЕНОГ,PEČENOG,КРАЉЕВО,KRALJEVO,46.54,30.71,47.20,67.61
"70904","731315",БУЉАНЕ,BULJANE,ПАРАЋИН,PARAĆIN,24.40,14.15,123.28,214.15
"71048","738433",ТРНАВА,TRNAVA,ЈАГОДИНА,JAGODINA,90.89,94.75,86.80,118.65
"70599","717029",КУСОВАЦ,KUSOVAC,КНИЋ,KNIĆ,38.89,29.96,6.23,26.07
"70319","706205",БОГОВИНА,BOGOVINA,БОЉЕВАЦ,BOLJEVAC,1.81,0.00,2.35,118.08
"71048","738212",ЛОЗОВИК,LOZOVIK,ЈАГОДИНА,JAGODINA,54.41,36.41,19.51,47.88
"70955","733261",ДОЊА ДОБРИЊА,DONJA DOBRINJA,ПОЖЕГА,POŽEGA,3.85,0.24,1.80,32.60
"71242","745936",ПРИЈЕВОР,PRIJEVOR,ЧАЧАК,ČAČAK,52.76,57.35,120.59,203.83
"71242","745766",ЉУБИЋ,LJUBIĆ,ЧАЧАК,ČAČAK,93.57,100.00,27.99,53.06
"70904","731528",ПОПОВАЦ,POPOVAC,ПАРАЋИН,PARAĆIN,83.53,61.73,235.78,208.40
"70599","716944",ЖУЊЕ,ŽUNJE,КНИЋ,KNIĆ,32.45,24.53,10.38,38.34
"70599","716871",ГРАБОВАЦ,GRABOVAC,КНИЋ,KNIĆ,42.49,43.26,64.95,104.79
"71242","745472",БЕЧАЊ,BEČANJ,ЧАЧАК,ČAČAK,12.30,3.63,7.43,60.33
"70904","731641",ТРЕШЊЕВИЦА,TREŠNJEVICA,ПАРАЋИН,PARAĆIN,30.86,17.29,34.22,71.94
"70653","720208",ТАВНИК,TAVNIK,КРАЉЕВО,KRALJEVO,46.90,46.25,85.34,137.72
"70653","719609",ЂАКОВО,ĐAKOVO,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,31.16
"70971","734322",ЦРНУГОВИЋИ,CRNUGOVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,10.54
"70971","734225",ПОЖЕГРМАЦ,POŽEGRMAC,ПРИБОЈ,PRIBOJ,0.77,0.00,0.33,20.86
"70645","719234",ТРМБАС,TRMBAS,КРАГУЈЕВАЦ,KRAGUJEVAC,97.43,100.00,92.62,128.58
"71048","738034",ДЕОНИЦА,DEONICA,ЈАГОДИНА,JAGODINA,71.29,74.54,40.97,91.63
"70068","702757",РАСТИШТЕ,RASTIŠTE,БАЈИНА БАШТА,BAJINA BAŠTA,10.33,4.49,70.06,148.00
"70483","713180",БРЂАНИ,BRĐANI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,32.82,21.51,36.79,101.98
"70955","733164",ВЕЛИКА ЈЕЖЕВИЦА,VELIKA JEŽEVICA,ПОЖЕГА,POŽEGA,49.94,0.00,8.02,16.32
"70068","702676",ОБАЈГОРА,OBAJGORA,БАЈИНА БАШТА,BAJINA BAŠTA,38.01,28.57,46.66,80.98
"70599","717126",СУМОРОВАЦ,SUMOROVAC,КНИЋ,KNIĆ,13.64,2.41,1.37,18.48
"70645","718742",ГРОШНИЦА,GROŠNICA,КРАГУЈЕВАЦ,KRAGUJEVAC,51.18,40.50,146.96,221.46
"70955","733270",ДРАЖИНОВИЋИ,DRAŽINOVIĆI,ПОЖЕГА,POŽEGA,11.06,0.00,2.04,20.15
"71242","745561",ВРНЧАНИ,VRNČANI,ЧАЧАК,ČAČAK,7.71,5.68,17.33,59.69
"70645","718700",ГОРЊА САБАНТА,GORNJA SABANTA,КРАГУЈЕВАЦ,KRAGUJEVAC,47.69,29.15,40.77,91.88
"70599","716863",ВУЧКОВИЦА,VUČKOVICA,КНИЋ,KNIĆ,46.50,38.06,67.38,126.42
"71129","741027",ЧИТЛУК,ČITLUK,СОКОБАЊА,SOKOBANJA,38.78,11.23,22.82,59.93
"70564","716405",РАДАЉЕВО,RADALJEVO,ИВАЊИЦА,IVANJICA,41.32,23.07,47.69,92.33
"70360","709000",СОВАЧ,SOVAČ,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,10.84
"70327","706540",ТОПЛА,TOPLA,БОР,BOR,0.00,0.00,0.00,18.07
"70076","702846",БАТОЧИНА,BATOČINA,БАТОЧИНА,BATOČINA,91.79,80.70,343.39,371.45
"70645","718971",КОТРАЖА,KOTRAŽA,КРАГУЈЕВАЦ,KRAGUJEVAC,46.65,50.36,25.42,68.17
"70831","728322",ПЛАНИНИЦА,PLANINICA,МИОНИЦА,MIONICA,0.00,0.00,0.00,58.98
"70491","713970",ЈАСЕНОВО,JASENOVO,ДЕСПОТОВАЦ,DESPOTOVAC,46.78,28.93,70.64,116.93
"71013","736767",ДОЊЕ ЈАРУШИЦЕ,DONJE JARUŠICE,РАЧА,RAČA,0.21,0.00,0.00,17.43
"70645","719072",МИРОНИЋ,MIRONIĆ,КРАГУЈЕВАЦ,KRAGUJEVAC,60.38,33.20,7.69,14.56
"70491","714178",ТРУЋЕВАЦ,TRUĆEVAC,ДЕСПОТОВАЦ,DESPOTOVAC,51.92,21.75,23.23,44.52
"70556","715905",ТАБАКОВАЦ,TABAKOVAC,ЗАЈЕЧАР,ZAJEČAR,16.14,8.81,4.88,20.60
"71048","738310",РАЈКИНАЦ,RAJKINAC,ЈАГОДИНА,JAGODINA,42.90,24.92,20.67,59.93
"71056","738492",ВОЈСКА,VOJSKA,СВИЛАЈНАЦ,SVILAJNAC,32.40,20.29,45.01,120.80
"70734","725269",ВОЋЊАК,VOĆNJAK,ЛОЗНИЦА,LOZNICA,99.86,95.86,88.31,101.02
"70734","725358",ДОЊА СИПУЉА,DONJA SIPULJA,ЛОЗНИЦА,LOZNICA,9.98,7.03,5.89,40.93
"70769","726206",БОШЊАНОВИЋ,BOŠNJANOVIĆ,ЉИГ,LJIG,12.39,7.08,2.35,27.82
"70777","726494",ГОРЊА ЉУБОВИЂА,GORNJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,19.26
"70831","728098",БУКОВАЦ,BUKOVAC,МИОНИЦА,MIONICA,2.35,0.00,0.38,12.88
"70491","713902",ГРАБОВИЦА,GRABOVICA,ДЕСПОТОВАЦ,DESPOTOVAC,35.68,16.14,31.04,72.95
"70483","713546",ЉЕВАЈА,LJEVAJA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,4.18,0.01,0.84,12.13
"70645","719005",ЛУЖНИЦЕ,LUŽNICE,КРАГУЈЕВАЦ,KRAGUJEVAC,64.54,46.31,111.19,172.67
"70327","706477",ЗЛОТ,ZLOT,БОР,BOR,8.75,2.84,129.78,525.63
"70483","713562",МАЈДАН,MAJDAN,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,25.35,9.98,40.05,115.39
"70777","726524",ГОРЊЕ КОШЉЕ,GORNJE KOŠLJE,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,54.16
"70629","718149",ГОДЕЧЕВО,GODEČEVO,КОСЈЕРИЋ,KOSJERIĆ,1.79,0.00,0.49,30.26
"70483","713759",ТЕОЧИН,TEOČIN,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,3.95,0.00,1.58,39.01
"70165","703958",БИСТРИЦА,BISTRICA,ЛАЗАРЕВАЦ,LAZAREVAC,74.89,93.43,65.12,137.00
"70777","726591",ДУБОКО,DUBOKO,ЉУБОВИЈА,LJUBOVIJA,30.25,26.40,15.19,42.36
"70556","715514",БРУСНИК,BRUSNIK,ЗАЈЕЧАР,ZAJEČAR,12.25,7.23,10.35,62.84
"70955","733571",ТВРДИЋИ,TVRDIĆI,ПОЖЕГА,POŽEGA,15.46,12.12,3.68,29.89
"70599","716758",БАЈЧЕТИНА,BAJČETINA,КНИЋ,KNIĆ,48.43,29.82,36.21,49.17
