MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"70823","727822",БРЕСТ,BREST,МЕРОШИНА,MEROŠINA,0.00,100.00,0.00,0.00,0.00,0.00,262.52
"71072","740012",СТРАЈИНИЋЕ,STRAJINIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,9.36,90.64,0.00,1087.13
"71021","737003",БРВЕНИЦА,BRVENICA,РАШКА,RAŠKA,0.00,23.48,70.03,6.49,0.00,0.00,591.52
"70980","734888",МЕЂАНИ,MEĐANI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,13.75,86.25,0.00,1160.72
"70017","700363",ЛЕСКОВИЦА,LESKOVICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,7.14,86.20,6.66,0.00,0.00,649.06
"70866","729710",БУРАЂА,BURAĐA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,35.73,64.27,0.00,1027.08
"71145","741604",ДУБОКО,DUBOKO,УЖИЦЕ,UŽICE,0.00,1.33,94.76,3.91,0.00,0.00,655.12
"70025","700878",ГРЕДЕТИН,GREDETIN,АЛЕКСИНАЦ,ALEKSINAC,13.03,86.97,0.00,0.00,0.00,0.00,254.50
"70343","707066",БРУС,BRUS,БРУС,BRUS,0.00,100.00,0.00,0.00,0.00,0.00,430.78
"70980","734837",КОШЕВИНЕ,KOŠEVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,8.82,55.82,35.36,0.00,0.00,725.83
"71307","729442",ПАСЈАЧА,PASJAČA,ПАНТЕЛЕЈ,PANTELEJ,0.00,78.69,21.31,0.00,0.00,0.00,439.11
"71323","729558",СУВИ ДО,SUVI DO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),1.14,98.86,0.00,0.00,0.00,0.00,280.53
"70084","703265",ЛАНИШТЕ,LANIŠTE,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,76.64,23.36,0.00,0.00,0.00,430.21
"70971","734292",СОЧИЦЕ,SOČICE,ПРИБОЈ,PRIBOJ,0.00,0.00,34.66,34.92,30.42,0.00,895.83
"70017","700380",МРМОШ,MRMOŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,3.84,96.16,0.00,0.00,0.00,0.00,243.52
"70670","720739",ВЕЛИКИ ШИЉЕГОВАЦ,VELIKI ŠILJEGOVAC,КРУШЕВАЦ,KRUŠEVAC,4.07,95.93,0.00,0.00,0.00,0.00,266.70
"70980","735213",ЧАДИЊЕ,ČADINJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,1.17,57.97,33.08,7.78,0.00,764.96
"71315","728985",ВРТИШТЕ,VRTIŠTE,ЦРВЕНИ КРСТ,CRVENI KRST,51.48,48.42,0.11,0.00,0.00,0.00,226.00
"70262","705527",ПРИДВОРИЦА,PRIDVORICA,БЛАЦЕ,BLACE,0.00,11.10,84.88,4.02,0.00,0.00,657.16
"70971","734217",ПЛАШЋЕ,PLAŠĆE,ПРИБОЈ,PRIBOJ,0.00,0.00,32.75,36.47,30.78,0.00,903.86
"70564","716103",ДЕВИЋИ,DEVIĆI,ИВАЊИЦА,IVANJICA,0.00,0.00,50.93,49.07,0.00,0.00,809.48
"71021","737224",КУРИЋИ,KURIĆI,РАШКА,RAŠKA,0.00,7.44,55.16,26.42,10.98,0.00,740.90
"71072","740047",СУГУБИНЕ,SUGUBINE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1167.54
"71021","736899",БЕЛА СТЕНА,BELA STENA,РАШКА,RAŠKA,0.00,40.37,59.44,0.20,0.00,0.00,523.01
"70998","735876",ЈУГОВАЦ,JUGOVAC,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,413.03
"71285","729370",НИШКА БАЊА,NIŠKA BANJA,НИШКА БАЊА,NIŠKA BANJA,0.00,100.00,0.00,0.00,0.00,0.00,237.31
"70998","735957",КРЊИ ГРАД,KRNJI GRAD,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,442.37
"71021","737518",ТРНАВА,TRNAVA,РАШКА,RAŠKA,0.00,0.27,78.77,20.60,0.36,0.00,712.26
"70670","721212",МАЛА ВРБНИЦА,MALA VRBNICA,КРУШЕВАЦ,KRUŠEVAC,36.40,63.60,0.00,0.00,0.00,0.00,212.32
"70670","720631",БОЈИНЦЕ,BOJINCE,КРУШЕВАЦ,KRUŠEVAC,0.00,100.00,0.00,0.00,0.00,0.00,284.27
"70602","717908",СВРЉИШКА ТОПЛА,SVRLJIŠKA TOPLA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,38.06,61.94,0.00,0.00,0.00,508.18
"70025","701254",РСОВАЦ,RSOVAC,АЛЕКСИНАЦ,ALEKSINAC,0.00,17.75,82.25,0.00,0.00,0.00,555.26
"70653","719358",БОЈАНИЋИ,BOJANIĆI,КРАЉЕВО,KRALJEVO,0.00,52.31,47.69,0.00,0.00,0.00,498.81
"70564","716219",КОВИЉЕ,KOVILJE,ИВАЊИЦА,IVANJICA,0.00,0.00,13.49,47.54,38.96,0.00,967.65
"70866","729655",АКМАЧИЋИ,AKMAČIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,4.74,95.26,0.00,1084.64
"70998","735477",ВЕЛИКА ПЛАНА,VELIKA PLANA,ПРОКУПЉЕ,PROKUPLJE,0.00,19.35,44.99,17.28,18.38,0.00,745.55
"71307","729396",ОРЕОВАЦ,OREOVAC,ПАНТЕЛЕЈ,PANTELEJ,0.00,15.45,59.28,24.57,0.70,0.00,674.36
"71072","740241",ШТАВАЉ,ŠTAVALJ,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1199.39
"70343","707236",ДУПЦИ,DUPCI,БРУС,BRUS,0.00,66.63,33.15,0.22,0.00,0.00,463.11
"70025","701297",СТАНЦИ,STANCI,АЛЕКСИНАЦ,ALEKSINAC,0.00,100.00,0.00,0.00,0.00,0.00,323.12
"70017","700134",ВРБНИЦА,VRBNICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,19.63,80.37,0.00,0.00,0.00,0.00,227.47
"70670","721565",ТРЕБОТИН,TREBOTIN,КРУШЕВАЦ,KRUŠEVAC,61.50,38.50,0.00,0.00,0.00,0.00,190.37
"71064","739138",ШЉИВОВИК,ŠLJIVOVIK,СВРЉИГ,SVRLJIG,0.00,79.11,20.89,0.00,0.00,0.00,461.38
"70602","717711",МИЉКОВАЦ,MILJKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,18.69,81.31,0.00,0.00,0.00,560.08
"71021","737305",НОСОЉИН,NOSOLJIN,РАШКА,RAŠKA,0.00,9.89,90.11,0.00,0.00,0.00,613.14
"70998","735973",МАЂЕРЕ,MAĐERE,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,341.63
"70998","735914",КОНЧИЋ,KONČIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,349.76
"70998","736279",РЕСИНАЦ,RESINAC,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,345.11
"70262","705250",ВРБОВАЦ,VRBOVAC,БЛАЦЕ,BLACE,0.00,49.37,50.63,0.00,0.00,0.00,516.56
"70343","707368",КОВИОЦИ,KOVIOCI,БРУС,BRUS,0.00,100.00,0.00,0.00,0.00,0.00,381.92
"70564","716316",МЕДОВИНЕ,MEDOVINE,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,3.78,79.72,16.50,1300.59
"70084","703303",МИРАНОВАЧКА КУЛА,MIRANOVAČKA KULA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,100.00,0.00,0.00,0.00,590.18
"71170","742686",БУЧЈЕ,BUČJE,ТРСТЕНИК,TRSTENIK,0.00,62.33,37.67,0.00,0.00,0.00,459.71
"70602","717754",ОРЕШАЦ,OREŠAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,77.08,22.92,0.00,0.00,0.00,433.08
"70343","707562",ТРШАНОВЦИ,TRŠANOVCI,БРУС,BRUS,0.00,38.50,61.50,0.00,0.00,0.00,524.59
"70670","720704",ВЕЛИКА ЛОМНИЦА,VELIKA LOMNICA,КРУШЕВАЦ,KRUŠEVAC,20.62,72.95,6.44,0.00,0.00,0.00,297.08
"70670","720941",ЖАБАРЕ,ŽABARE,КРУШЕВАЦ,KRUŠEVAC,21.71,78.29,0.00,0.00,0.00,0.00,247.00
"71072","739910",ПОНОРАЦ,PONORAC,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1163.12
"71285","729191",ЈЕЛАШНИЦА,JELAŠNICA,НИШКА БАЊА,NIŠKA BANJA,0.00,95.54,4.46,0.00,0.00,0.00,323.00
"70262","705543",СИБНИЦА,SIBNICA,БЛАЦЕ,BLACE,0.00,42.25,48.07,9.67,0.00,0.00,577.63
"70343","707210",ДРЕНОВА,DRENOVA,БРУС,BRUS,0.00,12.25,73.42,14.33,0.00,0.00,659.29
"70084","703133",ДОЛАЦ (НАСЕЉЕ),DOLAC (NASELJE),БЕЛА ПАЛАНКА,BELA PALANKA,0.00,100.00,0.00,0.00,0.00,0.00,265.66
"71021","737470",СЕБИМИЉЕ,SEBIMILJE,РАШКА,RAŠKA,0.00,0.00,6.61,46.60,46.80,0.00,1006.79
"71021","737178",КОПАОНИК,KOPAONIK,РАШКА,RAŠKA,0.00,0.00,0.00,0.75,36.79,62.46,1550.94
"70980","734772",КАШИЦЕ,KAŠICE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,2.22,28.54,69.23,0.00,1068.56
"71072","739235",БОЖОВ ПОТОК,BOŽOV POTOK,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,85.10,14.90,1331.57
"71307","728977",ВРЕЛО,VRELO,ПАНТЕЛЕЈ,PANTELEJ,0.00,31.54,68.46,0.00,0.00,0.00,549.43
"70874","730491",КУЗМИЧЕВО,KUZMIČEVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.02,24.91,58.23,16.84,1198.43
"70262","705454",МУЗАЋЕ,MUZAĆE,БЛАЦЕ,BLACE,0.00,0.29,66.09,31.70,1.92,0.00,733.52
"71072","739316",ВЕСКОВИЋЕ,VESKOVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1084.48
"71323","728004",МРАМОР,MRAMOR,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),40.31,59.69,0.00,0.00,0.00,0.00,212.87
"70904","731307",БОШЊАНЕ,BOŠNJANE,ПАРАЋИН,PARAĆIN,41.98,58.02,0.00,0.00,0.00,0.00,211.96
"71145","741647",КАМЕНИЦА,KAMENICA,УЖИЦЕ,UŽICE,0.00,57.98,42.02,0.00,0.00,0.00,485.75
"70971","734250",ПРИБОЈСКЕ ЧЕЛИЦЕ,PRIBOJSKE ČELICE,ПРИБОЈ,PRIBOJ,0.00,12.30,42.88,33.33,11.48,0.00,756.20
"70866","729868",МИШЕВИЋИ,MIŠEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,1.50,98.50,0.00,1217.02
"71315","729167",ДОЊИ КОМРЕН,DONJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,99.88,0.12,0.00,0.00,0.00,279.14
"71021","737127",ЗАРЕВО,ZAREVO,РАШКА,RAŠKA,0.00,0.00,66.09,33.91,0.00,0.00,759.85
"70602","718025",ЋУШТИЦА,ĆUŠTICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.72,41.74,27.75,27.37,2.42,899.41
"71072","740209",ЧЕДОВО,ČEDOVO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,22.37,77.63,0.00,1030.68
"71323","729159",ДОЊЕ МЕЂУРОВО,DONJE MEĐUROVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),100.00,0.00,0.00,0.00,0.00,0.00,182.60
"71307","792012",НИШ (ПАНТЕЛЕЈ),NIŠ (PANTELEJ),ПАНТЕЛЕЈ,PANTELEJ,10.19,89.81,0.00,0.00,0.00,0.00,217.53
"70084","703214",КОЗЈА,KOZJA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,31.89,31.02,37.09,0.00,919.22
"70602","717444",ДЕЈАНОВАЦ,DEJANOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,2.88,58.91,30.53,7.68,0.00,766.16
"70041","701645",БОГОЈЕВИЋИ,BOGOJEVIĆI,АРИЉЕ,ARILJE,0.00,81.16,18.84,0.00,0.00,0.00,432.11
"70742","725994",КОТРАЖА,KOTRAŽA,ЛУЧАНИ,LUČANI,0.00,24.02,75.98,0.00,0.00,0.00,557.28
"70378","709336",ЦЕРНИЦА,CERNICA,ВАРВАРИН,VARVARIN,12.52,87.48,0.00,0.00,0.00,0.00,275.33
"70017","700495",РОГАВЧИНА,ROGAVČINA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,8.96,32.39,55.09,3.57,1070.95
"70980","735108",СЕДОБРО,SEDOBRO,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,38.13,39.32,22.55,0.00,859.99
"70564","716022",ВАСИЉЕВИЋИ,VASILJEVIĆI,ИВАЊИЦА,IVANJICA,0.00,0.00,2.49,23.53,73.98,0.00,1121.74
"70343","707457",ОСРЕЦИ,OSRECI,БРУС,BRUS,0.00,0.00,27.08,35.78,37.14,0.00,926.30
"70653","719315",БАПСКО ПОЉЕ,BAPSKO POLJE,КРАЉЕВО,KRALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,208.29
"71242","745952",РАЈАЦ,RAJAC,ЧАЧАК,ČAČAK,0.00,47.02,52.22,0.76,0.00,0.00,535.87
"70653","719838",МЕЉАНИЦА,MELJANICA,КРАЉЕВО,KRALJEVO,0.00,25.45,51.80,12.91,9.84,0.00,658.87
"70602","717274",ВАЛЕВАЦ,VALEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,100.00,0.00,0.00,0.00,0.00,349.52
"71030","737674",КАЛУДРА,KALUDRA,РЕКОВАЦ,REKOVAC,0.00,91.58,8.42,0.00,0.00,0.00,413.80
"70955","733547",СВРАЧКОВО,SVRAČKOVO,ПОЖЕГА,POŽEGA,0.00,20.40,73.54,6.07,0.00,0.00,615.87
"71064","738859",ЂУРИНАЦ,ĐURINAC,СВРЉИГ,SVRLJIG,0.00,39.50,41.54,18.95,0.00,0.00,605.77
"71242","745839",МРЧАЈЕВЦИ,MRČAJEVCI,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,239.11
"70971","734098",ЗАГРАДИНА,ZAGRADINA,ПРИБОЈ,PRIBOJ,0.00,2.19,49.51,31.14,17.15,0.00,798.26
"71145","741639",ЗЛАКУСА,ZLAKUSA,УЖИЦЕ,UŽICE,0.00,49.91,48.19,1.90,0.00,0.00,510.43
"70653","720259",ТРГОВИШТЕ,TRGOVIŠTE,КРАЉЕВО,KRALJEVO,0.00,37.94,62.06,0.00,0.00,0.00,524.25
"71170","742724",ГОРЊА ОМАШНИЦА,GORNJA OMAŠNICA,ТРСТЕНИК,TRSTENIK,2.94,97.06,0.00,0.00,0.00,0.00,297.56
"70670","721310",МУДРАКОВАЦ,MUDRAKOVAC,КРУШЕВАЦ,KRUŠEVAC,70.24,29.76,0.00,0.00,0.00,0.00,188.33
"70025","700703",БРАДАРАЦ,BRADARAC,АЛЕКСИНАЦ,ALEKSINAC,8.85,91.15,0.00,0.00,0.00,0.00,237.28
"70602","717827",ПОНОР,PONOR,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,9.37,90.63,0.00,0.00,0.00,605.83
"70262","705276",ГОРЊА ЈОШАНИЦА,GORNJA JOŠANICA,БЛАЦЕ,BLACE,0.00,18.08,30.75,31.90,19.27,0.00,781.39
"71021","736945",БИНИЋЕ,BINIĆE,РАШКА,RAŠKA,0.00,0.00,11.12,30.49,58.39,0.00,1042.67
"71064","739014",ПЕРИШ,PERIŠ,СВРЉИГ,SVRLJIG,0.00,1.20,51.95,17.68,29.18,0.00,806.75
"70564","716308",МАСКОВА,MASKOVA,ИВАЊИЦА,IVANJICA,0.00,0.00,5.62,47.42,46.95,0.00,1026.03
"70866","729965",ТРУДОВО,TRUDOVO,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,7.34,92.66,0.00,1184.20
"71170","743062",РИЂЕВШТИЦА,RIĐEVŠTICA,ТРСТЕНИК,TRSTENIK,0.00,50.32,49.68,0.00,0.00,0.00,492.64
"70670","721514",СТАНЦИ,STANCI,КРУШЕВАЦ,KRUŠEVAC,0.07,99.93,0.00,0.00,0.00,0.00,269.72
"70564","716324",МЕЂУРЕЧЈЕ,MEĐUREČJE,ИВАЊИЦА,IVANJICA,0.00,0.00,100.00,0.00,0.00,0.00,561.26
"70980","734659",ЗАЛУГ,ZALUG,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,34.00,66.00,0.00,0.00,0.00,560.70
"70653","719897",МИЛОЧАЈ,MILOČAJ,КРАЉЕВО,KRALJEVO,13.38,80.70,5.92,0.00,0.00,0.00,293.25
"70653","719927",МРСАЋ,MRSAĆ,КРАЉЕВО,KRALJEVO,4.35,95.65,0.00,0.00,0.00,0.00,212.82
"70602","717487",ДОЊЕ ЗУНИЧЕ,DONJE ZUNIČE,КЊАЖЕВАЦ,KNJAŽEVAC,6.64,75.34,18.02,0.01,0.00,0.00,348.32
"70866","729795",ДРАГЛИЦА,DRAGLICA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,2.06,21.15,76.80,0.00,1101.64
"71196","744263",МОЈСИЊЕ,MOJSINJE,ЋИЋЕВАЦ,ĆIĆEVAC,15.46,84.54,0.00,0.00,0.00,0.00,291.87
"70670","721204",МАКРЕШАНЕ,MAKREŠANE,КРУШЕВАЦ,KRUŠEVAC,33.03,66.97,0.00,0.00,0.00,0.00,265.46
"70670","720798",ГАВЕЗ,GAVEZ,КРУШЕВАЦ,KRUŠEVAC,40.25,59.75,0.00,0.00,0.00,0.00,213.92
"70025","701203",ПОРОДИН,PORODIN,АЛЕКСИНАЦ,ALEKSINAC,0.00,39.86,48.76,11.37,0.00,0.00,579.32
"71315","729345",МИЉКОВАЦ,MILJKOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,99.66,0.34,0.00,0.00,0.00,286.42
"70653","720127",РУДНО,RUDNO,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,3.06,96.94,0.00,1114.02
"71315","729426",ПАЉИНА,PALJINA,ЦРВЕНИ КРСТ,CRVENI KRST,1.94,97.43,0.63,0.00,0.00,0.00,328.33
"70980","735078",ПРИЈЕПОЉЕ,PRIJEPOLJE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,45.93,54.07,0.00,0.00,0.00,527.26
"70025","701084",КУЛИНА,KULINA,АЛЕКСИНАЦ,ALEKSINAC,0.00,68.83,26.69,4.48,0.00,0.00,449.97
"71315","729124",ДОЊА ТРНАВА,DONJA TRNAVA,ЦРВЕНИ КРСТ,CRVENI KRST,98.49,1.51,0.00,0.00,0.00,0.00,172.73
"71064","738735",БУРДИМО,BURDIMO,СВРЉИГ,SVRLJIG,0.00,8.27,91.73,0.00,0.00,0.00,558.87
"70866","729817",ДРМАНОВИЋИ,DRMANOVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.00,98.53,1.47,1295.09
"70025","700657",БАНКОВАЦ,BANKOVAC,АЛЕКСИНАЦ,ALEKSINAC,65.85,34.15,0.00,0.00,0.00,0.00,206.68
"70378","709271",ОБРЕЖ,OBREŽ,ВАРВАРИН,VARVARIN,75.89,24.11,0.00,0.00,0.00,0.00,168.06
"70653","719862",МИЛАКОВАЦ,MILAKOVAC,КРАЉЕВО,KRALJEVO,5.96,93.80,0.25,0.00,0.00,0.00,290.25
"71170","742945",МИЈАЈЛОВАЦ,MIJAJLOVAC,ТРСТЕНИК,TRSTENIK,0.00,98.44,1.56,0.00,0.00,0.00,368.24
"70041","701807",РАДОШЕВО,RADOŠEVO,АРИЉЕ,ARILJE,0.00,0.00,68.86,31.02,0.12,0.00,743.93
"70653","719463",ВРДИЛА,VRDILA,КРАЉЕВО,KRALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,285.00
"70378","709247",МАЛА КРУШЕВИЦА,MALA KRUŠEVICA,ВАРВАРИН,VARVARIN,0.00,100.00,0.00,0.00,0.00,0.00,375.61
"70653","719579",ДРАЖИНИЋЕ,DRAŽINIĆE,КРАЉЕВО,KRALJEVO,0.00,0.00,2.37,66.35,31.28,0.00,960.98
"70017","700525",СТАЊЕВО,STANJEVO,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,100.00,0.00,0.00,0.00,0.00,349.13
"70602","717568",ИНОВО,INOVO,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,45.71,54.29,0.00,0.00,0.00,527.09
"71242","745715",КОЊЕВИЋИ,KONJEVIĆI,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,231.92
"71242","745430",БАЛУГА (ЉУБИЋСКА),BALUGA (LJUBIĆSKA),ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,230.21
"70319","706230",ВАЛАКОЊЕ,VALAKONJE,БОЉЕВАЦ,BOLJEVAC,0.02,97.49,2.48,0.00,0.00,0.00,344.09
"71030","737569",БЕЛУШИЋ,BELUŠIĆ,РЕКОВАЦ,REKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,311.41
"70670","721166",ЛУКАВАЦ,LUKAVAC,КРУШЕВАЦ,KRUŠEVAC,66.38,33.62,0.00,0.00,0.00,0.00,196.95
"70971","734268",РАЧА,RAČA,ПРИБОЈ,PRIBOJ,0.00,13.29,52.84,20.02,13.85,0.00,728.71
"70602","717533",ЖУКОВАЦ,ŽUKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,96.96,3.04,0.00,0.00,0.00,349.50
"70041","701840",ЦЕРОВА,CEROVA,АРИЉЕ,ARILJE,0.00,72.00,28.00,0.00,0.00,0.00,442.93
"71030","737712",ЛОМНИЦА,LOMNICA,РЕКОВАЦ,REKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,290.01
"70602","717894",РЕПУШНИЦА,REPUŠNICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,26.16,44.12,29.72,0.00,922.91
"70602","718076",ШТРБАЦ,ŠTRBAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,68.08,31.92,0.00,0.00,0.00,431.97
"70742","725919",ДЉИН,DLJIN,ЛУЧАНИ,LUČANI,0.00,64.35,35.65,0.00,0.00,0.00,457.94
"71170","742791",ДОЊА ЦРНИШАВА,DONJA CRNIŠAVA,ТРСТЕНИК,TRSTENIK,23.58,76.42,0.00,0.00,0.00,0.00,245.67
"70564","716014",БУДОЖЕЉА,BUDOŽELJA,ИВАЊИЦА,IVANJICA,0.00,0.01,36.94,34.58,28.47,0.00,882.05
"70025","701017",ЈАСЕЊЕ,JASENJE,АЛЕКСИНАЦ,ALEKSINAC,77.23,22.77,0.00,0.00,0.00,0.00,175.97
"70564","716367",ОСОНИЦА,OSONICA,ИВАЊИЦА,IVANJICA,0.00,0.00,15.70,44.00,40.31,0.00,963.47
"70602","717835",ПОТРКАЊЕ,POTRKANJE,КЊАЖЕВАЦ,KNJAŽEVAC,31.13,68.87,0.00,0.00,0.00,0.00,255.86
"70602","717240",БОЖИНОВАЦ,BOŽINOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,46.08,53.92,0.00,0.00,793.78
"70971","734314",ХЕРЦЕГОВАЧКА ГОЛЕША,HERCEGOVAČKA GOLEŠA,ПРИБОЈ,PRIBOJ,0.00,4.54,62.07,26.29,7.10,0.00,736.72
"70602","717312",ВИНА,VINA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,53.19,46.81,0.00,0.00,0.00,489.38
"70459","712469",РУЂИНЦИ,RUĐINCI,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,23.05,72.75,4.20,0.00,0.00,0.00,302.59
"71129","740861",ЛЕВОВИК,LEVOVIK,СОКОБАЊА,SOKOBANJA,0.00,12.35,43.93,42.26,1.46,0.00,725.00
"70602","717541",ЗОРУНОВАЦ,ZORUNOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,3.40,88.91,7.69,0.00,0.00,635.09
"70971","734241",ПРИБОЈСКА ГОЛЕША,PRIBOJSKA GOLEŠA,ПРИБОЈ,PRIBOJ,0.00,0.00,25.93,31.59,42.47,0.00,951.25
"70670","720992",ЈАСИКА,JASIKA,КРУШЕВАЦ,KRUŠEVAC,50.79,49.21,0.00,0.00,0.00,0.00,208.39
"70459","712485",ШТУЛАЦ,ŠTULAC,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,49.26,50.74,0.00,0.00,0.00,0.00,206.63
"70602","717967",СТОГАЗОВАЦ,STOGAZOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,71.58,28.42,0.00,0.00,0.00,455.86
"70564","716286",ЛУКЕ,LUKE,ИВАЊИЦА,IVANJICA,0.00,0.00,66.49,31.92,1.59,0.00,758.17
"70602","717851",РАВНА,RAVNA,КЊАЖЕВАЦ,KNJAŽEVAC,19.19,80.81,0.00,0.00,0.00,0.00,305.65
"70041","701637",БЈЕЛУША,BJELUŠA,АРИЉЕ,ARILJE,0.00,0.00,4.71,43.15,52.14,0.00,1013.81
"70459","712370",ВУКУШИЦА,VUKUŠICA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,0.00,100.00,0.00,0.00,0.00,0.00,331.07
"70670","720658",БРАЈКОВАЦ,BRAJKOVAC,КРУШЕВАЦ,KRUŠEVAC,6.85,93.15,0.00,0.00,0.00,0.00,262.20
"70670","721573",ТРМЧАРЕ,TRMČARE,КРУШЕВАЦ,KRUŠEVAC,24.43,75.50,0.07,0.00,0.00,0.00,248.40
"71170","742996",ПАЈСАК,PAJSAK,ТРСТЕНИК,TRSTENIK,0.00,100.00,0.00,0.00,0.00,0.00,305.02
"70670","720925",ДОЊИ СТЕПОШ,DONJI STEPOŠ,КРУШЕВАЦ,KRUŠEVAC,45.95,54.05,0.00,0.00,0.00,0.00,213.90
"71064","738727",БЕЛОИЊЕ,BELOINJE,СВРЉИГ,SVRLJIG,0.00,33.77,32.19,13.04,21.00,0.00,702.85
"70866","729906",РАДИЈЕВИЋИ,RADIJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,12.72,87.28,0.00,1139.32
"70742","725862",ГУБЕРЕВЦИ,GUBEREVCI,ЛУЧАНИ,LUČANI,0.00,49.28,48.74,1.98,0.00,0.00,542.53
"71170","742872",ЛОЗНА,LOZNA,ТРСТЕНИК,TRSTENIK,20.48,67.77,11.75,0.00,0.00,0.00,345.54
"71170","743119",СЕЛИШТЕ,SELIŠTE,ТРСТЕНИК,TRSTENIK,95.74,4.26,0.00,0.00,0.00,0.00,161.96
"71005","736651",ЧУБУРА,ČUBURA,РАЖАЊ,RAŽANJ,0.00,100.00,0.00,0.00,0.00,0.00,321.50
"70602","717479",ДОЊА СОКОЛОВИЦА,DONJA SOKOLOVICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,58.23,39.50,2.26,0.00,0.00,500.70
