MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"70653","719536",ДЕДЕВЦИ,DEDEVCI,КРАЉЕВО,KRALJEVO,0.00,97.55,2.45,0.00,0.00,0.00,395.33
"70378","709239",КАРАНОВАЦ,KARANOVAC,ВАРВАРИН,VARVARIN,0.00,100.00,0.00,0.00,0.00,0.00,318.85
"70602","717665",КОЖЕЉ,KOŽELJ,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,32.87,26.98,25.13,15.02,0.00,693.74
"71307","729205",КАМЕНИЦА,KAMENICA,ПАНТЕЛЕЈ,PANTELEJ,0.00,51.79,48.10,0.12,0.00,0.00,486.88
"70564","716235",КОРИТНИК,KORITNIK,ИВАЊИЦА,IVANJICA,0.00,0.00,0.03,8.12,74.21,17.63,1283.56
"71064","739081",РИБАРЕ,RIBARE,СВРЉИГ,SVRLJIG,0.00,46.69,32.06,17.06,4.20,0.00,603.32
"71315","728918",БЕРЧИНАЦ,BERČINAC,ЦРВЕНИ КРСТ,CRVENI KRST,18.22,81.78,0.00,0.00,0.00,0.00,250.45
"70602","717584",ЈАЛОВИК ИЗВОР,JALOVIK IZVOR,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,14.31,83.69,2.01,0.00,0.00,601.77
"71072","739260",БОРОВИЋЕ,BOROVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1207.46
"70025","700886",ГРЕЈАЧ,GREJAČ,АЛЕКСИНАЦ,ALEKSINAC,39.26,52.23,8.51,0.00,0.00,0.00,274.81
"70670","721336",ПАДЕЖ,PADEŽ,КРУШЕВАЦ,KRUŠEVAC,16.45,83.55,0.00,0.00,0.00,0.00,231.76
"71005","736619",СМИЛОВАЦ,SMILOVAC,РАЖАЊ,RAŽANJ,5.02,83.63,11.35,0.00,0.00,0.00,333.95
"70955","733512",РОГЕ,ROGE,ПОЖЕГА,POŽEGA,0.00,23.19,71.19,5.62,0.00,0.00,604.84
"71030","737666",КАЛЕНИЋКИ ПРЊАВОР,KALENIĆKI PRNJAVOR,РЕКОВАЦ,REKOVAC,0.00,7.07,86.92,6.01,0.00,0.00,653.56
"70360","709107",ТУПАНЦИ,TUPANCI,ВАЉЕВО,VALJEVO,0.00,99.96,0.04,0.00,0.00,0.00,412.42
"70661","720500",РАВНАЈА,RAVNAJA,КРУПАЊ,KRUPANJ,22.02,77.98,0.00,0.00,0.00,0.00,219.49
"70165","704130",МЕДОШЕВАЦ,MEDOŠEVAC,ЛАЗАРЕВАЦ,LAZAREVAC,100.00,0.00,0.00,0.00,0.00,0.00,107.33
"70912","731790",ДУБОЧКА,DUBOČKA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,50.97,49.03,0.00,0.00,0.00,0.00,188.78
"70173","704334",ВЕЛИКА ИВАНЧА,VELIKA IVANČA,МЛАДЕНОВАЦ,MLADENOVAC,40.57,59.43,0.00,0.00,0.00,0.00,220.62
"70173","704407",КОВАЧЕВАЦ,KOVAČEVAC,МЛАДЕНОВАЦ,MLADENOVAC,52.91,47.09,0.00,0.00,0.00,0.00,195.75
"70637","718513",КОЦЕЉЕВА,KOCELJEVA,КОЦЕЉЕВА,KOCELJEVA,59.09,40.91,0.00,0.00,0.00,0.00,184.51
"70912","731978",РАНОВАЦ,RANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,17.80,82.20,0.00,0.00,0.00,0.00,262.15
"70700","723045",МАЛИ БОРАК,MALI BORAK,ЛАЈКОВАЦ,LAJKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,100.78
"70912","731820",КАМЕНОВО,KAMENOVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,60.76,39.24,0.00,0.00,0.00,0.00,174.67
"70882","731242",ПЛУЖАЦ,PLUŽAC,ОСЕЧИНА,OSEČINA,9.26,90.74,0.00,0.00,0.00,0.00,279.46
"70734","725307",ГОРЊА СИПУЉА,GORNJA SIPULJA,ЛОЗНИЦА,LOZNICA,0.08,99.92,0.00,0.00,0.00,0.00,284.95
"71218","744646",КАЛИНОВАЦ,KALINOVAC,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,119.72
"70734","725200",БАШЧЕЛУЦИ,BAŠČELUCI,ЛОЗНИЦА,LOZNICA,47.99,52.01,0.00,0.00,0.00,0.00,210.46
"70734","725617",ПЛОЧА,PLOČA,ЛОЗНИЦА,LOZNICA,83.73,16.27,0.00,0.00,0.00,0.00,175.68
"70637","718483",ДРУЖЕТИЋ,DRUŽETIĆ,КОЦЕЉЕВА,KOCELJEVA,11.08,88.92,0.00,0.00,0.00,0.00,254.17
"70360","708658",ЈОВАЊА,JOVANJA,ВАЉЕВО,VALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,317.16
"70840","728632",МИЛОШЕВО,MILOŠEVO,НЕГОТИН,NEGOTIN,100.00,0.00,0.00,0.00,0.00,0.00,52.38
"70831","728187",ДОЊИ МУШИЋ,DONJI MUŠIĆ,МИОНИЦА,MIONICA,46.94,53.06,0.00,0.00,0.00,0.00,198.62
"70386","709441",РАДОВАЊЕ,RADOVANJE,ВЕЛИКА ПЛАНА,VELIKA PLANA,42.79,57.21,0.00,0.00,0.00,0.00,205.37
"70360","708623",ЗЛАТАРИЋ,ZLATARIĆ,ВАЉЕВО,VALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,272.25
"71218","744719",МИЛОРЦИ,MILORCI,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,87.92
"70904","731447",ИЗВОР,IZVOR,ПАРАЋИН,PARAĆIN,0.00,58.14,36.69,5.18,0.00,0.00,486.18
"70653","720305",ЧУКОЈЕВАЦ,ČUKOJEVAC,КРАЉЕВО,KRALJEVO,24.49,75.47,0.04,0.00,0.00,0.00,242.69
"70041","701793",РАДОБУЂА,RADOBUĐA,АРИЉЕ,ARILJE,0.00,19.68,70.20,10.12,0.00,0.00,614.14
"71048","738069",ДОЊЕ ШТИПЉЕ,DONJE ŠTIPLJE,ЈАГОДИНА,JAGODINA,1.23,98.77,0.00,0.00,0.00,0.00,266.81
"71048","738018",ГОРЊЕ ШТИПЉЕ,GORNJE ŠTIPLJE,ЈАГОДИНА,JAGODINA,0.00,74.01,25.99,0.00,0.00,0.00,438.89
"70955","733334",ЛОПАШ,LOPAŠ,ПОЖЕГА,POŽEGA,0.00,89.14,10.86,0.00,0.00,0.00,393.07
"70653","719595",ДРЛУПА,DRLUPA,КРАЉЕВО,KRALJEVO,0.00,90.67,9.33,0.00,0.00,0.00,385.01
"71030","737755",МОТРИЋ,MOTRIĆ,РЕКОВАЦ,REKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,361.00
"70645","718653",ВЕЛИКЕ ПЧЕЛИЦЕ,VELIKE PČELICE,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,59.62,40.38,0.00,0.00,0.00,475.54
"71242","745774",МЕЂУВРШЈЕ,MEĐUVRŠJE,ЧАЧАК,ČAČAK,0.00,77.65,18.20,4.15,0.00,0.00,409.78
"70599","716847",БУМБАРЕВО БРДО,BUMBAREVO BRDO,КНИЋ,KNIĆ,0.00,87.91,12.09,0.00,0.00,0.00,381.86
"70556","715743",ЛАСОВО,LASOVO,ЗАЈЕЧАР,ZAJEČAR,0.00,55.01,40.71,3.35,0.93,0.00,515.16
"70742","725889",ГУЧА (ВАРОШИЦА),GUČA (VAROŠICA),ЛУЧАНИ,LUČANI,0.00,100.00,0.00,0.00,0.00,0.00,341.73
"70319","706370",РТАЊ,RTANJ,БОЉЕВАЦ,BOLJEVAC,0.00,0.00,85.64,14.16,0.20,0.00,699.51
"71170","742848",КАМЕЊАЧА,KAMENJAČA,ТРСТЕНИК,TRSTENIK,3.19,96.81,0.00,0.00,0.00,0.00,257.09
"70068","702684",ОВЧИЊА,OVČINJA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,18.72,33.05,27.93,20.30,0.00,756.39
"70068","702633",КОСТОЈЕВИЋИ,KOSTOJEVIĆI,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,69.89,30.11,0.00,0.00,0.00,449.23
"71048","738140",КАЛЕНОВАЦ,KALENOVAC,ЈАГОДИНА,JAGODINA,0.00,79.71,20.29,0.00,0.00,0.00,428.79
"70599","716936",ДУБРАВА,DUBRAVA,КНИЋ,KNIĆ,0.00,100.00,0.00,0.00,0.00,0.00,344.51
"70955","733342",ЛОРЕТ,LORET,ПОЖЕГА,POŽEGA,0.00,0.62,95.13,4.25,0.00,0.00,670.93
"70955","733598",ТУЧКОВО,TUČKOVO,ПОЖЕГА,POŽEGA,0.00,81.21,18.79,0.00,0.00,0.00,410.27
"71048","738085",ДРАГОЦВЕТ,DRAGOCVET,ЈАГОДИНА,JAGODINA,94.83,5.17,0.00,0.00,0.00,0.00,155.99
"70955","733326",КАЛЕНИЋИ,KALENIĆI,ПОЖЕГА,POŽEGA,0.00,61.75,38.25,0.00,0.00,0.00,483.51
"70904","731358",ГОРЊА МУТНИЦА,GORNJA MUTNICA,ПАРАЋИН,PARAĆIN,0.00,25.21,46.59,26.88,1.32,0.00,644.79
"70955","733377",МАЂЕР,MAĐER,ПОЖЕГА,POŽEGA,0.00,59.04,40.96,0.00,0.00,0.00,487.11
"71145","741655",КАРАН,KARAN,УЖИЦЕ,UŽICE,0.00,35.99,64.01,0.00,0.00,0.00,540.92
"71242","745804",МИОКОВЦИ,MIOKOVCI,ЧАЧАК,ČAČAK,0.00,89.94,10.06,0.00,0.00,0.00,405.46
"70599","716766",БАЛОСАВЕ,BALOSAVE,КНИЋ,KNIĆ,0.00,98.95,1.05,0.00,0.00,0.00,276.53
"71170","743160",ТОБОЛАЦ,TOBOLAC,ТРСТЕНИК,TRSTENIK,40.71,59.29,0.00,0.00,0.00,0.00,220.54
"70653","719919",МЛАНЧА,MLANČA,КРАЉЕВО,KRALJEVO,0.00,0.00,13.92,26.61,59.46,0.00,1016.39
"70866","729949",СЕНИШТА,SENIŠTA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,6.60,65.54,27.86,0.00,945.17
"70629","718378",ЦИКОТЕ,CIKOTE,КОСЈЕРИЋ,KOSJERIĆ,0.00,11.38,52.38,35.50,0.74,0.00,714.34
"70599","717002",КОЊУША,KONJUŠA,КНИЋ,KNIĆ,0.00,56.71,43.29,0.00,0.00,0.00,494.25
"70599","717096",ПРЕТОКЕ,PRETOKE,КНИЋ,KNIĆ,0.00,80.76,19.24,0.00,0.00,0.00,392.39
"70068","702706",ПЕПЕЉ,PEPELJ,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,27.41,51.43,21.16,0.00,0.00,626.38
"71048","737925",БРЕСЈЕ,BRESJE,ЈАГОДИНА,JAGODINA,49.87,50.13,0.00,0.00,0.00,0.00,209.93
"71048","737984",ВРБА,VRBA,ЈАГОДИНА,JAGODINA,8.74,91.26,0.00,0.00,0.00,0.00,269.20
"70459","712361",ВРЊЦИ,VRNJCI,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,92.54,7.46,0.00,0.00,0.00,0.00,180.66
"71129","740918",ПОРУЖНИЦА,PORUŽNICA,СОКОБАЊА,SOKOBANJA,0.00,58.89,41.11,0.00,0.00,0.00,471.76
"71005","736538",ПОСЛОН,POSLON,РАЖАЊ,RAŽANJ,7.63,92.37,0.00,0.00,0.00,0.00,282.56
"71196","744239",БРАЉИНА,BRALJINA,ЋИЋЕВАЦ,ĆIĆEVAC,29.21,70.79,0.00,0.00,0.00,0.00,258.56
"70564","716383",ПРИЛИКЕ,PRILIKE,ИВАЊИЦА,IVANJICA,0.00,32.59,65.15,1.97,0.30,0.00,554.59
"70670","721093",КРВАВИЦА,KRVAVICA,КРУШЕВАЦ,KRUŠEVAC,1.05,98.95,0.00,0.00,0.00,0.00,274.31
"71234","745227",ДРЕНОВА,DRENOVA,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,43.66,55.31,1.03,0.00,813.42
"71234","745235",ЖЕЉИНЕ,ŽELJINE,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,38.14,61.85,0.01,0.00,816.05
"70068","702471",БЕСЕРОВИНА,BESEROVINA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,11.42,12.06,17.31,59.21,0.00,967.35
"70068","702579",ЗАУГЛИНЕ,ZAUGLINE,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,26.62,15.24,11.20,46.94,0.00,833.87
"70602","717746",НОВО КОРИТО,NOVO KORITO,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,12.26,65.02,18.86,3.86,0.00,683.51
"70483","713139",БЕЛО ПОЉЕ,BELO POLJE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,49.26,50.74,0.00,0.00,0.00,523.20
"70483","713244",ВРАЋЕВШНИЦА,VRAĆEVŠNICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,100.00,0.00,0.00,0.00,0.00,388.02
"70068","702781",СИЈЕРАЧ,SIJERAČ,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,39.94,60.06,0.00,0.00,0.00,519.82
"71200","744492",ЋУПРИЈА,ĆUPRIJA,ЋУПРИЈА,ĆUPRIJA,90.47,9.53,0.00,0.00,0.00,0.00,147.28
"70955","733385",МАЛА ЈЕЖЕВИЦА,MALA JEŽEVICA,ПОЖЕГА,POŽEGA,0.00,15.57,84.43,0.00,0.00,0.00,553.55
"71048","738379",СИОКОВАЦ,SIOKOVAC,ЈАГОДИНА,JAGODINA,2.28,97.72,0.00,0.00,0.00,0.00,248.33
"71005","736660",ШЕТКА,ŠETKA,РАЖАЊ,RAŽANJ,1.40,98.60,0.00,0.00,0.00,0.00,277.21
"71196","744280",ПЛОЧНИК,PLOČNIK,ЋИЋЕВАЦ,ĆIĆEVAC,7.33,92.67,0.00,0.00,0.00,0.00,272.86
"70653","719714",КРАЉЕВО,KRALJEVO,КРАЉЕВО,KRALJEVO,47.96,52.04,0.00,0.00,0.00,0.00,203.63
"70041","701777",МИРОСАЉЦИ,MIROSALJCI,АРИЉЕ,ARILJE,0.00,42.59,57.41,0.00,0.00,0.00,513.09
"71196","744328",ЋИЋЕВАЦ,ĆIĆEVAC,ЋИЋЕВАЦ,ĆIĆEVAC,53.26,46.74,0.00,0.00,0.00,0.00,197.06
"71170","743089",РИЉАЦ,RILJAC,ТРСТЕНИК,TRSTENIK,0.00,98.68,1.32,0.00,0.00,0.00,361.80
"71234","745316",РОЖАНСТВО,ROŽANSTVO,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,21.17,78.56,0.27,0.00,851.03
"71234","745324",РУДИНЕ,RUDINE,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,0.00,62.61,37.39,0.00,985.27
"71145","741825",РАВНИ,RAVNI,УЖИЦЕ,UŽICE,0.00,2.32,84.93,12.75,0.00,0.00,692.33
"71234","745294",ЗЛАТИБОР,ZLATIBOR,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,0.00,50.05,49.95,0.00,1002.67
"71030","737895",ШЉИВИЦА,ŠLJIVICA,РЕКОВАЦ,REKOVAC,0.00,2.22,84.05,13.73,0.00,0.00,690.21
"70041","701661",ВИГОШТЕ,VIGOŠTE,АРИЉЕ,ARILJE,0.00,53.90,46.10,0.00,0.00,0.00,484.06
"71234","745405",ЧАЈЕТИНА,ČAJETINA,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,4.99,88.68,6.33,0.00,892.55
"71005","736503",НОВИ БРАЧИН,NOVI BRAČIN,РАЖАЊ,RAŽANJ,36.55,63.45,0.00,0.00,0.00,0.00,221.27
"71048","738344",РИБНИК,RIBNIK,ЈАГОДИНА,JAGODINA,43.08,56.92,0.00,0.00,0.00,0.00,196.55
"70645","719056",МАРШИЋ,MARŠIĆ,КРАГУЈЕВАЦ,KRAGUJEVAC,4.79,95.21,0.00,0.00,0.00,0.00,252.58
"71200","744433",КРУШАР,KRUŠAR,ЋУПРИЈА,ĆUPRIJA,98.92,1.08,0.00,0.00,0.00,0.00,129.32
"70599","717061",ЉУЉАЦИ,LJULJACI,КНИЋ,KNIĆ,0.00,99.99,0.01,0.00,0.00,0.00,365.64
"70483","713791",ШАРАНИ,ŠARANI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,84.70,15.30,0.00,0.00,0.00,423.75
"71145","741698",КРВАВЦИ,KRVAVCI,УЖИЦЕ,UŽICE,0.00,35.17,64.83,0.00,0.00,0.00,589.65
"70742","726028",ЛИС,LIS,ЛУЧАНИ,LUČANI,0.00,62.53,37.47,0.00,0.00,0.00,463.21
"70742","725820",ГОРАЧИЋИ,GORAČIĆI,ЛУЧАНИ,LUČANI,0.00,47.38,40.10,12.52,0.00,0.00,576.15
"71030","737763",НАДРЉЕ,NADRLJE,РЕКОВАЦ,REKOVAC,0.00,3.60,94.88,1.53,0.00,0.00,638.96
"71242","746053",ТРНАВА,TRNAVA,ЧАЧАК,ČAČAK,0.00,74.33,20.45,5.22,0.00,0.00,411.29
"70742","726052",ЛУЧАНИ (СЕЛО),LUČANI (SELO),ЛУЧАНИ,LUČANI,0.00,85.41,14.59,0.00,0.00,0.00,419.93
"71145","741752",НИКОЈЕВИЋИ,NIKOJEVIĆI,УЖИЦЕ,UŽICE,0.00,0.00,79.92,20.08,0.00,0.00,740.47
"71005","736554",ПРЕТРКОВАЦ,PRETRKOVAC,РАЖАЊ,RAŽANJ,34.63,65.37,0.00,0.00,0.00,0.00,218.75
"71242","745910",ПРЕМЕЋА,PREMEĆA,ЧАЧАК,ČAČAK,0.00,41.73,57.40,0.87,0.00,0.00,540.81
"70653","720151",САМАИЛА,SAMAILA,КРАЉЕВО,KRALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,248.00
"70670","721026",КАОНИК,KAONIK,КРУШЕВАЦ,KRUŠEVAC,35.60,64.40,0.00,0.00,0.00,0.00,226.77
"70599","717053",ЉУБИЋ,LJUBIĆ,КНИЋ,KNIĆ,0.00,100.00,0.00,0.00,0.00,0.00,306.18
"70955","733423",ПАПРАТИШТЕ,PAPRATIŠTE,ПОЖЕГА,POŽEGA,0.00,24.45,74.96,0.59,0.00,0.00,568.39
"71200","744450",ОСТРИКОВАЦ,OSTRIKOVAC,ЋУПРИЈА,ĆUPRIJA,75.67,24.33,0.00,0.00,0.00,0.00,158.74
"71048","738387",СЛАТИНА,SLATINA,ЈАГОДИНА,JAGODINA,0.00,100.00,0.00,0.00,0.00,0.00,322.02
"70319","706337",МАЛИ ИЗВОР,MALI IZVOR,БОЉЕВАЦ,BOLJEVAC,0.00,57.99,29.72,11.71,0.58,0.00,507.89
"71145","741540",ГОСТИНИЦА,GOSTINICA,УЖИЦЕ,UŽICE,0.00,5.36,69.39,25.25,0.00,0.00,699.88
"70068","702790",СОЛОТУША,SOLOTUŠA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,21.17,43.09,34.35,1.39,0.00,687.96
"71030","737828",СЕКУРИЧ,SEKURIČ,РЕКОВАЦ,REKOVAC,0.00,76.63,23.37,0.00,0.00,0.00,405.39
"71030","737640",ЖУПАЊЕВАЦ,ŽUPANJEVAC,РЕКОВАЦ,REKOVAC,0.00,38.65,61.33,0.02,0.00,0.00,538.22
"71145","741485",БЈЕЛОТИЋИ,BJELOTIĆI,УЖИЦЕ,UŽICE,0.00,55.83,44.17,0.00,0.00,0.00,486.57
"70319","706302",КРИВИ ВИР,KRIVI VIR,БОЉЕВАЦ,BOLJEVAC,0.00,19.27,63.79,16.94,0.00,0.00,641.78
"71200","744417",ЈОВАЦ,JOVAC,ЋУПРИЈА,ĆUPRIJA,50.79,49.21,0.00,0.00,0.00,0.00,216.96
"70319","706353",ОСНИЋ,OSNIĆ,БОЉЕВАЦ,BOLJEVAC,1.36,97.03,1.61,0.00,0.00,0.00,343.26
"70645","718572",АЏИНЕ ЛИВАДЕ,ADŽINE LIVADE,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,30.64,69.36,0.00,0.00,0.00,546.42
"70602","717819",ПОДВИС,PODVIS,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,84.20,15.80,0.00,0.00,0.00,363.45
"70564","716332",МОЧИОЦИ,MOČIOCI,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,12.47,87.53,0.00,1113.32
"70670","721263",МАЛО ГОЛОВОДЕ,MALO GOLOVODE,КРУШЕВАЦ,KRUŠEVAC,100.00,0.00,0.00,0.00,0.00,0.00,160.21
"71170","742961",ОКРУГЛИЦА,OKRUGLICA,ТРСТЕНИК,TRSTENIK,4.37,95.63,0.00,0.00,0.00,0.00,244.19
"70866","729841",КУЋАНИ,KUĆANI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,5.10,94.90,0.00,1143.78
"70564","715999",БРЕЗОВА,BREZOVA,ИВАЊИЦА,IVANJICA,0.00,0.00,18.53,32.63,48.84,0.00,992.84
"70742","725897",ГУЧА (СЕЛО),GUČA (SELO),ЛУЧАНИ,LUČANI,0.00,84.79,15.21,0.00,0.00,0.00,428.77
"71234","745251",КРИВА РЕКА,KRIVA REKA,ЧАЈЕТИНА,ČAJETINA,0.00,0.00,85.32,14.68,0.00,0.00,760.93
"70319","706191",БАЧЕВИЦА,BAČEVICA,БОЉЕВАЦ,BOLJEVAC,0.00,86.00,14.00,0.00,0.00,0.00,428.40
"70068","702765",РАЧА,RAČA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,34.07,24.06,15.06,26.80,0.00,717.11
"70068","702455",БАЈИНА БАШТА,BAJINA BAŠTA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,100.00,0.00,0.00,0.00,0.00,242.52
"70742","726133",РТАРИ,RTARI,ЛУЧАНИ,LUČANI,0.00,55.71,44.29,0.00,0.00,0.00,509.90
"71145","741906",ТРНАВА,TRNAVA,УЖИЦЕ,UŽICE,0.00,27.04,72.96,0.00,0.00,0.00,566.90
"70645","718670",ВИЊИШТЕ,VINJIŠTE,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,100.00,0.00,0.00,0.00,0.00,330.34
"70645","718874",ЕРДЕЧ,ERDEČ,КРАГУЈЕВАЦ,KRAGUJEVAC,0.02,95.73,4.25,0.00,0.00,0.00,354.83
"70645","718599",БАЉКОВАЦ,BALJKOVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,85.61,14.39,0.00,0.00,0.00,378.79
"71242","746029",СОКОЛИЋИ,SOKOLIĆI,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,290.09
"71242","745979",РАКОВА,RAKOVA,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,286.19
"70955","733296",ЗАСЕЉЕ,ZASELJE,ПОЖЕГА,POŽEGA,0.00,35.14,64.86,0.00,0.00,0.00,545.33
"71242","745553",ВРАНИЋИ,VRANIĆI,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,298.14
"71170","742643",БОГДАЊЕ,BOGDANJE,ТРСТЕНИК,TRSTENIK,40.99,59.01,0.00,0.00,0.00,0.00,246.12
"71170","743143",СТРАГАРИ,STRAGARI,ТРСТЕНИК,TRSTENIK,35.99,64.01,0.00,0.00,0.00,0.00,220.45
"71170","742937",МЕДВЕЂА,MEDVEĐA,ТРСТЕНИК,TRSTENIK,49.31,50.69,0.00,0.00,0.00,0.00,214.38
"71234","745375",СТУБЛО,STUBLO,ЧАЈЕТИНА,ČAJETINA,0.00,0.13,19.16,29.40,51.32,0.00,966.03
"70459","712388",ГОЧ,GOČ,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,0.00,0.00,0.00,26.60,73.40,0.00,1068.79
"70025","700649",АЛЕКСИНАЧКИ РУДНИК,ALEKSINAČKI RUDNIK,АЛЕКСИНАЦ,ALEKSINAC,35.78,64.22,0.00,0.00,0.00,0.00,209.81
"71170","742783",ДОЊА ОМАШНИЦА,DONJA OMAŠNICA,ТРСТЕНИК,TRSTENIK,7.57,92.43,0.00,0.00,0.00,0.00,246.96
"71242","745928",ПРИДВОРИЦА,PRIDVORICA,ЧАЧАК,ČAČAK,0.00,59.83,40.17,0.00,0.00,0.00,483.01
"70955","733458",ПРИЈАНОВИЋИ,PRIJANOVIĆI,ПОЖЕГА,POŽEGA,0.00,80.96,19.04,0.00,0.00,0.00,417.99
"71030","737801",РАТКОВИЋ,RATKOVIĆ,РЕКОВАЦ,REKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,362.84
"71242","746002",СЛАТИНА,SLATINA,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,306.91
"71242","745588",ГОРИЧАНИ,GORIČANI,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,215.18
"70068","702528",ДУБ,DUB,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,35.46,62.54,1.99,0.00,0.00,551.17
"70645","718823",ДРАГОБРАЋА,DRAGOBRAĆA,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,100.00,0.00,0.00,0.00,0.00,307.89
"70742","725803",ВЛАСТЕЉИЦЕ,VLASTELJICE,ЛУЧАНИ,LUČANI,0.00,11.65,86.86,1.50,0.00,0.00,597.14
"71005","736520",ПОДГОРАЦ,PODGORAC,РАЖАЊ,RAŽANJ,0.00,78.49,17.55,3.97,0.00,0.00,405.95
"70653","719765",ЛЕШЕВО,LEŠEVO,КРАЉЕВО,KRALJEVO,0.00,70.39,29.61,0.00,0.00,0.00,430.24
"71048","738450",ШАНТАРОВАЦ,ŠANTAROVAC,ЈАГОДИНА,JAGODINA,34.96,65.04,0.00,0.00,0.00,0.00,216.45
"71145","741515",ВОЛУЈАЦ,VOLUJAC,УЖИЦЕ,UŽICE,0.00,0.00,83.50,16.50,0.00,0.00,718.28
"71048","738468",ШУЉКОВАЦ,ŠULJKOVAC,ЈАГОДИНА,JAGODINA,46.44,53.56,0.00,0.00,0.00,0.00,202.68
"71048","738093",ДРАГОШЕВАЦ,DRAGOŠEVAC,ЈАГОДИНА,JAGODINA,14.50,68.06,17.44,0.00,0.00,0.00,349.83
"71145","741566",ДОБРОДО,DOBRODO,УЖИЦЕ,UŽICE,0.00,75.12,24.88,0.00,0.00,0.00,443.46
"70068","702498",ГВОЗДАЦ,GVOZDAC,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,11.84,23.34,38.74,26.08,0.00,831.43
"71030","737739",ЛОЋИКА,LOĆIKA,РЕКОВАЦ,REKOVAC,25.94,74.06,0.00,0.00,0.00,0.00,230.39
"71030","737844",СИЉЕВИЦА,SILJEVICA,РЕКОВАЦ,REKOVAC,0.00,48.91,51.09,0.00,0.00,0.00,506.67
"70904","731412",ДРЕНОВАЦ,DRENOVAC,ПАРАЋИН,PARAĆIN,70.06,29.94,0.00,0.00,0.00,0.00,167.49
"70742","725838",ГОРЊА КРАВАРИЦА,GORNJA KRAVARICA,ЛУЧАНИ,LUČANI,0.00,37.78,62.22,0.00,0.00,0.00,525.40
"70653","719994",ПЕЧЕНОГ,PEČENOG,КРАЉЕВО,KRALJEVO,5.56,84.66,9.78,0.00,0.00,0.00,343.78
"70904","731315",БУЉАНЕ,BULJANE,ПАРАЋИН,PARAĆIN,2.79,33.21,43.06,20.94,0.01,0.00,569.65
"71048","738433",ТРНАВА,TRNAVA,ЈАГОДИНА,JAGODINA,95.39,4.61,0.00,0.00,0.00,0.00,139.07
"70599","717029",КУСОВАЦ,KUSOVAC,КНИЋ,KNIĆ,0.00,100.00,0.00,0.00,0.00,0.00,279.82
