MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Mean_ELEV,P_0–14,P_15–39,P_40–64,P_65+,TDR
"70912","731951",ПАНКОВО,PANKOVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,188.56,12.16,24.59,41.35,21.89,51.64
"70360","708844",ОСЛАДИЋ,OSLADIĆ,ВАЉЕВО,VALJEVO,350.74,11.49,19.82,33.78,34.91,86.55
"70939","732516",ОРЉА,ORLJA,ПИРОТ,PIROT,783.19,2.50,5.00,10.00,82.50,566.67
"70823","728047",ПАДИНА,PADINA,МЕРОШИНА,MEROŠINA,430.61,16.72,30.15,31.04,22.09,63.41
"71072","739189",БАЧИЈА,BAČIJA,СЈЕНИЦА,SJENICA,1142.02,16.67,29.17,37.50,16.67,50.00
"70645","718807",ДОЊЕ ГРБИЦЕ,DONJE GRBICE,КРАГУЈЕВАЦ,KRAGUJEVAC,344.33,12.38,28.49,35.36,23.77,56.62
"71048","738204",ЛОВЦИ,LOVCI,ЈАГОДИНА,JAGODINA,228.23,12.66,25.44,36.72,25.19,60.89
"70840","728853",ЦРНОМАСНИЦА,CRNOMASNICA,НЕГОТИН,NEGOTIN,168.35,6.53,18.59,27.64,47.24,116.30
"70629","718343",СТОЈИЋИ,STOJIĆI,КОСЈЕРИЋ,KOSJERIĆ,540.54,7.62,17.14,28.57,46.67,118.75
"70408","709948",КУЈАВИЦА,KUJAVICA,ВЛАДИМИРЦИ,VLADIMIRCI,108.63,13.64,32.32,38.89,15.15,40.43
"70475","713058",ПОНИКВЕ,PONIKVE,ГОЛУБАЦ,GOLUBAC,140.70,11.69,15.58,42.86,29.87,71.11
"70955","733172",ВИСИБАБА,VISIBABA,ПОЖЕГА,POŽEGA,377.26,14.25,28.92,38.31,18.52,48.75
"70904","731668",ШАВАЦ,ŠAVAC,ПАРАЋИН,PARAĆIN,122.83,12.40,27.13,37.60,22.87,54.49
"70343","707490",РАДМАНОВО,RADMANOVO,БРУС,BRUS,1031.53,13.93,28.69,38.52,18.85,48.78
"71056","738638",РОАНДА,ROANDA,СВИЛАЈНАЦ,SVILAJNAC,233.66,11.96,21.96,28.91,37.17,96.58
"71153","742198",ПЛАСКОВАЦ,PLASKOVAC,ТОПОЛА,TOPOLA,261.86,13.37,28.68,34.88,23.06,57.32
"70777","726621",ЉУБОВИЈА,LJUBOVIJA,ЉУБОВИЈА,LJUBOVIJA,203.65,15.73,34.41,38.86,11.00,36.47
"70645","719269",ЦВЕТОЈЕВАЦ,CVETOJEVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,170.24,17.00,30.68,36.98,15.34,47.80
"80047","800210",СВИЛОЈЕВО,SVILOJEVO,АПАТИН,APATIN,84.73,13.54,30.02,36.59,19.85,50.12
