MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Mean_ELEV,P_0–14,P_15–39,P_40–64,P_65+,TDR
"70025","701025",КАМЕНИЦА,KAMENICA,АЛЕКСИНАЦ,ALEKSINAC,313.88,7.14,18.57,31.43,42.86,100.00
"70670","721425",РИБАРЕ,RIBARE,КРУШЕВАЦ,KRUŠEVAC,478.58,10.11,23.98,38.17,27.73,60.89
"70980","734497",ГОРЊЕ БАБИНЕ,GORNJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,1235.52,9.22,20.28,38.25,32.26,70.87
"70971","734179",КРЊАЧА,KRNJAČA,ПРИБОЈ,PRIBOJ,1178.04,4.03,14.09,42.95,38.93,75.29
"70459","712400",ЛИПОВА,LIPOVA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,432.90,13.20,30.25,36.45,20.10,49.92
"70670","720615",БИВОЉЕ,BIVOLJE,КРУШЕВАЦ,KRUŠEVAC,140.52,19.27,32.73,34.18,13.82,49.46
"71129","740985",ТРГОВИШТЕ,TRGOVIŠTE,СОКОБАЊА,SOKOBANJA,338.15,9.97,19.93,34.02,36.08,85.35
"70840","728829",ТАМНИЧ,TAMNIČ,НЕГОТИН,NEGOTIN,156.05,2.03,11.38,35.77,50.81,112.07
"70840","728799",СМЕДОВАЦ,SMEDOVAC,НЕГОТИН,NEGOTIN,201.57,0.89,8.04,24.11,66.96,211.11
"71170","743097",РУЈИШНИК,RUJIŠNIK,ТРСТЕНИК,TRSTENIK,296.90,9.98,26.75,36.93,26.35,57.05
"70653","719340",БОГУТОВАЦ,BOGUTOVAC,КРАЉЕВО,KRALJEVO,604.67,12.95,22.54,40.85,23.66,57.75
"70670","721018",КАМЕНАРЕ,KAMENARE,КРУШЕВАЦ,KRUŠEVAC,329.14,15.58,27.77,36.34,20.32,55.99
"71153","742074",ЈЕЛЕНАЦ,JELENAC,ТОПОЛА,TOPOLA,171.37,6.99,30.70,38.60,23.71,44.30
"71188","743283",БОРОШТИЦА,BOROŠTICA,ТУТИН,TUTIN,1198.21,25.64,45.51,22.44,6.41,47.17
"70874","730530",ЛУКАРСКО ГОШЕВО,LUKARSKO GOŠEVO,НОВИ ПАЗАР,NOVI PAZAR,779.02,26.95,36.86,25.76,10.44,59.70
"70700","723070",ПЕПЕЉЕВАЦ,PEPELJEVAC,ЛАЈКОВАЦ,LAJKOVAC,145.02,15.47,32.43,34.98,17.12,48.33
"70033","701521",КОПЉАРЕ,KOPLJARE,АРАНЂЕЛОВАЦ,ARANĐELOVAC,215.69,13.94,29.41,36.71,19.93,51.24
"70050","702137",ИЗВОР,IZVOR,БАБУШНИЦА,BABUŠNICA,596.03,10.95,23.33,35.24,30.48,70.73
"70076","702854",БРЗАН,BRZAN,БАТОЧИНА,BATOČINA,127.34,11.17,28.11,37.80,22.92,51.73
"70629","718220",МАКОВИШТЕ,MAKOVIŠTE,КОСЈЕРИЋ,KOSJERIĆ,922.45,8.23,24.40,34.61,32.77,69.47
"70777","726559",ГРЧИЋ,GRČIĆ,ЉУБОВИЈА,LJUBOVIJA,601.52,10.12,29.57,34.63,25.68,55.76
"70939","732320",ИЗВОР,IZVOR,ПИРОТ,PIROT,639.42,12.76,27.57,37.17,22.50,54.45
"71072","739855",МЕЂУГОР,MEĐUGOR,СЈЕНИЦА,SJENICA,1199.66,28.17,35.21,32.39,4.23,47.92
"70998","735302",БАЛЧАК,BALČAK,ПРОКУПЉЕ,PROKUPLJE,685.60,0.00,9.09,40.91,50.00,100.00
"70378","709131",ВАРВАРИН,VARVARIN,ВАРВАРИН,VARVARIN,142.41,12.54,32.04,38.87,16.55,41.03
"71170","742759",ГОРЊИ ДУБИЧ,GORNJI DUBIČ,ТРСТЕНИК,TRSTENIK,597.54,6.33,21.52,36.71,35.44,71.74
"70688","722111",КУРШУМЛИЈСКА БАЊА,KURŠUMLIJSKA BANJA,КУРШУМЛИЈА,KURŠUMLIJA,562.92,5.66,21.70,33.02,39.62,82.76
"70998","735248",АРБАНАШКА,ARBANAŠKA,ПРОКУПЉЕ,PROKUPLJE,671.11,6.90,6.90,17.24,68.97,314.29
"70840","728748",РОГЉЕВО,ROGLJEVO,НЕГОТИН,NEGOTIN,161.04,7.32,21.14,33.33,38.21,83.58
"70483","713341",ДАВИДОВИЦА,DAVIDOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,339.84,0.00,7.41,29.63,62.96,170.00
"70483","713201",БРЕЗОВИЦА,BREZOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,465.64,10.42,28.13,36.46,25.00,54.84
"70360","709085",ТАОР,TAOR,ВАЉЕВО,VALJEVO,872.73,8.91,22.11,36.30,32.67,71.19
"71056","738484",БРЕСЈЕ,BRESJE,СВИЛАЈНАЦ,SVILAJNAC,236.11,12.23,29.26,35.11,23.40,55.37
"70653","720291",ЧИБУКОВАЦ,ČIBUKOVAC,КРАЉЕВО,KRALJEVO,230.01,15.49,34.21,35.64,14.66,43.16
"70653","720194",СТУБАЛ,STUBAL,КРАЉЕВО,KRALJEVO,376.88,13.61,27.63,33.89,24.87,62.55
"70696","722863",РАБРОВО,RABROVO,КУЧЕВО,KUČEVO,149.64,11.02,23.71,37.17,28.10,64.26
"70394","709638",МАКЦЕ,MAKCE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,205.28,12.68,26.10,34.27,26.95,65.66
"70360","708887",ПЕТНИЦА,PETNICA,ВАЉЕВО,VALJEVO,232.52,13.49,33.86,39.17,13.49,36.94
"70238","704962",ДУЧИНА,DUČINA,СОПОТ,SOPOT,226.54,14.27,26.20,36.49,23.05,59.52
"70637","718432",ГОЛОЧЕЛО,GOLOČELO,КОЦЕЉЕВА,KOCELJEVA,218.01,16.28,25.16,35.31,23.26,65.38
"70386","709409",ЛОЗОВИК,LOZOVIK,ВЕЛИКА ПЛАНА,VELIKA PLANA,90.95,14.58,29.66,36.12,19.64,52.03
"70696","722766",КАОНА,KAONA,КУЧЕВО,KUČEVO,278.65,14.60,26.66,35.48,23.26,60.93
"70807","727245",ЦРЉЕНАЦ,CRLJENAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,150.97,12.65,28.28,34.37,24.70,59.62
"70637","718505",КАМЕНИЦА,KAMENICA,КОЦЕЉЕВА,KOCELJEVA,207.13,7.93,23.25,39.30,29.52,59.88
"71218","744638",КАЛЕНИЋ,KALENIĆ,УБ,UB,94.01,23.72,35.44,30.17,10.67,52.41
"70939","732265",ГРАДАШНИЦА,GRADAŠNICA,ПИРОТ,PIROT,624.71,13.54,31.77,37.57,17.13,44.22
"70939","732478",НИШОР,NIŠOR,ПИРОТ,PIROT,673.34,0.00,3.37,23.60,73.03,270.83
"70874","729990",АЛУЛОВИЋЕ,ALULOVIĆE,НОВИ ПАЗАР,NOVI PAZAR,711.14,13.06,29.30,35.67,21.97,53.92
"70777","726567",ДОЊА ЉУБОВИЂА,DONJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,387.68,17.19,31.25,35.70,15.87,49.37
"70912","731757",ВЕЛИКО ЛАОЛЕ,VELIKO LAOLE,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,159.99,14.29,27.09,33.14,25.48,66.03
"70793","726958",ВЕЛИКА РЕКА,VELIKA REKA,МАЛИ ЗВОРНИК,MALI ZVORNIK,493.37,14.75,30.56,37.00,17.69,48.02
"70084","703109",ГОРЊИ РИЊ,GORNJI RINJ,БЕЛА ПАЛАНКА,BELA PALANKA,915.03,0.00,0.00,0.00,100.00,0.00
"70190","704563",БАРИЧ,BARIČ,ОБРЕНОВАЦ,OBRENOVAC,124.80,14.53,33.69,38.23,13.54,39.03
"70394","709565",КАМИЈЕВО,KAMIJEVO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,176.27,15.38,26.76,30.10,27.76,75.88
"70190","704792",РВАТИ,RVATI,ОБРЕНОВАЦ,OBRENOVAC,75.97,17.00,39.27,32.32,11.41,39.70
"70807","727202",САЛАКОВАЦ,SALAKOVAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,103.87,14.14,30.16,37.95,17.75,46.82
"70408","709778",БЕЛОТИЋ,BELOTIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,147.20,14.26,26.62,36.27,22.85,59.00
"70548","715239",ГЛАШИНЦЕ,GLAŠINCE,ЖИТОРАЂА,ŽITORAĐA,252.76,15.90,27.69,33.59,22.82,63.18
"70980","735027",ОШТРА СТИЈЕНА,OŠTRA STIJENA,ПРИЈЕПОЉЕ,PRIJEPOLJE,891.37,23.53,29.41,29.41,17.65,70.00
"70688","722553",СЕОЦЕ,SEOCE,КУРШУМЛИЈА,KURŠUMLIJA,938.22,0.00,20.83,35.42,43.75,77.78
"70530","715131",РИБАРЕ,RIBARE,ЖАГУБИЦА,ŽAGUBICA,440.66,9.27,18.54,35.39,36.80,85.42
"70912","731773",ВОШАНОВАЦ,VOŠANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,197.69,10.85,24.34,35.19,29.63,68.00
"70033","701459",БУКОВИК,BUKOVIK,АРАНЂЕЛОВАЦ,ARANĐELOVAC,328.10,13.88,32.42,37.91,15.79,42.19
"71323","727962",КРУШЦЕ,KRUŠCE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),234.49,14.08,30.57,35.50,19.86,51.37
"70475","713007",КРИВАЧА,KRIVAČA,ГОЛУБАЦ,GOLUBAC,415.21,14.01,29.41,32.21,24.37,62.27
"70980","734420",БРВИНЕ,BRVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,914.30,20.38,38.85,29.94,10.83,45.37
"70653","719480",ГЛЕДИЋ,GLEDIĆ,КРАЉЕВО,KRALJEVO,543.07,7.97,24.70,36.25,31.08,64.05
"70343","707384",КРИВА РЕКА,KRIVA REKA,БРУС,BRUS,1306.45,14.32,23.18,35.94,26.56,69.16
"71064","738816",ГУШЕВАЦ,GUŠEVAC,СВРЉИГ,SVRLJIG,519.41,3.76,13.62,35.68,46.95,102.86
"70017","700223",ДОБРОЉУПЦИ,DOBROLJUPCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,383.94,13.49,29.62,29.62,27.27,68.81
"71315","729523",РУЈНИК,RUJNIK,ЦРВЕНИ КРСТ,CRVENI KRST,428.17,13.47,25.51,35.92,25.10,62.79
"80233","802441",ЛИПАР,LIPAR,КУЛА,KULA,108.05,11.94,29.55,37.85,20.65,48.35
"80110","800996",БАЧКО ПЕТРОВО СЕЛО,BAČKO PETROVO SELO,БЕЧЕЈ,BEČEJ,83.52,16.06,31.13,34.49,18.31,52.39
"70653","719889",МИЛИЋЕ,MILIĆE,КРАЉЕВО,KRALJEVO,1005.04,10.09,30.26,40.35,19.30,41.61
"70602","717843",ПРИЧЕВАЦ,PRIČEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,599.55,0.00,0.00,16.00,84.00,525.00
"70866","729973",ЧЕЛИЦЕ,ČELICE,НОВА ВАРОШ,NOVA VAROŠ,860.67,8.51,17.02,21.28,53.19,161.11
"71064","739073",РАДМИРОВАЦ,RADMIROVAC,СВРЉИГ,SVRLJIG,591.63,0.76,9.09,36.36,53.79,120.00
"70939","732192",ВЛАСИ,VLASI,ПИРОТ,PIROT,813.15,0.00,2.38,21.43,76.19,320.00
"70564","716154",ИВАЊИЦА,IVANJICA,ИВАЊИЦА,IVANJICA,484.19,14.55,34.30,39.15,12.00,36.16
"70971","734233",ПРИБОЈ,PRIBOJ,ПРИБОЈ,PRIBOJ,495.74,13.43,31.29,39.81,15.47,40.65
"70874","730459",КОЖЉЕ,KOŽLJE,НОВИ ПАЗАР,NOVI PAZAR,893.26,26.86,38.82,24.44,9.88,58.08
"70726","723649",БЕЛАНОВЦЕ,BELANOVCE,ЛЕСКОВАЦ,LESKOVAC,301.32,11.09,28.51,40.79,19.60,44.29
"71188","744204",ШИПЧЕ,ŠIPČE,ТУТИН,TUTIN,1242.58,35.79,31.58,24.21,8.42,79.25
"70726","723878",ВИНАРЦЕ,VINARCE,ЛЕСКОВАЦ,LESKOVAC,252.67,16.89,32.23,34.69,16.19,49.43
"70874","731030",ЧАШИЋ ДОЛАЦ,ČAŠIĆ DOLAC,НОВИ ПАЗАР,NOVI PAZAR,1011.84,24.86,35.03,25.42,14.69,65.42
"71188","744140",ЦРКВИНЕ,CRKVINE,ТУТИН,TUTIN,770.15,28.75,40.00,23.75,7.50,56.86
"71188","743674",ЈАРЕБИЦЕ,JAREBICE,ТУТИН,TUTIN,1200.50,35.57,39.60,15.44,9.40,81.71
"70424","711152",ЦРНАТОВО,CRNATOVO,ВЛАСОТИНЦЕ,VLASOTINCE,396.87,2.83,17.92,41.51,37.74,68.25
"70050","701955",ВАЛНИШ,VALNIŠ,БАБУШНИЦА,BABUŠNICA,846.82,0.00,6.25,16.67,77.08,336.36
"71188","743640",ИЗРОК,IZROK,ТУТИН,TUTIN,1007.41,29.69,40.63,23.44,6.25,56.10
"70955","733431",ПИЛАТОВИЋИ,PILATOVIĆI,ПОЖЕГА,POŽEGA,381.62,11.74,27.86,37.91,22.49,52.04
"71145","741523",ВРУТЦИ,VRUTCI,УЖИЦЕ,UŽICE,711.36,3.62,10.87,29.71,55.80,146.43
"71188","744115",ТОЧИЛОВО,TOČILOVO,ТУТИН,TUTIN,1121.86,22.12,39.82,28.32,9.73,46.75
"71072","739146",АЛИВЕРОВИЋЕ,ALIVEROVIĆE,СЈЕНИЦА,SJENICA,1176.01,30.00,43.33,23.33,3.33,50.00
"70548","715247",ГОРЊЕ ЦРНАТОВО,GORNJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,257.82,15.51,24.68,31.33,28.48,78.53
"70548","715492",ТОПОНИЦА,TOPONICA,ЖИТОРАЂА,ŽITORAĐA,446.90,15.61,21.56,33.09,29.74,82.99
"71021","736970",БОЋЕ,BOĆE,РАШКА,RAŠKA,1094.10,0.00,20.00,40.00,40.00,66.67
"70653","720119",РОЋЕВИЋИ,ROĆEVIĆI,КРАЉЕВО,KRALJEVO,349.10,11.43,22.86,36.19,29.52,69.35
"70394","709522",ДОЉАШНИЦА,DOLJAŠNICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,181.97,8.88,19.74,35.53,35.86,80.95
"70092","703508",БАЋЕВАЦ,BAĆEVAC,БАРАЈЕВО,BARAJEVO,176.96,12.82,28.99,36.25,21.94,53.28
"70335","706795",ЖЕРАВИНО,ŽERAVINO,БОСИЛЕГРАД,BOSILEGRAD,1264.02,0.00,6.25,56.25,37.50,60.00
"70190","704636",ДРАЖЕВАЦ,DRAŽEVAC,ОБРЕНОВАЦ,OBRENOVAC,115.83,12.27,27.25,38.28,22.19,52.59
"71269","746355",МЕТЛИЋ,METLIĆ,ШАБАЦ,ŠABAC,168.38,10.49,28.80,34.15,26.55,58.84
"71188","743950",ПОТРЕБ,POTREB,ТУТИН,TUTIN,1005.72,32.62,36.92,22.94,7.53,67.07
"70874","730513",ЛОПУЖЊЕ,LOPUŽNJE,НОВИ ПАЗАР,NOVI PAZAR,1063.05,5.56,8.33,30.56,55.56,157.14
"70726","724467",КАШТАВАР,KAŠTAVAR,ЛЕСКОВАЦ,LESKOVAC,303.34,4.00,20.00,36.00,40.00,78.57
"70874","730173",ВУЧИНИЋЕ,VUČINIĆE,НОВИ ПАЗАР,NOVI PAZAR,1009.74,11.64,26.03,32.19,30.14,71.76
"70688","721824",ГОРЊЕ ТОЧАНЕ,GORNJE TOČANE,КУРШУМЛИЈА,KURŠUMLIJA,524.51,0.00,7.69,23.08,69.23,225.00
"70360","708488",ГОРЊА БУКОВИЦА,GORNJA BUKOVICA,ВАЉЕВО,VALJEVO,359.65,10.22,24.49,36.63,28.65,63.60
"70521","714879",ЖАБАРИ,ŽABARI,ЖАБАРИ,ŽABARI,107.29,11.41,30.66,37.31,20.61,47.12
"70700","723053",МАРКОВА ЦРКВА,MARKOVA CRKVA,ЛАЈКОВАЦ,LAJKOVAC,171.01,9.91,29.73,38.74,21.62,46.05
"70998","736210",ПРОКУПЉЕ,PROKUPLJE,ПРОКУПЉЕ,PROKUPLJE,311.69,16.38,34.56,35.93,13.14,41.87
"70343","707554",СУДИМЉА,SUDIMLJA,БРУС,BRUS,798.07,9.38,9.38,18.75,62.50,255.56
"70874","730874",РАСТ,RAST,НОВИ ПАЗАР,NOVI PAZAR,1195.86,12.00,28.00,30.00,30.00,72.41
"70262","705306",ДОЊА ДРАГУША,DONJA DRAGUŠA,БЛАЦЕ,BLACE,325.36,4.76,16.67,35.71,42.86,90.91
"70050","702323",РАДОШЕВАЦ,RADOŠEVAC,БАБУШНИЦА,BABUŠNICA,716.23,7.10,24.04,31.69,37.16,79.41
"70297","705985",КОСАНЧИЋ,KOSANČIĆ,БОЈНИК,BOJNIK,263.74,15.47,27.90,31.22,25.41,69.16
"70548","715344",ЗЛАДОВАЦ,ZLADOVAC,ЖИТОРАЂА,ŽITORAĐA,430.00,8.33,8.33,29.17,54.17,166.67
"70874","730009",БАЈЕВИЦА,BAJEVICA,НОВИ ПАЗАР,NOVI PAZAR,715.24,26.63,40.41,24.21,8.75,54.76
"70360","708267",БАБИНА ЛУКА,BABINA LUKA,ВАЉЕВО,VALJEVO,257.30,9.97,27.08,36.88,26.08,56.36
"80071","800503",ГОРЊА РОГАТИЦА,GORNJA ROGATICA,БАЧКА ТОПОЛА,BAČKA TOPOLA,110.53,11.00,25.18,38.14,25.67,57.92
"80071","800465",БАЈША,BAJŠA,БАЧКА ТОПОЛА,BAČKA TOPOLA,102.87,13.93,30.52,37.92,17.63,46.12
"80071","800589",МИЋУНОВО,MIĆUNOVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,110.01,10.87,32.20,39.02,17.91,40.42
"71021","737151",КАРАДАК,KARADAK,РАШКА,RAŠKA,501.91,8.93,28.57,46.43,16.07,33.33
"71315","729078",ГОРЊИ КОМРЕН,GORNJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,291.75,13.09,34.02,36.97,15.92,40.86
"71315","729272",ЛЕСКОВИК,LESKOVIK,ЦРВЕНИ КРСТ,CRVENI KRST,551.80,8.87,23.39,40.73,27.02,55.97
"70602","717207",БАЛТА БЕРИЛОВАЦ,BALTA BERILOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,608.11,1.50,12.78,36.09,49.62,104.62
"70564","716081",ГРАДАЦ,GRADAC,ИВАЊИЦА,IVANJICA,1351.29,13.70,28.77,26.03,31.51,82.50
"70343","707031",БОТУЊА,BOTUNJA,БРУС,BRUS,445.10,13.36,25.08,32.90,28.66,72.47
"70939","732257",ГОСТУША,GOSTUŠA,ПИРОТ,PIROT,1282.46,0.00,8.57,41.43,50.00,100.00
"70980","734942",МИЉЕВИЋИ,MILJEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,783.45,15.69,32.64,34.52,17.15,48.91
"70874","730572",МУХОВО,MUHOVO,НОВИ ПАЗАР,NOVI PAZAR,1216.83,30.78,36.60,23.12,9.50,67.46
"71323","792055",НИШ (ПАЛИЛУЛА),NIŠ (PALILULA),ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),249.97,14.82,34.63,35.56,14.99,42.46
"70564","716065",ВУЧАК,VUČAK,ИВАЊИЦА,IVANJICA,1179.97,4.80,14.41,42.79,37.99,74.81
"70025","700894",ДАШНИЦА,DAŠNICA,АЛЕКСИНАЦ,ALEKSINAC,405.97,7.45,24.47,29.79,38.30,84.31
"70670","720879",ГРКЉАНЕ,GRKLJANE,КРУШЕВАЦ,KRUŠEVAC,482.20,12.86,28.16,35.68,23.30,56.65
"70980","734578",ДОЊЕ БАБИНЕ,DONJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,1161.68,7.17,17.04,37.22,38.57,84.30
"70670","721581",ЋЕЛИЈЕ,ĆELIJE,КРУШЕВАЦ,KRUŠEVAC,334.30,13.64,21.90,36.36,28.10,71.63
"71021","737399",ПОКРВЕНИК,POKRVENIK,РАШКА,RAŠKA,806.96,0.00,0.00,0.00,100.00,0.00
"70653","720216",ТАДЕЊЕ,TADENJE,КРАЉЕВО,KRALJEVO,587.61,5.00,21.67,33.33,40.00,81.82
"70025","700754",ВРЋЕНОВИЦА,VRĆENOVICA,АЛЕКСИНАЦ,ALEKSINAC,491.89,10.79,21.84,40.26,27.11,61.02
"70823","727911",ЈОВАНОВАЦ,JOVANOVAC,МЕРОШИНА,MEROŠINA,330.43,13.01,31.10,33.33,22.56,55.21
"70980","735132",СКОКУЋЕ,SKOKUĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,979.01,5.88,11.76,36.76,45.59,106.06
"70998","735949",КОСТЕНИЦА,KOSTENICA,ПРОКУПЉЕ,PROKUPLJE,689.35,15.74,23.86,30.46,29.95,84.11
"71021","737488",СЕМЕТЕШ,SEMETEŠ,РАШКА,RAŠKA,1025.56,0.00,7.78,45.56,46.67,87.50
"70017","700118",ВРАЖОГРНЦИ,VRAŽOGRNCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,330.87,9.36,22.47,40.82,27.34,57.99
"70955","733318",ЈЕЛЕН ДО,JELEN DO,ПОЖЕГА,POŽEGA,395.53,8.26,31.19,35.78,24.77,49.32
"70670","721450",РОСИЦА,ROSICA,КРУШЕВАЦ,KRUŠEVAC,347.14,13.85,24.10,30.77,31.28,82.24
"71242","745812",МОЈСИЊЕ,MOJSINJE,ЧАЧАК,ČAČAK,247.23,15.07,30.14,34.57,20.22,54.53
"71145","741671",КЕСЕРОВИНА,KESEROVINA,УЖИЦЕ,UŽICE,861.42,9.51,25.44,37.17,27.88,59.72
"70866","729833",КОМАРАНИ,KOMARANI,НОВА ВАРОШ,NOVA VAROŠ,1097.14,12.50,26.01,37.50,23.99,57.45
"70670","720887",ДВОРАНЕ,DVORANE,КРУШЕВАЦ,KRUŠEVAC,278.93,13.38,26.39,35.76,24.47,60.92
"70343","707422",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,БРУС,BRUS,576.61,5.13,23.08,50.00,21.79,36.84
"71323","728900",БЕРБАТОВО,BERBATOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),559.21,8.26,25.69,40.67,25.38,50.69
"71137","741221",ЗАГУЖАЊЕ,ZAGUŽANJE,СУРДУЛИЦА,SURDULICA,493.18,22.06,36.67,31.15,10.11,47.44
"71137","741051",БАЦИЈЕВЦЕ,BACIJEVCE,СУРДУЛИЦА,SURDULICA,620.99,15.87,28.57,41.27,14.29,43.18
"70726","724912",РАВНИ ДЕЛ,RAVNI DEL,ЛЕСКОВАЦ,LESKOVAC,912.49,19.18,21.92,36.99,21.92,69.77
"70815","727482",МАРОВАЦ,MAROVAC,МЕДВЕЂА,MEDVEĐA,846.81,5.41,31.08,27.03,36.49,72.09
"70726","725129",ЦРЦАВАЦ,CRCAVAC,ЛЕСКОВАЦ,LESKOVAC,640.55,7.07,24.24,41.41,27.27,52.31
"70815","727571",ПЕТРИЉЕ,PETRILJE,МЕДВЕЂА,MEDVEĐA,543.99,11.11,25.00,30.56,33.33,80.00
"70718","723274",ДРВОДЕЉ,DRVODELJ,ЛЕБАНЕ,LEBANE,767.82,10.81,24.32,27.03,37.84,94.74
"71137","741159",ГРОЗНАТОВЦИ,GROZNATOVCI,СУРДУЛИЦА,SURDULICA,1271.66,0.00,9.52,14.29,76.19,320.00
"70815","727717",ТУЛАРЕ,TULARE,МЕДВЕЂА,MEDVEĐA,679.83,16.05,25.93,29.01,29.01,82.02
"70815","727741",ЧОКОТИН,ČOKOTIN,МЕДВЕЂА,MEDVEĐA,658.46,18.60,27.91,34.88,18.60,59.26
"70726","725030",СУШЕВЉЕ,SUŠEVLJE,ЛЕСКОВАЦ,LESKOVAC,566.43,6.62,22.06,42.65,28.68,54.55
"71137","741388",СТРЕЗИМИРОВЦИ,STREZIMIROVCI,СУРДУЛИЦА,SURDULICA,1019.60,0.00,4.00,16.00,80.00,400.00
"70661","720437",КРАСАВА,KRASAVA,КРУПАЊ,KRUPANJ,324.15,12.24,29.59,39.12,19.05,45.54
"70696","722685",БЛАГОЈЕВ КАМЕН,BLAGOJEV KAMEN,КУЧЕВО,KUČEVO,474.49,3.85,7.69,38.46,50.00,116.67
"71218","744590",ГУЊЕВАЦ,GUNJEVAC,УБ,UB,134.84,14.98,29.96,41.44,13.62,40.05
"70661","720488",МОЈКОВИЋ,MOJKOVIĆ,КРУПАЊ,KRUPANJ,225.68,13.93,26.39,37.24,22.43,57.14
"70912","731943",ОРЉЕВО,ORLJEVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,133.42,10.10,18.75,33.17,37.98,92.59
"70521","714933",СВИЊАРЕВО,SVINJAREVO,ЖАБАРИ,ŽABARI,189.92,9.38,21.88,28.13,40.63,100.00
"70637","718416",БРЕСНИЦА,BRESNICA,КОЦЕЉЕВА,KOCELJEVA,260.87,9.68,19.35,41.29,29.68,64.89
"70386","709425",МИЛОШЕВАЦ,MILOŠEVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,90.83,16.18,31.55,34.48,17.80,51.45
"70726","724394",ИГРИШТЕ,IGRIŠTE,ЛЕСКОВАЦ,LESKOVAC,428.66,8.91,28.68,39.92,22.48,45.76
"70718","723479",РАДЕВЦЕ,RADEVCE,ЛЕБАНЕ,LEBANE,775.06,2.56,30.77,17.95,48.72,105.26
"71226","744921",БАЈИНЦИ,BAJINCI,ЦРНА ТРАВА,CRNA TRAVA,1383.60,0.00,0.00,45.45,54.55,120.00
"70726","724670",МРКОВИЦА,MRKOVICA,ЛЕСКОВАЦ,LESKOVAC,941.84,0.00,0.00,0.00,100.00,0.00
"70050","702013",ГОРЊИ СТРИЖЕВАЦ,GORNJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,760.67,3.00,6.00,28.00,63.00,194.12
"70467","712507",ВЕЛИКИ КРЧИМИР,VELIKI KRČIMIR,ГАЏИН ХАН,GADŽIN HAN,1045.18,5.97,8.96,26.27,58.81,183.90
"70998","735434",БУКОЛОРАМ,BUKOLORAM,ПРОКУПЉЕ,PROKUPLJE,577.18,0.00,0.00,0.00,100.00,0.00
"70718","723444",ПОРОШТИЦА,POROŠTICA,ЛЕБАНЕ,LEBANE,649.64,5.56,22.22,40.28,31.94,60.00
"70939","732397",КРУПАЦ,KRUPAC,ПИРОТ,PIROT,756.40,10.98,27.11,37.10,24.81,55.74
"70688","722332",ПАРАДА,PARADA,КУРШУМЛИЈА,KURŠUMLIJA,993.80,0.00,0.00,38.10,61.90,162.50
"70548","715280",ДОЊЕ ЦРНАТОВО,DONJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,243.94,12.15,23.86,32.32,31.67,77.99
"70688","721816",ГОРЊА МИКУЉАНА,GORNJA MIKULJANA,КУРШУМЛИЈА,KURŠUMLIJA,471.89,14.55,29.09,34.55,21.82,57.14
"70904","731536",ПОТОЧАЦ,POTOČAC,ПАРАЋИН,PARAĆIN,214.88,12.32,26.82,36.13,24.73,58.84
"71242","745847",МРШИНЦИ,MRŠINCI,ЧАЧАК,ČAČAK,229.02,14.64,28.48,35.28,21.60,56.82
"71072","739219",БЛАТО,BLATO,СЈЕНИЦА,SJENICA,1113.30,23.91,26.09,34.78,15.22,64.29
"71226","744930",БАНКОВЦИ,BANKOVCI,ЦРНА ТРАВА,CRNA TRAVA,1114.56,0.00,6.45,16.13,77.42,342.86
"70726","723746",БРЗА,BRZA,ЛЕСКОВАЦ,LESKOVAC,476.74,13.02,29.39,35.80,21.79,53.40
