MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,ChgCLC_211,ChgCLC_221,ChgCLC_222,ChgCLC_231,ChgCLC_242,ChgCLC_243,ChgCLC_31,ChgCLC_321,ChgCLC_324,ChgCLC_411,Decl/Grow
"70653","719994",ПЕЧЕНОГ,PEČENOG,КРАЉЕВО,KRALJEVO,64.61,0.00,0.00,25.05,-111.71,-111.90,8.55,0.00,125.41,0.00,Population growth
"70904","731315",БУЉАНЕ,BULJANE,ПАРАЋИН,PARAĆIN,-24.21,0.00,0.00,0.00,52.54,-125.04,440.96,0.15,-353.50,0.00,Population decline
"71048","738433",ТРНАВА,TRNAVA,ЈАГОДИНА,JAGODINA,23.29,0.00,0.00,0.00,-20.21,-3.04,2.77,0.00,0.00,0.00,Population decline
"70599","717029",КУСОВАЦ,KUSOVAC,КНИЋ,KNIĆ,121.72,0.00,0.00,-4.02,-117.25,0.00,0.00,0.00,0.00,0.00,Population decline
"70319","706205",БОГОВИНА,BOGOVINA,БОЉЕВАЦ,BOLJEVAC,278.41,0.00,0.00,0.00,-555.87,-158.24,-120.59,22.23,488.63,0.00,Population decline
"71048","738212",ЛОЗОВИК,LOZOVIK,ЈАГОДИНА,JAGODINA,0.05,0.00,0.00,0.00,-0.81,33.69,0.92,0.00,0.00,0.00,Population decline
"70955","733261",ДОЊА ДОБРИЊА,DONJA DOBRINJA,ПОЖЕГА,POŽEGA,103.04,0.00,0.00,-72.34,-17.31,-10.91,-2.48,0.00,0.00,0.00,Population decline
"71242","745936",ПРИЈЕВОР,PRIJEVOR,ЧАЧАК,ČAČAK,236.82,0.00,274.81,-36.45,-466.26,7.19,-16.86,0.00,-0.34,0.00,Population decline
"71242","745766",ЉУБИЋ,LJUBIĆ,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.00,-3.69,3.43,0.25,0.00,0.00,0.00,Population decline
"70904","731528",ПОПОВАЦ,POPOVAC,ПАРАЋИН,PARAĆIN,-20.88,0.00,0.00,0.00,16.30,71.30,-0.28,0.00,-57.80,0.00,Population decline
"70599","716944",ЖУЊЕ,ŽUNJE,КНИЋ,KNIĆ,16.31,0.00,0.00,0.00,-17.11,-0.06,52.72,0.00,-53.26,0.00,Population decline
"70599","716871",ГРАБОВАЦ,GRABOVAC,КНИЋ,KNIĆ,119.54,0.00,0.00,-122.71,0.51,-0.49,55.79,0.00,-52.65,0.00,Population decline
"71242","745472",БЕЧАЊ,BEČANJ,ЧАЧАК,ČAČAK,307.09,0.00,0.00,-0.38,-283.31,-71.67,48.26,0.00,0.00,0.00,Population decline
"70904","731641",ТРЕШЊЕВИЦА,TREŠNJEVICA,ПАРАЋИН,PARAĆIN,144.30,0.00,0.00,44.76,-21.83,-316.37,-1.06,0.00,150.19,0.00,Population decline
"70653","720208",ТАВНИК,TAVNIK,КРАЉЕВО,KRALJEVO,389.47,0.00,0.00,0.34,-397.71,-0.59,4.26,0.00,-3.88,0.00,Population growth
"70653","719609",ЂАКОВО,ĐAKOVO,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,-5.91,-59.66,59.60,192.49,12.25,-96.05,0.00,Population decline
"70971","734322",ЦРНУГОВИЋИ,CRNUGOVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.00,0.00,71.75,0.16,0.00,-71.91,0.00,Population decline
"70971","734225",ПОЖЕГРМАЦ,POŽEGRMAC,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.00,0.00,0.42,-31.23,-0.02,30.82,0.00,Population decline
"70645","719234",ТРМБАС,TRMBAS,КРАГУЈЕВАЦ,KRAGUJEVAC,48.84,0.00,0.00,0.00,-53.70,0.59,4.26,0.00,0.00,0.00,Population growth
"71048","738034",ДЕОНИЦА,DEONICA,ЈАГОДИНА,JAGODINA,30.35,0.00,0.00,0.00,-40.23,8.77,0.11,0.00,0.00,0.00,Population decline
"70068","702757",РАСТИШТЕ,RASTIŠTE,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,0.00,0.00,-0.03,0.00,-60.03,-64.95,0.01,71.43,0.00,Population decline
"70483","713180",БРЂАНИ,BRĐANI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.00,-8.44,-3.98,-39.39,0.00,51.81,0.00,Population decline
"70955","733164",ВЕЛИКА ЈЕЖЕВИЦА,VELIKA JEŽEVICA,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,0.00,-5.37,25.38,-20.02,0.00,0.00,0.00,Population decline
"70068","702676",ОБАЈГОРА,OBAJGORA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,0.00,0.00,0.00,89.06,-88.86,-0.20,0.00,0.00,0.00,Population decline
"70599","717126",СУМОРОВАЦ,SUMOROVAC,КНИЋ,KNIĆ,2.06,0.00,0.00,23.79,-2.49,-0.30,0.31,0.00,-23.38,0.00,Population decline
"70645","718742",ГРОШНИЦА,GROŠNICA,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,0.00,0.00,-8.66,0.76,-21.87,-0.04,0.00,29.62,0.00,Population growth
"70955","733270",ДРАЖИНОВИЋИ,DRAŽINOVIĆI,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,0.00,-1.72,5.90,-4.18,0.00,0.00,0.00,Population decline
"71242","745561",ВРНЧАНИ,VRNČANI,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.00,0.71,-29.58,-18.69,0.00,47.96,0.00,Population growth
"70645","718700",ГОРЊА САБАНТА,GORNJA SABANTA,КРАГУЈЕВАЦ,KRAGUJEVAC,6.93,0.00,0.00,0.00,-2.30,-38.32,0.95,0.00,32.74,0.00,Population decline
"70599","716863",ВУЧКОВИЦА,VUČKOVICA,КНИЋ,KNIĆ,521.63,0.00,0.00,-9.74,-572.65,17.87,0.53,0.00,-22.04,0.00,Population decline
"71129","741027",ЧИТЛУК,ČITLUK,СОКОБАЊА,SOKOBANJA,0.00,0.00,0.00,0.00,-67.99,-7.79,-0.55,67.98,8.34,0.00,Population decline
"70564","716405",РАДАЉЕВО,RADALJEVO,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,0.00,-1.21,-27.06,8.58,0.00,0.00,0.00,Population decline
"70360","709000",СОВАЧ,SOVAČ,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,-118.56,93.54,4.20,0.00,0.00,0.00,Population decline
"70327","706540",ТОПЛА,TOPLA,БОР,BOR,0.00,0.00,0.00,-5.49,-36.73,-106.96,7.56,23.45,115.79,0.00,Population decline
"70076","702846",БАТОЧИНА,BATOČINA,БАТОЧИНА,BATOČINA,11.24,0.00,0.00,0.00,-73.18,82.04,49.13,0.00,-96.19,0.00,Population decline
"70645","718971",КОТРАЖА,KOTRAŽA,КРАГУЈЕВАЦ,KRAGUJEVAC,-0.14,0.00,0.00,-10.52,-8.83,23.67,-52.83,0.00,52.59,0.00,Population decline
"70831","728322",ПЛАНИНИЦА,PLANINICA,МИОНИЦА,MIONICA,0.00,0.00,0.00,0.17,4.17,-75.32,7.52,63.98,-0.52,0.00,Population decline
"70491","713970",ЈАСЕНОВО,JASENOVO,ДЕСПОТОВАЦ,DESPOTOVAC,-19.04,0.00,0.00,0.00,23.65,-34.94,30.25,0.00,0.08,0.00,Population decline
"71013","736767",ДОЊЕ ЈАРУШИЦЕ,DONJE JARUŠICE,РАЧА,RAČA,53.46,0.00,0.00,-51.53,-82.79,88.75,-7.89,0.00,0.00,0.00,Population decline
"70645","719072",МИРОНИЋ,MIRONIĆ,КРАГУЈЕВАЦ,KRAGUJEVAC,-31.96,0.00,0.00,0.00,39.01,-18.55,11.50,0.00,0.00,0.00,Population growth
"70491","714178",ТРУЋЕВАЦ,TRUĆEVAC,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,0.00,-27.75,2.20,-0.29,0.00,0.00,0.00,Population decline
"70556","715905",ТАБАКОВАЦ,TABAKOVAC,ЗАЈЕЧАР,ZAJEČAR,0.61,0.00,0.00,0.21,-155.43,38.66,-0.13,0.00,116.08,0.00,Population decline
"71048","738310",РАЈКИНАЦ,RAJKINAC,ЈАГОДИНА,JAGODINA,136.84,0.00,0.00,0.00,-134.85,-28.53,6.10,0.00,20.84,0.00,Population decline
"71056","738492",ВОЈСКА,VOJSKA,СВИЛАЈНАЦ,SVILAJNAC,0.00,0.00,0.00,0.00,-32.76,-54.92,135.76,0.00,-86.25,0.00,Population decline
"70734","725269",ВОЋЊАК,VOĆNJAK,ЛОЗНИЦА,LOZNICA,0.00,0.00,0.00,0.00,0.03,0.08,-0.22,0.00,0.00,0.00,Population decline
"70734","725358",ДОЊА СИПУЉА,DONJA SIPULJA,ЛОЗНИЦА,LOZNICA,60.22,0.00,0.00,0.00,-288.04,211.69,44.25,0.00,-28.12,0.00,Population decline
"70769","726206",БОШЊАНОВИЋ,BOŠNJANOVIĆ,ЉИГ,LJIG,0.00,0.00,0.00,0.00,-157.43,158.25,-0.82,0.00,0.00,0.00,Population decline
"70777","726494",ГОРЊА ЉУБОВИЂА,GORNJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,0.09,0.00,0.23,139.07,0.00,-139.39,0.00,Population decline
"70831","728098",БУКОВАЦ,BUKOVAC,МИОНИЦА,MIONICA,0.00,0.00,0.00,0.00,0.12,0.19,-0.31,0.00,0.00,0.00,Population decline
"70491","713902",ГРАБОВИЦА,GRABOVICA,ДЕСПОТОВАЦ,DESPOTOVAC,0.22,0.00,0.00,0.00,8.15,-21.20,-26.47,0.00,25.89,0.00,Population decline
"70483","713546",ЉЕВАЈА,LJEVAJA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,45.72,0.00,0.00,-45.72,0.25,-91.65,91.40,0.00,0.00,0.00,Population decline
"70645","719005",ЛУЖНИЦЕ,LUŽNICE,КРАГУЈЕВАЦ,KRAGUJEVAC,203.72,0.00,0.00,-89.35,-184.11,49.25,-12.94,0.00,0.00,0.00,Population decline
"70327","706477",ЗЛОТ,ZLOT,БОР,BOR,224.46,0.00,0.00,-108.59,-341.11,-1257.33,2604.62,-245.95,-1006.25,0.00,Population decline
"70483","713562",МАЈДАН,MAJDAN,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-59.43,30.69,172.86,-144.27,0.00,0.00,0.00,Population decline
"70777","726524",ГОРЊЕ КОШЉЕ,GORNJE KOŠLJE,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,326.18,-396.77,-24.19,-42.34,0.00,137.12,0.00,Population decline
"70629","718149",ГОДЕЧЕВО,GODEČEVO,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.02,-42.09,6.13,73.82,0.49,-38.37,0.00,Population decline
"70483","713759",ТЕОЧИН,TEOČIN,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,132.09,0.00,-34.41,0.00,-98.19,-0.41,0.93,0.00,0.00,0.00,Population decline
"70165","703958",БИСТРИЦА,BISTRICA,ЛАЗАРЕВАЦ,LAZAREVAC,0.00,0.00,0.00,0.02,0.72,-0.75,0.01,0.00,0.00,0.00,Population decline
"70777","726591",ДУБОКО,DUBOKO,ЉУБОВИЈА,LJUBOVIJA,64.81,0.00,0.00,0.00,-31.24,-40.64,4.29,0.00,0.00,0.00,Population decline
"70556","715514",БРУСНИК,BRUSNIK,ЗАЈЕЧАР,ZAJEČAR,267.22,0.00,0.00,-0.21,-718.30,27.98,-12.59,0.00,436.31,0.00,Population decline
"70955","733571",ТВРДИЋИ,TVRDIĆI,ПОЖЕГА,POŽEGA,53.97,0.00,0.00,0.00,-44.77,-8.46,-0.74,0.00,0.00,0.00,Population decline
"70599","716758",БАЈЧЕТИНА,BAJČETINA,КНИЋ,KNIĆ,0.00,0.00,0.00,107.04,0.00,-115.11,8.07,0.00,0.00,0.00,Population decline
"70904","731331",ГЛАВИЦА,GLAVICA,ПАРАЋИН,PARAĆIN,0.32,0.00,0.00,-8.76,0.19,-4.52,-0.19,0.00,9.12,0.00,Population decline
"71242","745537",ВИДОВА,VIDOVA,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.00,0.03,14.68,-14.42,0.00,0.12,0.00,Population decline
"70840","728691",ПОПОВИЦА,POPOVICA,НЕГОТИН,NEGOTIN,256.93,0.00,0.00,0.00,-755.85,494.79,4.83,3.25,46.68,0.00,Population decline
"71013","736694",БОШЊАНЕ,BOŠNJANE,РАЧА,RAČA,74.49,0.00,0.00,0.00,-94.23,-0.80,20.54,0.00,0.00,0.00,Population decline
"70840","728551",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,НЕГОТИН,NEGOTIN,-0.12,-105.71,0.00,0.00,8.67,94.21,-28.00,0.00,0.00,0.00,Population decline
"71013","736848",СИПИЋ,SIPIĆ,РАЧА,RAČA,65.05,0.00,0.00,-17.86,-66.57,21.33,-1.94,0.00,0.00,0.00,Population decline
"71056","738506",ВРЛАНЕ,VRLANE,СВИЛАЈНАЦ,SVILAJNAC,-0.01,0.00,0.00,0.00,-0.10,-0.10,56.64,0.00,-56.43,0.00,Population decline
"71153","741973",ГОРЊА ТРНАВА,GORNJA TRNAVA,ТОПОЛА,TOPOLA,82.39,0.00,0.00,0.00,-77.16,100.35,-105.58,0.00,0.00,0.00,Population decline
"70483","713295",ГОРЊА ЦРНУЋА,GORNJA CRNUĆA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.00,-0.20,35.15,-34.95,0.00,0.00,0.00,Population decline
"70491","713813",БАЛАЈНАЦ,BALAJNAC,ДЕСПОТОВАЦ,DESPOTOVAC,-0.02,0.00,0.00,0.00,-55.77,37.79,18.00,0.00,0.00,0.00,Population decline
"70483","713686",РУЧИЋИ,RUČIĆI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-55.76,43.05,-114.00,88.12,0.00,38.59,0.00,Population decline
"70076","702897",ЖИРОВНИЦА,ŽIROVNICA,БАТОЧИНА,BATOČINA,119.11,0.00,0.00,0.00,-115.78,-12.71,-0.49,0.00,-3.16,0.00,Population decline
"71056","738620",РАДОШИН,RADOŠIN,СВИЛАЈНАЦ,SVILAJNAC,-19.38,0.00,0.00,0.00,-33.25,-36.39,73.46,0.00,15.88,0.00,Population decline
"70483","713635",ПОЛОМ,POLOM,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,45.62,0.00,0.00,-44.45,0.24,0.42,47.72,0.00,-49.56,0.00,Population decline
"71013","736724",ВОЈИНОВАЦ,VOJINOVAC,РАЧА,RAČA,52.32,0.00,0.00,-0.40,-52.77,0.88,-0.03,0.00,0.00,0.00,Population decline
"70327","706469",ДОЊА БЕЛА РЕКА,DONJA BELA REKA,БОР,BOR,0.00,0.00,0.00,-6.18,-57.18,-291.82,13.74,44.29,231.85,0.00,Population decline
"70327","706515",ОШТРЕЉ,OŠTRELJ,БОР,BOR,0.00,0.00,0.00,-0.35,-85.46,-14.86,-12.25,0.44,-144.28,0.00,Population decline
"70769","726176",БА,BA,ЉИГ,LJIG,0.00,0.00,0.00,-31.15,27.01,-65.57,88.11,0.00,-49.01,0.00,Population decline
"70769","726303",КАДИНА ЛУКА,KADINA LUKA,ЉИГ,LJIG,0.00,0.00,0.00,-80.75,-94.90,45.74,129.91,0.00,0.00,0.00,Population decline
"70629","718297",РОСИЋИ,ROSIĆI,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.00,-2.84,26.48,20.96,-29.58,-15.02,0.00,Population decline
"70491","713856",БРЕСТОВО,BRESTOVO,ДЕСПОТОВАЦ,DESPOTOVAC,-41.05,0.00,0.00,0.00,6.69,34.28,0.09,0.00,0.00,0.00,Population decline
"70645","719242",УГЉАРЕВАЦ,UGLJAREVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,28.16,0.00,0.00,-46.29,-28.45,48.37,-42.53,0.00,40.73,0.00,Population decline
"70629","718246",МРЧИЋИ,MRČIĆI,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.00,-216.08,151.55,28.21,-2.71,39.04,0.00,Population decline
"70645","719170",РЕСНИК,RESNIK,КРАГУЈЕВАЦ,KRAGUJEVAC,14.52,0.00,0.00,-182.29,-11.98,77.39,102.36,0.00,0.00,0.00,Population decline
"70483","713589",МУТАЊ,MUTANJ,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-0.34,0.03,-0.33,0.65,0.00,0.00,0.00,Population decline
"71153","741922",БЛАЗНАВА,BLAZNAVA,ТОПОЛА,TOPOLA,0.00,0.00,421.04,-0.32,-407.82,-8.72,39.95,-25.08,-19.04,0.00,Population decline
"70068","702480",ВИШЕСАВА,VIŠESAVA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,0.00,0.00,0.00,-100.92,24.38,-1.82,0.00,0.00,0.00,Population decline
"70068","702820",ЦРВИЦА,CRVICA,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,0.00,0.00,-2.17,-149.53,156.70,-5.75,0.00,0.00,0.00,Population decline
"70777","726761",ЧИТЛУК,ČITLUK,ЉУБОВИЈА,LJUBOVIJA,0.23,0.00,0.00,0.00,14.00,-43.64,5.87,0.00,-3.72,0.00,Population decline
"70777","726613",ЛОЊИН,LONJIN,ЉУБОВИЈА,LJUBOVIJA,-62.05,0.00,0.00,0.00,69.99,8.48,75.41,0.00,-91.47,0.00,Population decline
"70777","726737",УЗОВНИЦА,UZOVNICA,ЉУБОВИЈА,LJUBOVIJA,2.24,0.00,0.00,50.00,63.93,103.72,76.48,0.00,-234.85,0.00,Population decline
"70483","713775",УГРИНОВЦИ,UGRINOVCI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.00,-62.58,32.20,30.39,0.00,0.00,0.00,Population decline
"71153","742066",ЈАРМЕНОВЦИ,JARMENOVCI,ТОПОЛА,TOPOLA,0.00,0.00,0.00,-34.14,26.31,8.06,-0.23,0.00,0.00,0.00,Population decline
"70840","728462",БРЕСТОВАЦ,BRESTOVAC,НЕГОТИН,NEGOTIN,218.02,0.00,0.00,-85.81,-467.19,21.14,-0.45,180.00,134.30,0.00,Population decline
"70483","713449",КАЛИМАНИЋИ,KALIMANIĆI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,-24.69,-19.77,14.44,30.00,0.02,0.00,0.00,0.00,Population decline
"71048","738000",ГЛОГОВАЦ,GLOGOVAC,ЈАГОДИНА,JAGODINA,139.07,0.00,-142.39,0.00,-18.26,5.50,16.24,0.00,0.31,-0.10,Population decline
"70645","719013",ЉУБИЧЕВАЦ,LJUBIČEVAC,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,0.00,0.00,67.46,0.00,-108.67,2.92,-9.64,47.93,0.00,Population decline
"70645","719161",РАМАЋА,RAMAĆA,КРАГУЈЕВАЦ,KRAGUJEVAC,151.90,0.00,0.00,-35.50,-152.50,66.37,15.79,0.00,-46.05,0.00,Population decline
"70491","714003",ЛИПОВИЦА,LIPOVICA,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,0.00,41.51,26.64,170.18,-87.09,-151.24,0.00,Population decline
"70777","726648",ПОДНЕМИЋ,PODNEMIĆ,ЉУБОВИЈА,LJUBOVIJA,102.41,0.00,0.00,-0.01,-93.74,-13.69,1.99,0.00,0.06,0.00,Population decline
"70360","708500",ГОРЊЕ ЛЕСКОВИЦЕ,GORNJE LESKOVICE,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,-0.00,-0.04,450.04,-0.56,0.00,-449.43,0.00,Population decline
"70360","708712",КОВАЧИЦЕ,KOVAČICE,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,0.58,-0.08,0.08,0.00,-0.58,0.00,Population decline
"71056","738522",ГРАБОВАЦ,GRABOVAC,СВИЛАЈНАЦ,SVILAJNAC,116.27,0.00,0.00,0.00,-128.40,-26.44,138.58,0.00,-112.57,0.00,Population decline
"70360","708950",РЕБЕЉ,REBELJ,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,-3.76,0.32,-93.49,0.20,3.84,92.89,0.00,Population decline
"70360","708453",ВУЈИНОВАЧА,VUJINOVAČA,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,111.84,-190.17,-4.97,14.64,0.00,68.66,0.00,Population decline
"71048","738336",РИБАРЕ,RIBARE,ЈАГОДИНА,JAGODINA,-85.05,0.00,0.00,0.00,58.45,-25.38,0.00,0.00,0.00,-2.60,Population decline
"70491","714119",РЕСАВИЦА,RESAVICA,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,-28.23,0.10,4.81,19.89,0.00,3.06,0.00,Population decline
"70645","718629",БОТУЊЕ,BOTUNJE,КРАГУЈЕВАЦ,KRAGUJEVAC,40.92,0.00,0.00,0.00,-139.85,1.93,115.54,0.00,-3.35,0.00,Population decline
"70491","713899",ВИТАНЦЕ,VITANCE,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,0.00,-121.08,111.86,7.86,0.00,0.00,0.00,Population decline
"70491","713929",ДВОРИШТЕ,DVORIŠTE,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,0.00,31.20,-9.54,152.81,-1.88,-143.79,0.00,Population decline
"71153","742147",МАНОЈЛОВЦИ,MANOJLOVCI,ТОПОЛА,TOPOLA,0.00,0.00,0.00,-16.36,-1.11,16.93,0.54,0.00,0.00,0.00,Population decline
"71056","738719",ЦРКВЕНАЦ,CRKVENAC,СВИЛАЈНАЦ,SVILAJNAC,201.19,-47.71,0.00,0.00,-176.39,56.18,105.60,0.00,-130.57,-0.04,Population decline
"71013","736732",ВУЧИЋ,VUČIĆ,РАЧА,RAČA,140.63,0.00,0.00,-8.81,-150.13,-0.59,16.11,0.00,-3.07,0.00,Population decline
"70840","728861",ЧУБРА,ČUBRA,НЕГОТИН,NEGOTIN,267.00,-6.44,5.67,7.89,-420.51,185.63,-42.00,0.00,-20.42,0.00,Population decline
"70840","728560",ЈАБУКОВАЦ,JABUKOVAC,НЕГОТИН,NEGOTIN,0.00,0.00,0.00,200.54,-767.32,671.02,-601.27,-75.92,588.03,0.00,Population decline
"70882","731072",БАСТАВ,BASTAV,ОСЕЧИНА,OSEČINA,42.61,0.00,0.00,0.00,-4.84,-36.52,-1.24,0.00,0.00,0.00,Population decline
"71277","702927",ЛАПОВО (ВАРОШИЦА),LAPOVO (VAROŠICA),ЛАПОВО,LAPOVO,43.42,0.00,0.00,0.00,-111.34,66.47,0.67,0.00,-0.72,0.00,Population decline
"71153","742031",ДОЊА ШАТОРЊА,DONJA ŠATORNJA,ТОПОЛА,TOPOLA,-42.28,0.00,138.85,-51.15,-43.50,-2.18,37.42,0.00,-37.16,0.00,Population decline
"71013","746819",МАЛИ МИРАШЕВАЦ,MALI MIRAŠEVAC,РАЧА,RAČA,-0.46,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,Population decline
"70777","726672",САВКОВИЋ,SAVKOVIĆ,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,-47.99,47.90,0.13,-1.61,0.00,1.57,0.00,Population decline
"71013","736791",МИРАШЕВАЦ,MIRAŠEVAC,РАЧА,RAČA,48.57,0.00,0.00,0.00,-232.76,96.25,-0.67,0.00,0.00,0.00,Population decline
"70491","714151",СТЕЊЕВАЦ,STENJEVAC,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,-83.35,-12.75,82.97,291.37,-87.77,-187.62,0.00,Population decline
"70645","718718",ГОРЊЕ ГРБИЦЕ,GORNJE GRBICE,КРАГУЈЕВАЦ,KRAGUJEVAC,-1.14,0.00,0.00,0.00,1.49,0.52,-0.50,0.00,-0.37,0.00,Population decline
"70840","728730",РЕЧКА,REČKA,НЕГОТИН,NEGOTIN,242.50,37.89,0.00,14.69,-682.01,230.65,-27.28,-0.19,183.75,0.00,Population decline
"71013","736708",ВЕЛИКО КРЧМАРЕ,VELIKO KRČMARE,РАЧА,RAČA,147.75,0.00,0.00,-53.08,-146.02,86.70,-35.34,0.00,0.00,0.00,Population decline
"71153","742210",СВЕТЛИЋ,SVETLIĆ,ТОПОЛА,TOPOLA,111.62,0.00,0.00,-0.50,-12.34,-98.78,0.00,0.00,0.00,0.00,Population decline
"70777","726583",ДРЛАЧЕ,DRLAČE,ЉУБОВИЈА,LJUBOVIJA,-0.14,0.00,0.00,-49.80,-46.48,-2.40,-1.33,0.00,100.27,0.00,Population decline
"70483","713414",ЗАГРАЂЕ,ZAGRAĐE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.27,23.50,-78.67,36.55,-3.77,22.13,0.00,Population decline
"70491","714011",ЛОМНИЦА,LOMNICA,ДЕСПОТОВАЦ,DESPOTOVAC,-1.79,0.00,0.00,0.00,19.99,-53.38,244.36,-33.24,-175.94,0.00,Population decline
"70386","709352",ВЕЛИКО ОРАШЈЕ,VELIKO ORAŠJE,ВЕЛИКА ПЛАНА,VELIKA PLANA,49.46,-34.61,0.00,0.00,-24.63,44.89,-20.40,0.00,-6.76,0.00,Population decline
"70700","723118",РУБРИБРЕЗА,RUBRIBREZA,ЛАЈКОВАЦ,LAJKOVAC,133.46,0.00,0.00,0.00,-111.18,-49.13,0.00,0.00,4.94,0.00,Population decline
"70521","714909",ОРЕОВИЦА,OREOVICA,ЖАБАРИ,ŽABARI,282.85,0.00,0.00,0.00,-92.36,-133.58,-33.14,0.00,-23.84,0.00,Population decline
"70777","726729",ТОРНИК,TORNIK,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,0.01,0.35,-0.20,-0.94,0.00,0.64,0.00,Population decline
"71153","741990",ГОРОВИЧ,GOROVIČ,ТОПОЛА,TOPOLA,80.07,0.00,0.00,0.00,-90.70,10.52,0.10,0.00,0.00,0.00,Population decline
"70483","713597",НАКУЧАНИ,NAKUČANI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,-16.44,-87.93,15.49,50.94,37.94,0.00,0.00,0.00,Population decline
"70491","713937",ДЕСПОТОВАЦ,DESPOTOVAC,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,0.00,-7.79,9.31,-0.81,0.00,-0.50,0.00,Population decline
"71013","736783",МАЛО КРЧМАРЕ,MALO KRČMARE,РАЧА,RAČA,15.12,0.00,0.00,0.00,-21.16,-71.71,77.74,0.00,0.00,0.00,Population decline
"70831","728284",МРАТИШИЋ,MRATIŠIĆ,МИОНИЦА,MIONICA,0.00,0.00,0.00,0.00,0.40,-0.37,-0.02,0.00,0.00,0.00,Population decline
"70360","708933",РАВЊЕ,RAVNJE,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,9.30,-9.24,-0.05,0.00,0.00,0.00,Population decline
"70769","726451",ШТАВИЦА,ŠTAVICA,ЉИГ,LJIG,0.59,0.00,0.00,-0.00,-106.44,100.09,10.44,0.00,-4.69,0.00,Population decline
"70491","713996",ЈЕЛОВАЦ,JELOVAC,ДЕСПОТОВАЦ,DESPOTOVAC,0.00,0.00,0.00,-5.94,58.30,-399.13,93.19,-541.55,795.13,0.00,Population decline
"70033","701602",ТУЛЕЖ,TULEŽ,АРАНЂЕЛОВАЦ,ARANĐELOVAC,25.50,0.00,0.00,-69.53,53.25,-0.13,-9.09,0.00,0.00,0.00,Population decline
"70807","727130",КАЛИШТЕ,KALIŠTE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,86.55,0.00,0.00,0.00,-42.11,-58.97,0.00,0.00,-4.53,0.00,Population decline
