MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,ChgCLC_211,ChgCLC_221,ChgCLC_222,ChgCLC_231,ChgCLC_242,ChgCLC_243,ChgCLC_31,ChgCLC_321,ChgCLC_324,ChgCLC_411,Decl/Grow
"70700","723053",МАРКОВА ЦРКВА,MARKOVA CRKVA,ЛАЈКОВАЦ,LAJKOVAC,-0.08,0.00,0.00,-0.17,0.46,-41.03,40.82,0.00,0.00,0.00,Population decline
"70998","736210",ПРОКУПЉЕ,PROKUPLJE,ПРОКУПЉЕ,PROKUPLJE,-63.72,0.00,0.00,-0.07,-826.74,449.11,142.45,0.00,-26.88,0.00,Population decline
"70343","707554",СУДИМЉА,SUDIMLJA,БРУС,BRUS,0.00,0.00,0.00,38.25,-2.24,-48.29,-27.30,0.00,39.58,0.00,Population decline
"70874","730874",РАСТ,RAST,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,3.62,-57.63,-12.85,0.91,35.99,29.95,0.00,Population growth
"70262","705306",ДОЊА ДРАГУША,DONJA DRAGUŠA,БЛАЦЕ,BLACE,-90.31,0.00,0.00,0.00,79.23,0.23,0.00,0.00,10.84,0.00,Population decline
"70050","702323",РАДОШЕВАЦ,RADOŠEVAC,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,-3.83,0.21,0.12,-24.09,0.00,27.60,0.00,Population decline
"70297","705985",КОСАНЧИЋ,KOSANČIĆ,БОЈНИК,BOJNIK,12.44,120.71,-69.26,8.91,-104.73,38.19,-1.80,0.00,-67.40,0.00,Population decline
"70548","715344",ЗЛАДОВАЦ,ZLADOVAC,ЖИТОРАЂА,ŽITORAĐA,-22.96,0.00,0.00,-26.63,-11.22,-21.78,24.57,0.00,58.03,0.00,Population decline
"70874","730009",БАЈЕВИЦА,BAJEVICA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,-4.26,0.45,3.81,0.00,0.00,0.00,Population growth
"70360","708267",БАБИНА ЛУКА,BABINA LUKA,ВАЉЕВО,VALJEVO,359.77,0.00,0.00,-11.35,-1022.64,673.10,1.12,0.00,0.00,0.00,Population decline
"80071","800503",ГОРЊА РОГАТИЦА,GORNJA ROGATICA,БАЧКА ТОПОЛА,BAČKA TOPOLA,24.79,0.00,0.00,0.00,0.00,-19.86,0.00,0.00,0.00,0.00,Population decline
"80071","800465",БАЈША,BAJŠA,БАЧКА ТОПОЛА,BAČKA TOPOLA,572.12,0.00,0.00,0.00,-390.77,-178.32,25.78,0.00,-35.25,0.00,Population decline
"80071","800589",МИЋУНОВО,MIĆUNOVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Population decline
"71021","737151",КАРАДАК,KARADAK,РАШКА,RAŠKA,63.69,0.00,0.00,-92.14,0.41,30.36,-57.38,0.00,55.05,0.00,Population decline
"71315","729078",ГОРЊИ КОМРЕН,GORNJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,31.38,-25.32,0.00,-20.36,-149.83,108.52,50.26,0.00,-23.02,0.00,Population growth
"71315","729272",ЛЕСКОВИК,LESKOVIK,ЦРВЕНИ КРСТ,CRVENI KRST,-0.00,0.00,0.00,0.00,-55.89,17.88,100.98,0.28,-63.26,0.00,Population growth
"70602","717207",БАЛТА БЕРИЛОВАЦ,BALTA BERILOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,25.89,0.04,-45.95,0.35,-67.39,87.06,0.00,Population decline
"70564","716081",ГРАДАЦ,GRADAC,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,-49.87,-9.69,-0.05,51.39,-0.92,9.15,0.00,Population decline
"70343","707031",БОТУЊА,BOTUNJA,БРУС,BRUS,0.00,0.00,0.00,0.00,0.43,0.26,-0.68,0.00,0.00,0.00,Population decline
"70939","732257",ГОСТУША,GOSTUŠA,ПИРОТ,PIROT,0.00,0.00,0.00,331.50,-187.05,-379.95,54.86,603.10,-422.46,0.00,Population decline
"70980","734942",МИЉЕВИЋИ,MILJEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.07,-0.21,0.24,0.00,-0.69,0.00,Population decline
"70874","730572",МУХОВО,MUHOVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,-394.17,-33.71,17.74,79.53,29.09,301.52,0.00,Population growth
"71323","792055",НИШ (ПАЛИЛУЛА),NIŠ (PALILULA),ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),-85.31,88.55,0.00,26.00,-530.19,163.35,30.04,0.00,-2.92,0.00,Population growth
"70564","716065",ВУЧАК,VUČAK,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,109.64,-80.56,-2.38,31.36,-4.08,-53.98,0.00,Population decline
"70025","700894",ДАШНИЦА,DAŠNICA,АЛЕКСИНАЦ,ALEKSINAC,0.00,0.00,0.00,-20.57,-29.18,14.02,90.29,0.00,-54.56,0.00,Population decline
"70670","720879",ГРКЉАНЕ,GRKLJANE,КРУШЕВАЦ,KRUŠEVAC,19.32,0.00,0.00,0.00,-12.67,-6.51,-0.26,-0.16,0.28,0.00,Population decline
"70980","734578",ДОЊЕ БАБИНЕ,DONJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,403.22,-367.46,8.42,21.70,-135.57,69.67,0.00,Population decline
"70670","721581",ЋЕЛИЈЕ,ĆELIJE,КРУШЕВАЦ,KRUŠEVAC,105.75,0.00,0.00,0.00,-104.59,8.66,0.10,-18.70,8.91,0.00,Population decline
"71021","737399",ПОКРВЕНИК,POKRVENIK,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,0.00,14.20,1.27,0.00,53.40,0.00,Population decline
"70653","720216",ТАДЕЊЕ,TADENJE,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,0.00,-50.14,50.14,-0.52,0.00,0.50,0.00,Population growth
"70025","700754",ВРЋЕНОВИЦА,VRĆENOVICA,АЛЕКСИНАЦ,ALEKSINAC,89.87,0.00,0.00,0.00,-253.35,40.95,34.40,0.00,88.13,0.00,Population decline
"70823","727911",ЈОВАНОВАЦ,JOVANOVAC,МЕРОШИНА,MEROŠINA,-81.73,0.00,0.00,0.00,6.81,24.73,-0.23,0.00,23.10,0.00,Population decline
"70980","735132",СКОКУЋЕ,SKOKUĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,-0.00,-0.16,133.63,0.00,-133.47,0.00,Population decline
"70998","735949",КОСТЕНИЦА,KOSTENICA,ПРОКУПЉЕ,PROKUPLJE,-126.42,0.00,0.00,0.00,106.49,-21.66,78.15,0.00,-36.56,0.00,Population decline
"71021","737488",СЕМЕТЕШ,SEMETEŠ,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,1.36,-1.20,-72.66,0.00,113.85,0.00,Population decline
"70017","700118",ВРАЖОГРНЦИ,VRAŽOGRNCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,28.82,0.00,0.00,0.00,-28.81,0.46,-0.47,0.00,0.00,0.00,Population decline
"70955","733318",ЈЕЛЕН ДО,JELEN DO,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,0.00,36.36,-36.95,0.10,0.00,-4.80,0.00,Population decline
"70670","721450",РОСИЦА,ROSICA,КРУШЕВАЦ,KRUŠEVAC,-78.06,0.00,0.00,0.00,12.86,30.64,0.63,0.00,33.94,0.00,Population decline
"71242","745812",МОЈСИЊЕ,MOJSINJE,ЧАЧАК,ČAČAK,238.42,0.00,0.00,-63.98,-85.80,-128.93,0.00,0.00,40.29,0.00,Population decline
"71145","741671",КЕСЕРОВИНА,KESEROVINA,УЖИЦЕ,UŽICE,0.00,0.00,0.00,-212.99,204.22,19.84,-0.40,0.00,-21.67,0.00,Population decline
"70866","729833",КОМАРАНИ,KOMARANI,НОВА ВАРОШ,NOVA VAROŠ,153.97,0.00,0.00,0.00,-179.91,-3.55,0.03,20.75,3.08,0.00,Population decline
"70670","720887",ДВОРАНЕ,DVORANE,КРУШЕВАЦ,KRUŠEVAC,128.24,0.00,0.00,0.00,-173.11,44.90,-0.03,0.00,0.00,0.00,Population decline
"70343","707422",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,БРУС,BRUS,0.00,0.00,0.00,0.00,-4.38,4.16,12.81,0.00,-14.24,0.00,Population decline
"71323","728900",БЕРБАТОВО,BERBATOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,0.00,0.00,0.00,-49.96,51.24,-1.28,0.00,0.00,0.00,Population growth
"71137","741221",ЗАГУЖАЊЕ,ZAGUŽANJE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,-0.55,-11.17,11.73,0.00,0.00,0.00,Population decline
"71137","741051",БАЦИЈЕВЦЕ,BACIJEVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.07,0.00,-0.07,0.00,0.00,0.00,Population decline
"70726","724912",РАВНИ ДЕЛ,RAVNI DEL,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,23.52,0.00,-0.00,5.94,0.00,-29.46,0.00,Population decline
"70815","727482",МАРОВАЦ,MAROVAC,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-73.13,0.00,12.96,101.10,11.00,-45.38,0.00,Population decline
"70726","725129",ЦРЦАВАЦ,CRCAVAC,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.23,-37.96,0.00,36.62,0.00,Population decline
"70815","727571",ПЕТРИЉЕ,PETRILJE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-20.45,0.00,17.23,3.07,0.00,0.14,0.00,Population decline
"70718","723274",ДРВОДЕЉ,DRVODELJ,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,-171.69,0.00,132.63,0.81,-6.26,44.51,0.00,Population decline
"71137","741159",ГРОЗНАТОВЦИ,GROZNATOVCI,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-48.58,0.00,-63.79,99.11,-48.42,61.68,0.00,Population decline
"70815","727717",ТУЛАРЕ,TULARE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,-141.28,126.13,15.16,0.00,0.00,0.00,Population decline
"70815","727741",ЧОКОТИН,ČOKOTIN,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,0.00,-63.40,23.51,0.00,39.89,0.00,Population decline
"70726","725030",СУШЕВЉЕ,SUŠEVLJE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,-21.72,-5.19,0.00,0.68,0.00,Population decline
"71137","741388",СТРЕЗИМИРОВЦИ,STREZIMIROVCI,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-103.29,1.82,-1.13,152.15,-41.98,-5.99,0.00,Population decline
"70661","720437",КРАСАВА,KRASAVA,КРУПАЊ,KRUPANJ,105.05,0.00,0.00,0.00,-53.82,-33.10,118.36,0.00,-136.49,0.00,Population decline
"70696","722685",БЛАГОЈЕВ КАМЕН,BLAGOJEV KAMEN,КУЧЕВО,KUČEVO,0.00,0.00,0.00,-0.30,0.38,0.96,-47.36,39.39,6.94,0.00,Population decline
"71218","744590",ГУЊЕВАЦ,GUNJEVAC,УБ,UB,79.60,0.00,0.00,-57.71,-101.01,76.81,0.00,0.00,0.00,0.00,Population decline
"70661","720488",МОЈКОВИЋ,MOJKOVIĆ,КРУПАЊ,KRUPANJ,162.57,0.00,0.00,0.00,-111.18,-52.53,1.13,0.00,0.00,0.00,Population decline
"70912","731943",ОРЉЕВО,ORLJEVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,51.06,0.00,0.00,0.00,55.10,7.23,-0.15,0.00,0.00,0.00,Population decline
"70521","714933",СВИЊАРЕВО,SVINJAREVO,ЖАБАРИ,ŽABARI,-13.18,0.00,0.00,0.00,-7.71,20.89,0.00,0.00,0.00,0.00,Population decline
"70637","718416",БРЕСНИЦА,BRESNICA,КОЦЕЉЕВА,KOCELJEVA,0.00,0.00,0.00,0.00,0.08,-10.56,10.48,0.00,0.00,0.00,Population decline
"70386","709425",МИЛОШЕВАЦ,MILOŠEVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,126.37,-0.24,0.01,0.00,-154.76,-35.71,-30.66,0.00,40.72,0.00,Population decline
"70726","724394",ИГРИШТЕ,IGRIŠTE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,25.47,-24.71,-0.40,0.00,-0.36,0.00,Population decline
"70718","723479",РАДЕВЦЕ,RADEVCE,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,50.26,-71.20,-30.33,0.46,0.00,50.81,0.00,Population decline
"71226","744921",БАЈИНЦИ,BAJINCI,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,22.30,0.00,0.00,-168.78,33.50,112.99,0.00,Population decline
"70726","724670",МРКОВИЦА,MRKOVICA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,61.18,-52.44,-8.74,0.00,0.00,0.00,Population decline
"70050","702013",ГОРЊИ СТРИЖЕВАЦ,GORNJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,-1.24,-0.51,0.30,1.38,0.07,0.00,Population decline
"70467","712507",ВЕЛИКИ КРЧИМИР,VELIKI KRČIMIR,ГАЏИН ХАН,GADŽIN HAN,-12.21,0.00,0.00,0.00,24.03,-13.15,34.59,-57.66,24.41,0.00,Population decline
"70998","735434",БУКОЛОРАМ,BUKOLORAM,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,Population decline
"70718","723444",ПОРОШТИЦА,POROŠTICA,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,0.00,-0.86,-72.41,4.35,0.00,68.92,0.00,Population decline
"70939","732397",КРУПАЦ,KRUPAC,ПИРОТ,PIROT,-16.96,0.00,0.00,-305.18,0.16,-429.44,23.37,317.41,420.84,0.00,Population decline
"70688","722332",ПАРАДА,PARADA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,0.00,-0.15,0.15,0.00,0.00,Population decline
"70548","715280",ДОЊЕ ЦРНАТОВО,DONJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,23.46,0.00,0.00,0.00,-1.07,-22.64,0.25,0.00,0.00,0.00,Population decline
"70688","721816",ГОРЊА МИКУЉАНА,GORNJA MIKULJANA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,-0.45,0.61,-0.15,-0.30,0.00,0.29,0.00,Population decline
"70904","731536",ПОТОЧАЦ,POTOČAC,ПАРАЋИН,PARAĆIN,203.15,0.00,0.00,-32.40,-122.84,-129.05,0.83,0.00,59.09,0.00,Population decline
"71242","745847",МРШИНЦИ,MRŠINCI,ЧАЧАК,ČAČAK,145.07,0.00,0.00,-117.38,-68.49,5.88,0.00,0.00,34.92,0.00,Population decline
"71072","739219",БЛАТО,BLATO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,-0.00,0.76,-0.48,-0.28,0.00,Population decline
"71226","744930",БАНКОВЦИ,BANKOVCI,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,-53.08,-63.29,0.00,116.37,0.00,Population decline
"70726","723746",БРЗА,BRZA,ЛЕСКОВАЦ,LESKOVAC,242.50,0.00,0.00,0.00,-257.79,-11.94,-0.82,0.00,0.00,0.00,Population decline
"70815","727733",ЦРНИ ВРХ,CRNI VRH,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,6.48,0.57,-33.71,30.89,0.00,-4.23,0.00,Population decline
"70726","725153",ЧУКЉЕНИК,ČUKLJENIK,ЛЕСКОВАЦ,LESKOVAC,-1.32,0.00,0.00,0.00,-16.37,-6.21,-2.86,0.00,0.00,0.00,Population decline
"71226","744956",БРОД,BROD,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,-180.26,18.83,-11.15,172.58,0.00,Population decline
"70726","724998",СЛАТИНА,SLATINA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,1.48,9.23,-10.70,0.00,0.00,0.00,Population decline
"70815","727598",ПУСТО ШИЛОВО,PUSTO ŠILOVO,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-262.78,7.08,258.90,-3.11,-12.92,12.82,0.00,Population decline
"70726","723703",БОЋЕВИЦА,BOĆEVICA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,-0.00,-34.06,-2.97,0.00,33.93,0.00,Population decline
"70726","723690",БОЈИШИНА,BOJIŠINA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,-34.08,34.31,0.58,-8.52,0.00,0.00,0.00,Population decline
"71226","745081",ОСТРОЗУБ,OSTROZUB,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,-125.91,36.87,89.03,0.00,Population decline
"70726","725056",ТУЛОВО,TULOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,-8.37,9.49,-29.33,0.00,0.00,0.00,Population decline
"70777","726702",СОКОЛАЦ,SOKOLAC,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,-0.01,0.00,-19.68,26.72,0.03,-7.07,0.00,Population decline
"70840","728870",ШАРКАМЕН,ŠARKAMEN,НЕГОТИН,NEGOTIN,0.13,0.00,0.00,-32.71,-256.43,164.06,88.27,0.00,-0.00,0.00,Population decline
"70483","713651",ПРЊАВОР,PRNJAVOR,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.00,74.54,-75.02,0.47,0.00,0.00,0.00,Population decline
"70483","713627",ОЗРЕМ,OZREM,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-41.34,35.10,-109.65,115.89,0.00,0.00,0.00,Population decline
"70556","715786",МАЛА ЈАСИКОВА,MALA JASIKOVA,ЗАЈЕЧАР,ZAJEČAR,-0.60,0.00,0.00,0.00,-25.41,25.40,0.61,0.00,0.00,0.00,Population decline
"70769","726435",СЛАВКОВИЦА,SLAVKOVICA,ЉИГ,LJIG,0.00,0.00,0.00,-53.39,12.23,13.37,27.78,0.00,0.00,0.00,Population decline
"71056","738514",ГЛОЖАНЕ,GLOŽANE,СВИЛАЈНАЦ,SVILAJNAC,-20.62,-0.05,0.00,59.83,-261.07,137.97,276.92,0.00,-215.21,-0.00,Population decline
"70769","726257",ДИЋИ,DIĆI,ЉИГ,LJIG,0.00,0.00,0.00,0.00,7.96,-78.45,46.34,0.00,0.00,0.00,Population decline
"70734","725650",СИМИНО БРДО,SIMINO BRDO,ЛОЗНИЦА,LOZNICA,74.16,0.00,0.00,-8.54,-63.89,2.03,0.38,0.00,-4.16,0.00,Population decline
"70734","725340",ДОЊА БАДАЊА,DONJA BADANJA,ЛОЗНИЦА,LOZNICA,353.97,0.00,0.00,-14.08,-339.15,-3.61,2.86,0.00,0.00,0.00,Population decline
"70831","728071",БЕРКОВАЦ,BERKOVAC,МИОНИЦА,MIONICA,0.00,0.00,0.00,0.00,-28.27,-165.25,172.53,0.00,0.00,0.00,Population decline
"70769","726249",ГУКОШ,GUKOŠ,ЉИГ,LJIG,0.00,0.00,0.00,0.00,-0.26,-96.28,78.02,0.00,0.00,0.00,Population decline
"70734","725706",ТРБОСИЉЕ,TRBOSILJE,ЛОЗНИЦА,LOZNICA,70.74,0.00,0.00,0.00,-70.86,-0.28,-42.78,0.00,43.19,0.00,Population decline
"70050","702196",ЛИНОВО,LINOVO,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,-76.79,0.25,0.20,-58.63,0.00,134.97,0.00,Population decline
"71188","743909",ПИСКОПОВЦЕ,PISKOPOVCE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,-3.61,0.00,8.00,0.00,-4.39,0.00,Population growth
"70874","730025",БАРЕ,BARE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.07,-0.69,-1.61,-12.83,0.00,15.06,0.00,Population growth
"71188","743399",ГЛУХАВИЦА,GLUHAVICA,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,-2.41,0.00,0.22,0.00,2.19,0.00,Population growth
"71030","737631",ДРАГОВО,DRAGOVO,РЕКОВАЦ,REKOVAC,0.00,0.00,0.00,0.00,-7.51,4.33,-0.78,0.00,-0.00,0.00,Population decline
"71145","741795",ПОНИКОВИЦА,PONIKOVICA,УЖИЦЕ,UŽICE,0.00,0.00,0.00,0.00,-119.99,119.64,0.34,0.00,0.00,0.00,Population decline
"71242","745880",ПАРМЕНАЦ,PARMENAC,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.00,0.26,-0.39,0.13,0.00,0.00,0.00,No population
"70840","728616",МАЛА КАМЕНИЦА,MALA KAMENICA,НЕГОТИН,NEGOTIN,307.38,0.00,0.00,-11.29,-470.95,78.30,-21.48,0.00,60.70,0.00,Population decline
"70661","720453",КРУПАЊ,KRUPANJ,КРУПАЊ,KRUPANJ,0.00,0.00,0.00,0.00,36.82,-25.22,41.54,0.00,-36.96,0.00,Population decline
"70360","708666",ЈОШЕВА,JOŠEVA,ВАЉЕВО,VALJEVO,73.03,0.00,0.00,0.00,-81.68,0.37,8.29,0.00,0.00,0.00,Population decline
"70084","703192",КЛЕЊЕ,KLENJE,БЕЛА ПАЛАНКА,BELA PALANKA,138.03,0.00,0.00,0.00,-138.07,-1.45,0.00,-12.05,13.54,0.00,Population decline
"70998","736171",ПОТОЧИЋ,POTOČIĆ,ПРОКУПЉЕ,PROKUPLJE,-169.75,0.00,0.00,0.00,75.90,81.96,1.99,0.00,-13.98,0.00,Population decline
"80128","801054",ВЛАЈКОВАЦ,VLAJKOVAC,ВРШАЦ,VRŠAC,-78.73,0.00,0.00,235.19,-153.47,78.95,0.00,0.00,0.00,-1.70,Population decline
"80039","800104",ДОБРИЦА,DOBRICA,АЛИБУНАР,ALIBUNAR,718.62,0.00,0.00,-186.12,-485.52,-30.13,0.00,0.00,0.00,0.00,Population decline
"70289","705721",МЕТКОВИЋ,METKOVIĆ,БОГАТИЋ,BOGATIĆ,102.01,0.00,0.00,0.00,0.00,-102.26,0.25,0.00,0.00,0.00,Population decline
"80403","804304",ЧАЛМА,ČALMA,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,77.74,0.00,-50.91,0.00,-71.55,31.11,-37.06,0.00,37.06,0.00,Population decline
"80179","801798",НОВИ КАРЛОВЦИ,NOVI KARLOVCI,ИНЂИЈА,INĐIJA,40.06,0.00,0.00,0.00,-40.06,0.00,0.00,0.00,0.00,0.00,Population decline
"80055","800236",БАЧ,BAČ,БАЧ,BAČ,569.78,0.00,30.84,-411.10,-397.66,119.45,-43.53,-26.93,-79.72,0.00,Population decline
"80489","804860",ОСТОЈИЋЕВО,OSTOJIĆEVO,ЧОКА,ČOKA,510.99,0.00,0.00,-48.55,-353.36,-155.26,-2.66,-41.29,-51.09,83.69,Population decline
"80462","805114",КОСАНЧИЋ,KOSANČIĆ,ВРБАС,VRBAS,-0.01,0.00,0.00,39.27,0.00,0.00,0.00,0.00,-39.27,0.00,Population decline
"80438","804541",КЕЛЕБИЈА,KELEBIJA,СУБОТИЦА,SUBOTICA,-68.92,-130.50,354.66,-11.15,-208.56,23.21,-269.40,0.00,294.86,0.01,Population decline
"80438","804614",СУБОТИЦА,SUBOTICA,СУБОТИЦА,SUBOTICA,-69.39,59.59,-147.58,300.72,-1987.54,1109.75,-20.76,0.00,-109.10,36.64,Population decline
"70645","718777",ДИВОСТИН,DIVOSTIN,КРАГУЈЕВАЦ,KRAGUJEVAC,22.96,0.00,0.00,0.00,-23.12,-0.15,-3.15,0.00,3.46,0.00,Population growth
"70815","727709",СТУБЛА,STUBLA,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,-88.97,8.37,79.01,0.00,1.60,0.00,Population decline
"71226","745014",ДОБРО ПОЉЕ,DOBRO POLJE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,-3.04,11.13,-8.09,0.00,Population decline
"70718","723576",ШИЛОВО,ŠILOVO,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,1.48,-26.60,-116.63,60.50,0.00,81.26,0.00,Population decline
"70467","712612",ДОЊИ БАРБЕШ,DONJI BARBEŠ,ГАЏИН ХАН,GADŽIN HAN,-15.60,0.00,0.00,8.15,-53.59,-31.80,6.13,-4.74,91.45,0.00,Population decline
"70998","735485",ВИДОВАЧА,VIDOVAČA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,-29.71,0.92,14.51,14.28,0.00,Population decline
"70467","712841",ЧАГРОВАЦ,ČAGROVAC,ГАЏИН ХАН,GADŽIN HAN,0.00,0.00,0.00,0.00,0.50,0.73,-1.06,0.00,-0.18,0.00,Population decline
"70343","707104",ВИТОШЕ,VITOŠE,БРУС,BRUS,0.00,0.00,0.00,0.00,0.00,23.46,-23.11,1.90,-2.42,0.00,Population decline
"71072","739740",КРАЈИНОВИЋЕ,KRAJINOVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,-0.02,0.00,11.28,0.25,-11.97,0.00,Population decline
"71072","739944",РАСНО,RASNO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,371.96,189.69,-43.38,-9.74,-555.23,71.10,0.00,Population decline
"71200","744344",БИГРЕНИЦА,BIGRENICA,ЋУПРИЈА,ĆUPRIJA,57.88,0.00,0.00,22.47,-193.95,-147.25,34.30,-0.30,226.84,0.00,Population decline
"70955","733539",РУПЕЉЕВО,RUPELJEVO,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,0.00,2.82,0.78,-3.60,0.00,0.00,0.00,Population decline
"70718","723380",МАЛО ВОЈЛОВЦЕ,MALO VOJLOVCE,ЛЕБАНЕ,LEBANE,28.50,0.00,0.00,0.00,-37.29,12.19,-0.89,0.00,-11.73,0.00,Population decline
"70971","734071",ЗАБРЂЕ,ZABRĐE,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.00,0.00,-0.03,16.22,-0.33,-15.86,0.00,Population decline
"70424","710920",КОЗИЛО,KOZILO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,-26.60,14.75,0.00,11.86,0.00,Population decline
"70815","727342",ГОРЊИ БУЧУМЕТ,GORNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,9.10,17.10,0.00,-32.81,-134.03,2.83,0.01,0.00,137.79,0.00,Population decline
"70777","726753",ЦРНЧА,CRNČA,ЉУБОВИЈА,LJUBOVIJA,-47.83,0.00,0.00,-0.00,34.20,177.98,125.30,0.00,-288.33,0.00,Population decline
"71269","746495",ПРЊАВОР,PRNJAVOR,ШАБАЦ,ŠABAC,91.84,0.00,0.00,-22.62,-65.45,-18.99,-13.04,0.00,24.76,-42.93,Population decline
"71072","740187",ЦРВСКО,CRVSKO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,46.82,126.21,-61.39,49.72,-142.07,-44.46,0.00,Population decline
"80462","804762",ЗМАЈЕВО,ZMAJEVO,ВРБАС,VRBAS,34.64,0.00,0.00,0.00,-52.18,0.00,0.00,0.00,0.00,0.00,Population decline
